#{"t_start": 1759324266.3759675, "env_id": "CartPole-v1"}
r,l,t
20.0,20,1.932862
26.0,26,1.946345
19.0,19,1.95769
28.0,28,1.973678
13.0,13,1.980921
12.0,12,1.987965
21.0,21,1.999793
13.0,13,2.005946
28.0,28,2.022003
16.0,16,2.030779
10.0,10,2.033865
15.0,15,2.042151
13.0,13,2.050215
11.0,11,2.056331
16.0,16,2.063552
22.0,22,2.076789
30.0,30,2.091434
16.0,16,2.100662
40.0,40,2.122494
75.0,75,2.161657
47.0,47,2.189957
30.0,30,2.206726
43.0,43,2.23203
27.0,27,2.247084
36.0,36,2.263504
18.0,18,2.271174
9.0,9,2.275836
16.0,16,2.286457
21.0,21,2.29967
20.0,20,2.310586
15.0,15,2.317637
59.0,59,2.350959
29.0,29,2.365776
17.0,17,2.376229
17.0,17,2.383456
59.0,59,2.41449
17.0,17,2.423153
20.0,20,2.433463
25.0,25,2.448422
14.0,14,2.457466
49.0,49,2.485911
47.0,47,2.5119
36.0,36,2.531686
62.0,62,2.563632
52.0,52,2.59206
25.0,25,2.606854
46.0,46,2.632731
53.0,53,2.662544
57.0,57,2.692294
74.0,74,2.734676
98.0,98,2.786883
95.0,95,2.841827
34.0,34,2.860485
20.0,20,2.871795
30.0,30,2.888274
17.0,17,2.895987
25.0,25,2.910324
18.0,18,2.919041
193.0,193,3.028481
38.0,38,3.051723
23.0,23,3.065187
21.0,21,3.07811
21.0,21,3.089982
57.0,57,3.13102
88.0,88,3.182667
28.0,28,3.199138
30.0,30,3.215344
53.0,53,3.246859
16.0,16,3.255078
73.0,73,3.300199
142.0,142,3.384223
156.0,156,3.476484
120.0,120,3.547363
25.0,25,3.562055
93.0,93,3.613562
96.0,96,3.670701
32.0,32,3.690054
57.0,57,3.719877
182.0,182,3.823574
114.0,114,3.893477
210.0,210,4.028357
181.0,181,4.138051
35.0,35,4.158682
187.0,187,4.272612
161.0,161,4.373034
90.0,90,4.432468
160.0,160,4.531953
67.0,67,4.568981
184.0,184,4.687716
120.0,120,4.760979
257.0,257,4.932714
144.0,144,5.021709
144.0,144,5.108169
135.0,135,5.191661
125.0,125,5.266179
156.0,156,5.364897
183.0,183,5.486893
141.0,141,5.573802
149.0,149,5.666059
138.0,138,5.75254
147.0,147,5.847289
191.0,191,5.967762
147.0,147,6.062186
119.0,119,6.138224
134.0,134,6.224316
185.0,185,6.341102
220.0,220,6.487689
162.0,162,6.597612
168.0,168,6.707326
182.0,182,6.832449
198.0,198,6.966383
242.0,242,7.120305
362.0,362,7.362218
261.0,261,7.529007
227.0,227,7.686628
234.0,234,7.851902
255.0,255,8.024593
238.0,238,8.187485
147.0,147,8.288975
194.0,194,8.419299
221.0,221,8.563748
173.0,173,8.677562
174.0,174,8.79999
192.0,192,8.929319
179.0,179,9.046931
196.0,196,9.178682
179.0,179,9.299708
194.0,194,9.44173
173.0,173,9.551418
221.0,221,9.707979
168.0,168,9.817857
241.0,241,9.979409
303.0,303,10.186577
316.0,316,10.396981
206.0,206,10.53008
333.0,333,10.755764
173.0,173,10.876366
175.0,175,10.99159
173.0,173,11.109687
172.0,172,11.226558
185.0,185,11.351557
184.0,184,11.474966
348.0,348,11.709462
205.0,205,11.85543
354.0,354,12.083707
235.0,235,12.238574
287.0,287,12.435864
264.0,264,12.609031
213.0,213,12.75299
319.0,319,12.965677
211.0,211,13.111842
168.0,168,13.226775
198.0,198,13.366084
189.0,189,13.486562
235.0,235,13.643037
220.0,220,13.791917
244.0,244,13.957584
216.0,216,14.099794
201.0,201,14.231608
236.0,236,14.380451
207.0,207,14.514353
191.0,191,14.646772
238.0,238,14.808131
160.0,160,14.909079
184.0,184,15.038611
173.0,173,15.150259
173.0,173,15.2683
165.0,165,15.383328
154.0,154,15.482761
144.0,144,15.57176
150.0,150,15.679159
155.0,155,15.779185
132.0,132,15.867465
160.0,160,15.97611
145.0,145,16.078307
191.0,191,16.204673
156.0,156,16.308518
158.0,158,16.415567
170.0,170,16.527777
191.0,191,16.652717
298.0,298,16.853506
280.0,280,17.047063
273.0,273,17.240545
200.0,200,17.376739
192.0,192,17.505424
167.0,167,17.622046
178.0,178,17.743635
136.0,136,17.83356
116.0,116,17.914574
123.0,123,17.991314
109.0,109,18.0667
109.0,109,18.143643
127.0,127,18.223574
120.0,120,18.304848
115.0,115,18.383607
106.0,106,18.460215
112.0,112,18.540021
136.0,136,18.633798
162.0,162,18.74193
192.0,192,18.874459
263.0,263,19.054921
166.0,166,19.162139
138.0,138,19.252204
164.0,164,19.356966
135.0,135,19.452646
134.0,134,19.542069
121.0,121,19.622928
122.0,122,19.699776
109.0,109,19.774056
125.0,125,19.86004
123.0,123,19.946623
111.0,111,20.016818
127.0,127,20.100048
108.0,108,20.172266
119.0,119,20.253227
123.0,123,20.336296
136.0,136,20.429226
128.0,128,20.517169
137.0,137,20.612422
117.0,117,20.689907
119.0,119,20.76621
138.0,138,20.862898
120.0,120,20.944446
118.0,118,21.028195
127.0,127,21.118703
139.0,139,21.208416
132.0,132,21.294399
139.0,139,21.385257
136.0,136,21.474093
147.0,147,21.570209
144.0,144,21.665185
151.0,151,21.773301
176.0,176,21.889108
148.0,148,22.00445
146.0,146,22.104849
135.0,135,22.197251
147.0,147,22.297619
138.0,138,22.391738
141.0,141,22.492283
125.0,125,22.573892
144.0,144,22.671422
148.0,148,22.765555
143.0,143,22.858116
140.0,140,22.956329
149.0,149,23.05149
135.0,135,23.144418
177.0,177,23.265142
156.0,156,23.365641
157.0,157,23.471518
189.0,189,23.600452
157.0,157,23.707424
145.0,145,23.805657
136.0,136,23.898141
150.0,150,23.998945
151.0,151,24.097651
126.0,126,24.183486
148.0,148,24.284255
154.0,154,24.386092
165.0,165,24.498513
143.0,143,24.591223
138.0,138,24.681979
131.0,131,24.766653
161.0,161,24.87708
158.0,158,24.980889
133.0,133,25.067349
165.0,165,25.178585
145.0,145,25.282185
109.0,109,25.350742
139.0,139,25.443798
171.0,171,25.559969
112.0,112,25.638575
151.0,151,25.741492
152.0,152,25.843583
107.0,107,25.917176
11.0,11,25.925235
122.0,122,26.009713
112.0,112,26.079571
124.0,124,26.163996
116.0,116,26.242324
87.0,87,26.297093
99.0,99,26.359303
101.0,101,26.429176
16.0,16,26.44046
100.0,100,26.509802
19.0,19,26.523004
11.0,11,26.531203
104.0,104,26.60081
18.0,18,26.612629
17.0,17,26.625971
103.0,103,26.696512
99.0,99,26.763202
20.0,20,26.775106
112.0,112,26.847323
108.0,108,26.923064
107.0,107,26.99555
105.0,105,27.065365
108.0,108,27.136347
107.0,107,27.206799
109.0,109,27.27933
109.0,109,27.350829
111.0,111,27.425903
114.0,114,27.500607
120.0,120,27.582252
107.0,107,27.655364
125.0,125,27.738567
118.0,118,27.81927
110.0,110,27.889587
114.0,114,27.966101
125.0,125,28.049696
112.0,112,28.128843
120.0,120,28.205647
120.0,120,28.286042
113.0,113,28.361548
110.0,110,28.434918
113.0,113,28.512157
110.0,110,28.584141
117.0,117,28.666556
125.0,125,28.747342
123.0,123,28.837484
119.0,119,28.920018
125.0,125,29.002024
117.0,117,29.07832
118.0,118,29.158252
114.0,114,29.232168
121.0,121,29.31101
119.0,119,29.387357
122.0,122,29.474089
118.0,118,29.55012
127.0,127,29.645012
124.0,124,29.727243
124.0,124,29.812743
130.0,130,29.89736
94.0,94,29.957928
128.0,128,30.045293
116.0,116,30.123091
128.0,128,30.208405
120.0,120,30.285317
116.0,116,30.367356
111.0,111,30.443361
107.0,107,30.51337
111.0,111,30.592793
103.0,103,30.658435
121.0,121,30.736514
119.0,119,30.815574
119.0,119,30.898279
126.0,126,30.979538
114.0,114,31.058956
96.0,96,31.123648
89.0,89,31.183468
119.0,119,31.258781
114.0,114,31.331981
117.0,117,31.41512
114.0,114,31.493875
114.0,114,31.568171
94.0,94,31.632075
117.0,117,31.707891
118.0,118,31.783556
96.0,96,31.846296
119.0,119,31.928999
127.0,127,32.017174
100.0,100,32.084894
100.0,100,32.150914
110.0,110,32.224844
116.0,116,32.301695
115.0,115,32.378146
129.0,129,32.462502
109.0,109,32.53659
118.0,118,32.620962
121.0,121,32.707451
128.0,128,32.793881
126.0,126,32.879324
167.0,167,32.987291
164.0,164,33.098603
146.0,146,33.19838
178.0,178,33.3237
144.0,144,33.417686
174.0,174,34.330246
171.0,171,34.484066
183.0,183,34.633077
151.0,151,34.74891
178.0,178,34.882833
191.0,191,35.029276
95.0,95,35.103333
140.0,140,35.205579
123.0,123,35.295395
150.0,150,35.401835
155.0,155,35.515501
115.0,115,35.599499
123.0,123,35.684869
134.0,134,35.775663
115.0,115,35.859121
100.0,100,35.930295
88.0,88,35.996212
120.0,120,36.087591
104.0,104,36.160488
84.0,84,36.219514
90.0,90,36.28032
88.0,88,36.347054
106.0,106,36.437111
104.0,104,36.525537
103.0,103,36.602175
103.0,103,36.67434
117.0,117,36.759875
105.0,105,36.841176
115.0,115,36.946898
102.0,102,37.053976
101.0,101,37.175533
106.0,106,37.269612
106.0,106,37.36632
104.0,104,37.467531
128.0,128,37.622422
119.0,119,37.745065
134.0,134,37.849024
128.0,128,37.95148
141.0,141,38.068194
136.0,136,38.169597
130.0,130,38.27138
142.0,142,38.382027
286.0,286,38.576315
163.0,163,38.691971
125.0,125,38.785755
110.0,110,38.866743
123.0,123,38.959391
121.0,121,39.067566
121.0,121,39.15701
116.0,116,39.248677
123.0,123,39.336469
130.0,130,39.436464
120.0,120,39.525882
123.0,123,39.612852
122.0,122,39.699776
133.0,133,39.796536
135.0,135,39.892876
128.0,128,39.989956
137.0,137,40.101223
140.0,140,40.232591
161.0,161,40.35466
134.0,134,40.4821
128.0,128,40.585176
132.0,132,40.688163
182.0,182,40.82923
310.0,310,41.066758
267.0,267,41.261895
164.0,164,41.380321
170.0,170,41.494756
171.0,171,41.607284
141.0,141,41.707816
183.0,183,41.837478
157.0,157,41.94871
128.0,128,42.03763
124.0,124,42.125111
116.0,116,42.205964
122.0,122,42.293872
115.0,115,42.376442
118.0,118,42.455116
115.0,115,42.544252
121.0,121,42.627799
121.0,121,42.716289
116.0,116,42.794497
318.0,318,43.021133
152.0,152,43.13303
136.0,136,43.467586
197.0,197,43.629416
172.0,172,43.75482
434.0,434,44.071424
123.0,123,44.161268
191.0,191,44.308429
237.0,237,44.538349
142.0,142,44.633393
474.0,474,44.98572
324.0,324,45.317766
314.0,314,45.609845
381.0,381,46.029181
378.0,378,46.341511
148.0,148,46.464113
144.0,144,46.579933
135.0,135,46.72156
431.0,431,47.174795
311.0,311,47.428603
173.0,173,47.570979
145.0,145,47.687816
146.0,146,47.801082
152.0,152,47.918482
138.0,138,48.02445
148.0,148,48.139494
143.0,143,48.247394
142.0,142,48.353169
145.0,145,48.473034
157.0,157,48.606203
143.0,143,48.721004
203.0,203,48.884139
197.0,197,49.028336
388.0,388,49.324628
209.0,209,49.480163
500.0,500,49.868626
313.0,313,50.105563
383.0,383,50.39736
317.0,317,50.626716
164.0,164,50.749921
387.0,387,51.070797
500.0,500,51.525633
436.0,436,51.87193
500.0,500,52.261852
462.0,462,52.650462
235.0,235,52.827715
198.0,198,53.005079
228.0,228,53.188312
210.0,210,53.357282
500.0,500,53.755651
500.0,500,54.194739
500.0,500,54.59932
500.0,500,55.089749
500.0,500,55.48923
500.0,500,55.883771
500.0,500,56.317251
500.0,500,56.75225
500.0,500,57.25859
500.0,500,57.781683
500.0,500,58.40481
500.0,500,58.957299
500.0,500,59.538292
500.0,500,60.014126
500.0,500,60.455699
500.0,500,60.842865
500.0,500,61.345831
500.0,500,61.858612
500.0,500,62.378234
500.0,500,62.897541
500.0,500,63.425467
500.0,500,63.994751
500.0,500,64.50197
500.0,500,64.982507
500.0,500,65.516228
500.0,500,66.0462
500.0,500,66.681505
500.0,500,67.222778
500.0,500,67.721907
500.0,500,68.278828
500.0,500,68.750563
500.0,500,69.177759
500.0,500,69.637769
500.0,500,70.148324
500.0,500,70.67762
500.0,500,71.187674
500.0,500,71.697544
500.0,500,72.265878
205.0,205,72.487149
197.0,197,72.678732
163.0,163,72.844066
198.0,198,73.037184
196.0,196,73.22588
168.0,168,73.425838
160.0,160,73.589396
157.0,157,73.738474
154.0,154,73.885035
191.0,191,74.090151
151.0,151,74.23963
449.0,449,74.655612
144.0,144,74.788126
147.0,147,74.958198
156.0,156,75.140821
171.0,171,75.309704
151.0,151,75.448083
161.0,161,75.607
166.0,166,75.769147
134.0,134,75.91598
136.0,136,76.043737
143.0,143,76.178828
157.0,157,76.324399
133.0,133,76.450245
165.0,165,76.693984
150.0,150,76.836269
151.0,151,77.064006
160.0,160,77.213788
141.0,141,77.344932
156.0,156,77.496442
168.0,168,77.681489
151.0,151,77.831973
156.0,156,77.989716
160.0,160,78.152837
149.0,149,78.301513
176.0,176,78.465648
154.0,154,78.611548
162.0,162,78.762471
168.0,168,78.922285
169.0,169,79.107424
155.0,155,79.254967
143.0,143,79.389241
149.0,149,79.529176
151.0,151,79.673169
158.0,158,80.986733
161.0,161,81.134598
148.0,148,81.268283
153.0,153,81.412166
140.0,140,81.551396
155.0,155,81.707447
147.0,147,81.857265
150.0,150,82.010711
144.0,144,82.152857
152.0,152,82.295828
152.0,152,82.436303
157.0,157,82.574409
150.0,150,82.706861
147.0,147,82.832727
162.0,162,82.970693
152.0,152,83.097389
164.0,164,83.244874
175.0,175,83.398419
170.0,170,83.543188
165.0,165,83.692153
169.0,169,83.841748
172.0,172,84.000828
174.0,174,84.165892
200.0,200,84.325138
241.0,241,84.540992
236.0,236,84.782233
277.0,277,85.146364
220.0,220,85.392099
256.0,256,85.672921
208.0,208,85.885774
221.0,221,86.085999
211.0,211,86.330736
213.0,213,86.513754
212.0,212,86.692513
211.0,211,86.880574
228.0,228,87.071113
212.0,212,87.247085
211.0,211,87.42249
227.0,227,87.606333
219.0,219,87.791289
222.0,222,87.9859
368.0,368,88.325721
433.0,433,88.692677
247.0,247,88.919615
269.0,269,89.156134
404.0,404,89.494191
500.0,500,89.894227
500.0,500,90.335221
500.0,500,90.816507
500.0,500,91.264347
500.0,500,91.684951
500.0,500,92.205083
500.0,500,92.739455
500.0,500,93.298324
500.0,500,94.041412
500.0,500,94.661395
500.0,500,95.428378
500.0,500,96.073621
500.0,500,96.659621
500.0,500,97.361588
500.0,500,97.886137
500.0,500,98.418271
500.0,500,98.947515
500.0,500,99.431127
500.0,500,99.875009
500.0,500,100.375544
500.0,500,100.896005
500.0,500,101.37674
500.0,500,101.826671
500.0,500,102.258677
500.0,500,102.696152
500.0,500,103.178924
500.0,500,103.613321
500.0,500,104.054033
500.0,500,104.563425
500.0,500,105.004303
500.0,500,105.447106
500.0,500,105.988097
500.0,500,106.518244
500.0,500,107.072253
500.0,500,107.517829
500.0,500,107.958655
500.0,500,108.394214
500.0,500,108.830412
500.0,500,109.254027
500.0,500,109.690573
500.0,500,110.125708
500.0,500,110.586825
500.0,500,111.108146
500.0,500,111.553197
500.0,500,111.994376
443.0,443,112.381819
200.0,200,112.557302
231.0,231,112.757081
270.0,270,112.992678
202.0,202,113.170098
500.0,500,113.600456
247.0,247,113.836538
253.0,253,114.089186
500.0,500,114.746302
218.0,218,115.013198
500.0,500,115.476835
500.0,500,115.896922
500.0,500,116.299952
500.0,500,116.743011
500.0,500,117.303182
500.0,500,117.827713
500.0,500,118.361854
500.0,500,118.783791
500.0,500,119.204949
93.0,93,119.285197
500.0,500,119.706686
47.0,47,119.748054
56.0,56,119.796087
57.0,57,119.841174
55.0,55,119.889291
58.0,58,119.933847
81.0,81,120.002169
66.0,66,120.057524
59.0,59,120.108254
69.0,69,120.166607
48.0,48,120.205133
42.0,42,120.242658
42.0,42,120.274899
38.0,38,120.308848
45.0,45,120.343935
40.0,40,120.377045
36.0,36,120.408886
46.0,46,120.455807
39.0,39,120.502049
38.0,38,120.548707
32.0,32,120.581321
38.0,38,120.622641
45.0,45,120.676657
36.0,36,120.707848
30.0,30,120.73847
27.0,27,120.763845
35.0,35,120.793835
36.0,36,120.825865
30.0,30,120.857151
46.0,46,120.906569
40.0,40,120.947188
63.0,63,121.024182
38.0,38,121.063571
40.0,40,121.104234
76.0,76,121.206781
35.0,35,121.254936
500.0,500,121.836931
36.0,36,121.878218
27.0,27,121.938068
22.0,22,122.021191
27.0,27,122.062603
38.0,38,122.099885
30.0,30,122.124288
25.0,25,122.145209
31.0,31,122.169648
22.0,22,122.189803
26.0,26,122.21008
30.0,30,122.237095
22.0,22,122.255932
21.0,21,122.274989
24.0,24,122.294843
21.0,21,122.311157
20.0,20,122.328132
25.0,25,122.347496
31.0,31,122.372739
23.0,23,122.39276
25.0,25,122.413465
22.0,22,122.429988
32.0,32,122.454983
500.0,500,122.939392
22.0,22,122.964239
25.0,25,122.988653
27.0,27,123.016333
33.0,33,123.051445
500.0,500,123.560129
500.0,500,124.015896
24.0,24,124.035872
29.0,29,124.060379
24.0,24,124.082477
136.0,136,124.209941
20.0,20,124.230319
500.0,500,124.752362
27.0,27,124.781469
131.0,131,124.925576
124.0,124,125.055116
22.0,22,125.079124
23.0,23,125.103619
27.0,27,125.131682
122.0,122,125.259597
38.0,38,125.303932
20.0,20,125.324903
30.0,30,125.355069
127.0,127,125.475955
35.0,35,125.504273
126.0,126,125.610785
30.0,30,125.63679
28.0,28,125.659362
125.0,125,125.779649
118.0,118,125.915874
30.0,30,125.953026
19.0,19,125.973245
25.0,25,125.995801
39.0,39,126.034186
37.0,37,126.06548
33.0,33,126.094169
113.0,113,126.186197
32.0,32,126.214102
112.0,112,126.310416
113.0,113,126.402682
114.0,114,126.496063
32.0,32,126.521425
33.0,33,126.549748
109.0,109,126.647427
123.0,123,126.884368
44.0,44,126.92722
46.0,46,126.968587
39.0,39,127.006075
33.0,33,127.036082
34.0,34,127.066542
38.0,38,127.098782
123.0,123,127.215883
35.0,35,127.256467
117.0,117,127.387806
108.0,108,127.510784
115.0,115,127.623138
99.0,99,127.721786
98.0,98,127.817775
100.0,100,127.915549
104.0,104,128.014745
103.0,103,128.196906
102.0,102,128.356311
41.0,41,128.413352
110.0,110,128.589656
104.0,104,128.779628
99.0,99,129.528157
104.0,104,130.746079
37.0,37,130.943802
112.0,112,131.146656
127.0,127,131.371206
111.0,111,131.534004
14.0,14,131.550523
110.0,110,131.679747
110.0,110,131.816314
139.0,139,132.013312
120.0,120,132.161409
98.0,98,132.28547
131.0,131,132.795013
103.0,103,132.917907
100.0,100,133.033182
44.0,44,133.079561
120.0,120,133.19874
52.0,52,133.247444
134.0,134,133.427708
110.0,110,133.61101
106.0,106,133.780979
104.0,104,133.913578
104.0,104,134.00776
109.0,109,134.106949
109.0,109,134.197605
105.0,105,134.288526
106.0,106,134.385665
101.0,101,134.474841
104.0,104,134.560927
104.0,104,134.661198
99.0,99,134.754332
97.0,97,134.846152
105.0,105,134.938575
101.0,101,135.045135
105.0,105,135.216595
103.0,103,135.314204
104.0,104,135.413561
115.0,115,135.525045
116.0,116,135.629503
110.0,110,135.735764
139.0,139,135.860947
113.0,113,135.957752
115.0,115,136.053967
131.0,131,136.160897
129.0,129,136.259804
143.0,143,136.376816
133.0,133,136.482287
141.0,141,136.609248
203.0,203,136.803775
200.0,200,136.987051
198.0,198,137.170553
177.0,177,137.348155
178.0,178,137.514537
167.0,167,137.66395
185.0,185,137.924015
180.0,180,138.074682
148.0,148,138.225996
197.0,197,138.422122
230.0,230,138.606044
192.0,192,138.754914
305.0,305,139.049207
146.0,146,139.20177
185.0,185,139.369211
313.0,313,139.667935
220.0,220,139.874638
196.0,196,140.066025
347.0,347,140.391541
187.0,187,140.565345
382.0,382,140.94101
157.0,157,141.101757
325.0,325,141.410231
414.0,414,141.798459
273.0,273,142.081281
170.0,170,142.242606
139.0,139,142.379852
167.0,167,142.54279
95.0,95,142.631655
89.0,89,142.71763
96.0,96,142.811185
88.0,88,142.898064
85.0,85,142.977382
83.0,83,143.052689
84.0,84,143.1322
72.0,72,143.204115
78.0,78,143.277183
77.0,77,143.352433
83.0,83,143.429097
84.0,84,143.512341
88.0,88,143.598174
83.0,83,143.679568
79.0,79,143.758843
93.0,93,143.847052
91.0,91,143.931454
85.0,85,144.014535
85.0,85,144.095723
110.0,110,144.199174
94.0,94,144.278296
86.0,86,144.357401
93.0,93,144.442091
154.0,154,144.571182
117.0,117,144.672608
144.0,144,144.799043
135.0,135,144.906868
141.0,141,145.029282
162.0,162,145.158696
181.0,181,145.314244
176.0,176,145.468829
139.0,139,145.587121
116.0,116,145.683578
149.0,149,145.800111
104.0,104,145.886716
140.0,140,146.00481
159.0,159,146.139204
194.0,194,146.307975
141.0,141,146.432503
166.0,166,146.671861
59.0,59,146.726816
169.0,169,146.8662
157.0,157,146.991897
147.0,147,147.112791
117.0,117,147.209798
112.0,112,147.307494
29.0,29,147.33107
117.0,117,147.432324
110.0,110,147.530933
126.0,126,147.631999
125.0,125,147.733376
114.0,114,147.831634
123.0,123,147.936021
117.0,117,148.035004
106.0,106,148.118474
35.0,35,148.149007
127.0,127,148.291162
24.0,24,148.31544
27.0,27,148.335211
117.0,117,148.428319
26.0,26,148.447189
17.0,17,148.462928
29.0,29,148.484049
28.0,28,148.50502
113.0,113,148.600725
15.0,15,148.615963
23.0,23,148.636561
25.0,25,148.657237
19.0,19,148.674758
27.0,27,148.696389
19.0,19,148.713165
19.0,19,148.732162
27.0,27,148.755658
19.0,19,148.773935
18.0,18,148.78992
17.0,17,148.804033
25.0,25,148.826199
21.0,21,148.846802
23.0,23,148.864879
16.0,16,148.87916
13.0,13,148.892527
28.0,28,148.914364
30.0,30,148.939362
12.0,12,148.948306
19.0,19,148.965759
19.0,19,148.981757
25.0,25,149.004882
10.0,10,149.013206
17.0,17,149.028963
18.0,18,149.041769
20.0,20,149.059834
16.0,16,149.072681
19.0,19,149.089663
20.0,20,149.108648
15.0,15,149.123865
12.0,12,149.132028
20.0,20,149.151227
23.0,23,149.171198
27.0,27,149.1976
26.0,26,149.219688
14.0,14,149.233327
14.0,14,149.247843
11.0,11,149.255513
12.0,12,149.265554
12.0,12,149.277349
20.0,20,149.295775
27.0,27,149.320167
13.0,13,149.33077
13.0,13,149.342497
20.0,20,149.359792
12.0,12,149.369638
15.0,15,149.380091
18.0,18,149.395532
17.0,17,149.410517
22.0,22,149.429757
14.0,14,149.441072
19.0,19,149.45749
10.0,10,149.466111
32.0,32,149.494198
25.0,25,149.520147
22.0,22,149.539792
17.0,17,149.554323
23.0,23,149.577724
19.0,19,149.593796
23.0,23,149.615374
18.0,18,149.629371
13.0,13,149.639698
26.0,26,149.662664
19.0,19,149.679553
14.0,14,149.689294
27.0,27,149.713872
21.0,21,149.732764
27.0,27,149.758877
21.0,21,149.777209
22.0,22,149.79856
28.0,28,149.820881
19.0,19,149.834768
20.0,20,149.854759
15.0,15,149.869046
22.0,22,149.889092
14.0,14,149.90006
16.0,16,149.913268
23.0,23,149.932659
22.0,22,149.951992
21.0,21,149.97156
28.0,28,149.995785
21.0,21,150.013849
16.0,16,150.027173
16.0,16,150.041613
17.0,17,150.058784
20.0,20,150.075624
18.0,18,150.094605
14.0,14,150.104883
20.0,20,150.123557
16.0,16,150.138091
16.0,16,150.153547
20.0,20,150.172505
23.0,23,150.192291
21.0,21,150.211123
26.0,26,150.233892
13.0,13,150.244113
17.0,17,150.259735
16.0,16,150.273588
18.0,18,150.288711
27.0,27,150.311186
15.0,15,150.324067
25.0,25,150.343714
20.0,20,150.36127
16.0,16,150.376364
25.0,25,150.397938
26.0,26,150.418584
27.0,27,150.442508
27.0,27,150.469409
18.0,18,150.485121
18.0,18,150.501364
13.0,13,150.511996
25.0,25,150.536384
15.0,15,150.54771
20.0,20,150.565766
29.0,29,150.588172
20.0,20,150.604268
13.0,13,150.616301
30.0,30,150.645055
11.0,11,150.654784
22.0,22,150.673259
23.0,23,150.69593
16.0,16,150.710046
19.0,19,150.72708
23.0,23,150.744925
25.0,25,150.769194
18.0,18,150.783652
22.0,22,150.804351
29.0,29,150.827483
13.0,13,150.838478
19.0,19,150.856092
25.0,25,150.880266
16.0,16,150.895532
21.0,21,150.918028
20.0,20,150.939778
13.0,13,150.95479
25.0,25,150.980542
18.0,18,150.998554
30.0,30,151.024768
26.0,26,151.045649
27.0,27,151.071195
26.0,26,151.094851
20.0,20,151.112288
28.0,28,151.137173
16.0,16,151.152276
19.0,19,151.16864
33.0,33,151.198943
28.0,28,151.224989
28.0,28,151.25019
16.0,16,151.264704
31.0,31,151.288979
32.0,32,151.312482
37.0,37,151.348606
16.0,16,151.361771
43.0,43,151.395444
32.0,32,151.425195
20.0,20,151.44279
27.0,27,151.467078
43.0,43,151.507935
26.0,26,151.529487
17.0,17,151.545208
93.0,93,151.623335
97.0,97,151.708561
97.0,97,151.790967
95.0,95,151.879687
89.0,89,151.960775
97.0,97,152.057597
92.0,92,152.145816
94.0,94,152.230811
37.0,37,152.266953
88.0,88,152.350652
86.0,86,152.435019
97.0,97,152.529835
99.0,99,152.625447
90.0,90,152.712717
91.0,91,152.796008
93.0,93,152.87755
100.0,100,152.970333
98.0,98,153.060025
99.0,99,153.14446
101.0,101,153.24276
