#{"t_start": 1759322566.9617226, "env_id": "CartPole-v1"}
r,l,t
9.0,9,1.817302
21.0,21,1.830688
17.0,17,1.838444
21.0,21,1.848747
18.0,18,1.858497
13.0,13,1.864165
19.0,19,1.87394
17.0,17,1.882755
18.0,18,1.893643
25.0,25,1.906818
19.0,19,1.914441
10.0,10,1.921006
17.0,17,1.929675
18.0,18,1.938804
20.0,20,1.950625
15.0,15,1.958833
22.0,22,1.969545
17.0,17,1.979862
52.0,52,2.006703
18.0,18,2.018393
52.0,52,2.042682
31.0,31,2.057365
45.0,45,2.082299
18.0,18,2.090607
21.0,21,2.10177
13.0,13,2.112072
22.0,22,2.124459
17.0,17,2.133196
30.0,30,2.148591
26.0,26,2.160913
14.0,14,2.168114
43.0,43,2.190766
18.0,18,2.199482
28.0,28,2.214494
16.0,16,2.222344
14.0,14,2.229482
32.0,32,2.244417
15.0,15,2.250561
24.0,24,2.266477
43.0,43,2.295348
24.0,24,2.310202
35.0,35,2.331765
51.0,51,2.363881
30.0,30,2.380321
43.0,43,2.408649
27.0,27,2.424707
15.0,15,2.431901
34.0,34,2.451408
21.0,21,2.462206
35.0,35,2.478627
29.0,29,2.49523
30.0,30,2.513219
13.0,13,2.519277
23.0,23,2.531003
48.0,48,2.558396
52.0,52,2.590114
12.0,12,2.597201
53.0,53,2.629157
37.0,37,2.649996
19.0,19,2.66049
50.0,50,2.684869
38.0,38,2.708863
42.0,42,2.731525
74.0,74,2.774177
9.0,9,2.779216
21.0,21,2.790445
18.0,18,2.79968
18.0,18,2.810004
22.0,22,2.821395
66.0,66,2.858374
29.0,29,2.878418
29.0,29,2.896085
27.0,27,2.912186
57.0,57,2.94169
24.0,24,2.955012
28.0,28,2.969905
115.0,115,3.035098
48.0,48,3.058397
56.0,56,3.087665
25.0,25,3.101416
14.0,14,3.107535
44.0,44,3.129573
25.0,25,3.144588
102.0,102,3.200181
40.0,40,3.222711
30.0,30,3.24019
38.0,38,3.262014
148.0,148,3.342793
106.0,106,3.406024
28.0,28,3.419731
115.0,115,3.481696
40.0,40,3.504972
212.0,212,3.620408
175.0,175,3.724547
104.0,104,3.782971
116.0,116,3.84835
123.0,123,3.919781
183.0,183,4.029139
188.0,188,4.142257
152.0,152,4.229235
175.0,175,4.334545
207.0,207,4.46203
428.0,428,4.711864
360.0,360,4.921758
303.0,303,5.102087
390.0,390,5.350116
150.0,150,5.444334
164.0,164,5.544284
153.0,153,5.636446
143.0,143,5.723303
144.0,144,5.812247
162.0,162,5.916314
215.0,215,6.046336
275.0,275,6.227226
265.0,265,6.460806
152.0,152,6.58389
252.0,252,6.760271
199.0,199,6.916411
177.0,177,7.051667
181.0,181,7.17596
192.0,192,7.301398
162.0,162,7.406989
178.0,178,7.519955
154.0,154,7.622293
172.0,172,7.730738
160.0,160,7.833381
136.0,136,7.919344
139.0,139,8.009544
144.0,144,8.102667
135.0,135,8.186497
131.0,131,8.269237
157.0,157,8.370741
139.0,139,8.459316
128.0,128,8.539761
134.0,134,8.621637
124.0,124,8.701358
143.0,143,8.79129
122.0,122,8.867366
128.0,128,8.953029
148.0,148,9.054565
141.0,141,9.146788
134.0,134,9.234318
147.0,147,9.326332
138.0,138,9.414981
133.0,133,9.499758
134.0,134,9.585479
142.0,142,9.672608
134.0,134,9.756306
133.0,133,9.840527
138.0,138,9.926
163.0,163,10.032443
142.0,142,10.125055
152.0,152,10.222753
163.0,163,10.326421
182.0,182,10.446323
167.0,167,10.558847
146.0,146,10.652323
173.0,173,10.761205
155.0,155,10.862658
172.0,172,10.968117
157.0,157,11.075612
180.0,180,11.188648
168.0,168,11.297146
193.0,193,11.430341
187.0,187,11.544374
163.0,163,11.6463
246.0,246,11.811597
186.0,186,11.928778
173.0,173,12.03799
237.0,237,12.193773
219.0,219,12.334363
176.0,176,12.448044
178.0,178,12.562548
180.0,180,12.683543
161.0,161,12.785837
203.0,203,12.915895
134.0,134,12.999389
193.0,193,13.129636
155.0,155,13.234056
217.0,217,13.380144
191.0,191,13.508477
166.0,166,13.618978
162.0,162,13.727376
143.0,143,13.813668
160.0,160,13.92039
183.0,183,14.041032
149.0,149,14.139356
157.0,157,14.242245
155.0,155,14.342349
177.0,177,14.45304
155.0,155,14.554052
136.0,136,14.640506
174.0,174,14.751257
192.0,192,14.877341
170.0,170,14.98428
280.0,280,15.164436
165.0,165,15.27379
191.0,191,15.401428
160.0,160,15.503093
253.0,253,15.665732
155.0,155,15.763037
182.0,182,15.879445
204.0,204,16.011717
135.0,135,16.097986
119.0,119,16.173811
140.0,140,16.266382
129.0,129,16.354921
288.0,288,16.547206
170.0,170,16.649993
190.0,190,16.768631
204.0,204,16.89576
139.0,139,16.986718
160.0,160,17.100672
150.0,150,17.205429
168.0,168,17.317364
171.0,171,17.427268
220.0,220,17.571072
148.0,148,17.661824
182.0,182,17.775186
162.0,162,17.877887
202.0,202,18.012985
189.0,189,18.130517
215.0,215,18.272021
228.0,228,18.419324
190.0,190,18.537374
140.0,140,18.623262
138.0,138,18.713288
128.0,128,18.796714
122.0,122,18.874047
127.0,127,18.954772
117.0,117,19.029175
134.0,134,19.11897
130.0,130,19.202495
123.0,123,19.283921
136.0,136,19.372585
125.0,125,19.455392
129.0,129,19.543753
135.0,135,19.625811
133.0,133,19.712491
127.0,127,19.792257
128.0,128,19.871145
132.0,132,19.959682
128.0,128,20.043943
128.0,128,20.123335
130.0,130,20.207373
128.0,128,20.286991
134.0,134,20.371394
124.0,124,20.45088
121.0,121,20.525469
136.0,136,20.612426
135.0,135,20.699242
127.0,127,20.781197
144.0,144,20.875443
183.0,183,20.998983
156.0,156,21.0992
170.0,170,21.207574
144.0,144,21.299988
197.0,197,21.428399
141.0,141,21.515082
132.0,132,21.600734
126.0,126,21.688762
124.0,124,21.769465
124.0,124,21.851736
128.0,128,21.934326
111.0,111,22.004625
132.0,132,22.085727
127.0,127,22.169915
118.0,118,22.245357
116.0,116,22.321408
125.0,125,22.399944
136.0,136,22.486743
129.0,129,22.571048
123.0,123,22.650284
127.0,127,22.729471
123.0,123,22.807171
126.0,126,22.887177
124.0,124,22.965797
144.0,144,23.057352
152.0,152,23.15396
132.0,132,23.236501
152.0,152,23.341603
141.0,141,23.434731
166.0,166,23.539694
146.0,146,23.63482
132.0,132,23.717105
143.0,143,23.810083
133.0,133,23.89613
124.0,124,23.978102
134.0,134,24.061284
119.0,119,24.135566
120.0,120,24.214432
121.0,121,24.294904
130.0,130,24.378789
119.0,119,24.459968
120.0,120,24.53753
115.0,115,24.608694
113.0,113,24.687476
114.0,114,24.759351
116.0,116,24.832864
106.0,106,24.904079
111.0,111,24.972127
20.0,20,24.986213
19.0,19,24.999039
15.0,15,25.009692
22.0,22,25.024662
108.0,108,25.09778
113.0,113,25.170348
115.0,115,25.242194
20.0,20,25.254407
15.0,15,25.263219
18.0,18,25.275033
107.0,107,25.343997
114.0,114,25.421048
18.0,18,25.432281
115.0,115,25.50902
15.0,15,25.518273
15.0,15,25.530012
17.0,17,25.540303
17.0,17,25.549494
112.0,112,25.624065
113.0,113,25.693341
109.0,109,25.764165
111.0,111,25.830251
18.0,18,25.843251
106.0,106,25.910938
18.0,18,25.92425
20.0,20,25.937568
16.0,16,25.947996
20.0,20,25.959762
107.0,107,26.024902
22.0,22,26.038062
22.0,22,26.051471
18.0,18,26.062805
20.0,20,26.074635
20.0,20,26.088051
106.0,106,26.161819
15.0,15,26.172958
21.0,21,26.187704
17.0,17,26.197822
18.0,18,26.209225
16.0,16,26.220086
101.0,101,26.283635
18.0,18,26.29478
108.0,108,26.363439
106.0,106,26.43771
119.0,119,26.51779
109.0,109,26.587695
115.0,115,26.662649
104.0,104,26.727622
108.0,108,26.793528
116.0,116,26.867862
112.0,112,26.937144
115.0,115,27.009315
117.0,117,27.086015
129.0,129,27.174937
114.0,114,27.2539
126.0,126,27.337142
113.0,113,27.406392
121.0,121,27.484484
128.0,128,27.565179
126.0,126,27.646698
116.0,116,27.721607
112.0,112,27.794031
116.0,116,27.868292
116.0,116,27.943866
113.0,113,28.018417
133.0,133,28.100369
132.0,132,28.182684
121.0,121,28.264121
143.0,143,28.360326
147.0,147,28.454375
127.0,127,28.536455
136.0,136,28.629006
140.0,140,28.717077
135.0,135,28.800586
146.0,146,28.896139
123.0,123,28.979888
130.0,130,29.057348
122.0,122,29.134919
120.0,120,29.216503
118.0,118,29.289226
119.0,119,29.365265
127.0,127,29.45037
117.0,117,29.520235
110.0,110,29.591094
123.0,123,29.668429
116.0,116,29.744964
116.0,116,29.815867
114.0,114,29.888191
119.0,119,29.964113
134.0,134,30.057697
128.0,128,30.135323
123.0,123,30.21788
119.0,119,30.293465
123.0,123,30.376012
128.0,128,30.466894
138.0,138,30.558798
134.0,134,30.64641
155.0,155,30.749263
135.0,135,30.83305
131.0,131,30.923206
118.0,118,31.007674
129.0,129,31.090395
138.0,138,31.178577
155.0,155,31.275824
144.0,144,31.374202
152.0,152,31.471372
175.0,175,31.585723
150.0,150,31.679533
154.0,154,31.774952
158.0,158,31.885327
128.0,128,31.972805
144.0,144,32.060807
136.0,136,32.14906
147.0,147,32.236459
141.0,141,33.218249
146.0,146,33.311333
157.0,157,33.414726
139.0,139,33.503604
141.0,141,33.593495
138.0,138,33.682803
126.0,126,33.76297
132.0,132,33.849936
127.0,127,33.937321
135.0,135,34.02846
130.0,130,34.110122
121.0,121,34.191342
131.0,131,34.282537
134.0,134,34.377735
148.0,148,34.477775
142.0,142,34.567666
127.0,127,34.648916
140.0,140,34.735056
147.0,147,34.825174
176.0,176,34.935234
171.0,171,35.045357
155.0,155,35.143104
147.0,147,35.243707
142.0,142,35.340657
158.0,158,35.439658
171.0,171,35.550096
147.0,147,35.642878
158.0,158,35.741426
183.0,183,35.858013
157.0,157,35.960765
159.0,159,36.060215
161.0,161,36.165043
149.0,149,36.25815
147.0,147,36.354089
158.0,158,36.454451
146.0,146,36.551651
145.0,145,36.641497
137.0,137,36.730657
151.0,151,36.829834
151.0,151,36.93006
182.0,182,37.047693
183.0,183,37.164143
181.0,181,37.294177
216.0,216,37.44024
334.0,334,37.653741
292.0,292,37.83918
220.0,220,37.985909
191.0,191,38.111545
218.0,218,38.244068
236.0,236,38.395046
214.0,214,38.536499
259.0,259,38.707695
209.0,209,38.848254
217.0,217,38.990042
178.0,178,39.113843
160.0,160,39.217772
200.0,200,39.35527
227.0,227,39.505243
202.0,202,39.645747
177.0,177,39.755156
167.0,167,39.865567
187.0,187,39.986598
206.0,206,40.119544
233.0,233,40.271579
309.0,309,40.4729
254.0,254,40.637859
163.0,163,40.739019
148.0,148,40.832807
159.0,159,40.938043
281.0,281,41.121283
500.0,500,41.449096
500.0,500,41.772291
294.0,294,41.96109
500.0,500,42.293712
500.0,500,42.634372
500.0,500,42.946373
500.0,500,43.273403
500.0,500,43.609345
254.0,254,43.776138
191.0,191,43.902319
500.0,500,44.220646
500.0,500,44.544786
500.0,500,44.87218
425.0,425,45.143517
387.0,387,45.409726
361.0,361,45.651822
304.0,304,45.857611
269.0,269,46.030951
268.0,268,46.204967
212.0,212,46.340542
205.0,205,46.471113
204.0,204,46.60675
197.0,197,46.737845
172.0,172,46.848705
172.0,172,46.95563
180.0,180,47.070583
161.0,161,47.169562
152.0,152,47.266547
152.0,152,47.37109
149.0,149,47.469764
143.0,143,47.565066
150.0,150,47.660184
177.0,177,47.775746
139.0,139,47.861179
142.0,142,47.960393
135.0,135,48.052186
149.0,149,48.14932
139.0,139,48.240593
140.0,140,48.3359
128.0,128,48.420361
151.0,151,48.515356
141.0,141,48.606526
137.0,137,48.68853
124.0,124,48.771118
125.0,125,48.855065
132.0,132,48.939149
132.0,132,49.024585
17.0,17,49.0365
129.0,129,49.123065
135.0,135,49.206999
130.0,130,49.294182
145.0,145,49.385619
132.0,132,49.471956
135.0,135,49.561686
126.0,126,49.645808
129.0,129,49.732718
127.0,127,49.810847
121.0,121,49.888
124.0,124,49.96636
129.0,129,50.045692
127.0,127,50.127716
128.0,128,50.214422
135.0,135,50.300297
139.0,139,50.391779
144.0,144,50.484248
138.0,138,50.575518
157.0,157,50.678893
170.0,170,50.782541
157.0,157,50.887562
173.0,173,50.997904
153.0,153,51.095924
158.0,158,51.199314
167.0,167,51.303754
162.0,162,51.410433
174.0,174,51.525539
206.0,206,51.658653
232.0,232,51.807954
251.0,251,51.968779
370.0,370,52.210793
356.0,356,52.445426
500.0,500,52.773531
500.0,500,53.103072
500.0,500,53.423516
500.0,500,53.746337
500.0,500,54.071548
437.0,437,54.351
500.0,500,54.674478
491.0,491,54.992488
500.0,500,55.310789
348.0,348,55.526814
338.0,338,55.746113
363.0,363,55.982929
500.0,500,56.305388
500.0,500,56.627955
500.0,500,56.943919
500.0,500,57.269878
500.0,500,57.608706
500.0,500,57.926812
500.0,500,58.246207
500.0,500,58.571494
500.0,500,58.89513
500.0,500,59.220083
500.0,500,59.546195
500.0,500,59.863191
500.0,500,60.193781
500.0,500,60.517387
500.0,500,60.845321
500.0,500,61.170896
500.0,500,61.490936
500.0,500,61.807479
500.0,500,62.137231
500.0,500,62.473439
500.0,500,62.800346
500.0,500,63.125862
500.0,500,63.442144
500.0,500,63.770016
500.0,500,64.094297
500.0,500,64.417709
500.0,500,64.740911
500.0,500,65.061009
500.0,500,65.390476
500.0,500,65.712459
500.0,500,69.19753
500.0,500,69.528255
500.0,500,69.851588
35.0,35,69.877218
500.0,500,70.19501
386.0,386,70.449816
38.0,38,70.472665
36.0,36,70.495709
38.0,38,70.524788
38.0,38,70.548875
18.0,18,70.562288
43.0,43,70.591334
42.0,42,70.617136
19.0,19,70.632629
38.0,38,70.655561
17.0,17,70.667442
22.0,22,70.682348
44.0,44,70.710486
41.0,41,70.737655
20.0,20,70.752858
47.0,47,70.780916
18.0,18,70.792588
20.0,20,70.804828
44.0,44,70.833249
43.0,43,70.862847
20.0,20,70.874947
16.0,16,70.885112
18.0,18,70.896935
21.0,21,70.911926
52.0,52,70.948659
44.0,44,70.975208
15.0,15,70.9855
21.0,21,71.000438
25.0,25,71.018928
18.0,18,71.033878
18.0,18,71.044132
17.0,17,71.054614
20.0,20,71.067344
18.0,18,71.07963
51.0,51,71.113476
48.0,48,71.145417
20.0,20,71.160599
20.0,20,71.173298
20.0,20,71.188237
19.0,19,71.200113
15.0,15,71.210185
20.0,20,71.2229
15.0,15,71.231833
20.0,20,71.245725
18.0,18,71.25723
21.0,21,71.272169
18.0,18,71.284336
20.0,20,71.296618
14.0,14,71.306189
17.0,17,71.316256
20.0,20,71.331073
16.0,16,71.339783
17.0,17,71.352058
18.0,18,71.366369
15.0,15,71.373676
15.0,15,71.384722
16.0,16,71.396606
17.0,17,71.407353
20.0,20,71.420708
15.0,15,71.431151
17.0,17,71.440412
16.0,16,71.450766
18.0,18,71.46422
20.0,20,71.477632
17.0,17,71.48992
18.0,18,71.503793
17.0,17,71.515625
56.0,56,71.554449
15.0,15,71.56516
15.0,15,71.573786
18.0,18,71.585963
17.0,17,71.596663
17.0,17,71.605405
13.0,13,71.614616
18.0,18,71.628048
17.0,17,71.63985
17.0,17,71.651232
14.0,14,71.660461
18.0,18,71.672103
18.0,18,71.683438
16.0,16,71.69518
17.0,17,71.707036
17.0,17,71.71997
13.0,13,71.72815
17.0,17,71.740444
17.0,17,71.750867
14.0,14,71.76123
17.0,17,71.77162
19.0,19,71.783514
15.0,15,71.79392
17.0,17,71.804625
12.0,12,71.811821
13.0,13,71.8191
18.0,18,71.830932
19.0,19,71.841228
18.0,18,71.854612
19.0,19,71.866231
17.0,17,71.876552
21.0,21,71.888858
11.0,11,71.896088
16.0,16,71.906336
18.0,18,71.916613
18.0,18,71.927944
17.0,17,71.937639
18.0,18,71.949509
12.0,12,71.957256
13.0,13,71.965941
16.0,16,71.976756
19.0,19,71.989702
17.0,17,72.001393
14.0,14,72.01169
18.0,18,72.023575
14.0,14,72.030684
14.0,14,72.040964
19.0,19,72.053865
20.0,20,72.066781
17.0,17,72.078131
21.0,21,72.090931
15.0,15,72.101701
19.0,19,72.11497
14.0,14,72.122625
15.0,15,72.132698
18.0,18,72.14289
19.0,19,72.157201
20.0,20,72.170651
14.0,14,72.17989
20.0,20,72.193191
14.0,14,72.201942
17.0,17,72.210998
17.0,17,72.22376
18.0,18,72.235005
21.0,21,72.248908
15.0,15,72.258477
19.0,19,72.271776
17.0,17,72.285263
15.0,15,72.295675
17.0,17,72.307534
22.0,22,72.322079
18.0,18,72.334337
21.0,21,72.348343
21.0,21,72.364107
16.0,16,72.374801
25.0,25,72.392065
18.0,18,72.404399
65.0,65,72.451642
19.0,19,72.463559
18.0,18,72.474276
22.0,22,72.487956
61.0,61,72.528401
16.0,16,72.539561
18.0,18,72.551727
63.0,63,72.593297
14.0,14,72.601399
23.0,23,72.61862
71.0,71,72.669692
16.0,16,72.683093
22.0,22,72.697742
16.0,16,72.706944
74.0,74,72.753349
20.0,20,72.766603
20.0,20,72.779314
15.0,15,72.789397
72.0,72,72.83854
20.0,20,72.851421
79.0,79,72.901857
18.0,18,72.913738
16.0,16,72.923478
18.0,18,72.933722
20.0,20,72.947212
16.0,16,72.95677
75.0,75,73.004151
74.0,74,73.051081
18.0,18,73.062874
16.0,16,73.073124
18.0,18,73.08572
81.0,81,73.137809
24.0,24,73.15403
14.0,14,73.162776
83.0,83,73.214097
82.0,82,73.271155
83.0,83,73.322805
500.0,500,73.660498
89.0,89,73.718183
500.0,500,74.041602
500.0,500,74.362556
500.0,500,74.685089
110.0,110,74.757736
110.0,110,74.828834
100.0,100,74.895677
110.0,110,74.968658
113.0,113,75.041489
104.0,104,75.112145
102.0,102,75.18259
105.0,105,75.252396
110.0,110,75.324326
108.0,108,75.390835
112.0,112,75.463762
105.0,105,75.532104
109.0,109,75.597759
101.0,101,75.661478
106.0,106,75.726367
103.0,103,75.791131
108.0,108,75.864711
100.0,100,75.928644
106.0,106,75.996899
100.0,100,76.063188
106.0,106,76.135739
102.0,102,76.197362
105.0,105,76.267626
104.0,104,76.330933
99.0,99,76.400202
110.0,110,76.479457
110.0,110,76.548942
111.0,111,76.6185
107.0,107,76.689669
106.0,106,76.760548
110.0,110,76.832855
101.0,101,76.897306
107.0,107,76.965672
106.0,106,77.033022
113.0,113,77.103189
105.0,105,77.170883
105.0,105,77.236559
109.0,109,77.31288
103.0,103,77.381537
111.0,111,77.457247
101.0,101,77.523014
104.0,104,77.596391
95.0,95,77.65849
102.0,102,77.723184
104.0,104,77.790206
110.0,110,77.862872
108.0,108,77.935576
109.0,109,78.007051
104.0,104,78.072057
100.0,100,78.135452
102.0,102,78.203527
102.0,102,78.269673
103.0,103,78.3374
115.0,115,78.408643
112.0,112,78.479397
102.0,102,78.553062
106.0,106,78.619202
98.0,98,78.683295
114.0,114,78.754135
110.0,110,78.830966
108.0,108,78.896738
99.0,99,78.962209
108.0,108,79.029697
109.0,109,79.104949
111.0,111,79.174996
102.0,102,79.237894
110.0,110,79.309562
106.0,106,79.374404
98.0,98,79.438043
107.0,107,79.507064
108.0,108,79.580205
103.0,103,79.652353
111.0,111,79.724801
109.0,109,79.794071
100.0,100,79.860571
105.0,105,79.927162
107.0,107,79.999518
107.0,107,80.071316
115.0,115,80.152405
110.0,110,80.222238
115.0,115,80.29873
109.0,109,80.36965
111.0,111,80.442976
116.0,116,80.516497
121.0,121,80.594463
111.0,111,80.663364
105.0,105,80.728603
121.0,121,80.803217
106.0,106,80.87528
118.0,118,80.95203
118.0,118,81.026974
113.0,113,81.099267
109.0,109,81.169641
119.0,119,81.252891
120.0,120,81.328743
120.0,120,81.404712
114.0,114,81.476672
122.0,122,81.555146
118.0,118,81.628362
117.0,117,81.705827
126.0,126,81.787526
116.0,116,81.865235
139.0,139,81.958459
115.0,115,82.033697
128.0,128,82.11428
119.0,119,82.188689
118.0,118,82.269353
131.0,131,82.356055
114.0,114,82.424408
130.0,130,82.511525
134.0,134,82.597883
145.0,145,82.68771
134.0,134,82.772986
151.0,151,82.865591
161.0,161,82.969189
144.0,144,83.061645
156.0,156,83.162203
170.0,170,83.280725
158.0,158,83.382132
167.0,167,83.497563
435.0,435,83.784027
174.0,174,83.89361
150.0,150,83.991269
167.0,167,84.100491
170.0,170,84.215278
220.0,220,84.357353
210.0,210,84.494312
143.0,143,84.591328
155.0,155,84.691751
185.0,185,84.811236
149.0,149,84.907541
192.0,192,85.02429
171.0,171,85.136557
161.0,161,85.241089
178.0,178,85.352699
165.0,165,85.456803
164.0,164,85.564599
154.0,154,85.662979
170.0,170,85.770531
153.0,153,85.87039
162.0,162,85.972938
124.0,124,86.054151
162.0,162,86.156699
153.0,153,86.255101
159.0,159,86.358823
157.0,157,86.458454
149.0,149,86.552343
162.0,162,86.658438
155.0,155,86.761423
154.0,154,86.859318
161.0,161,86.963703
164.0,164,87.067545
158.0,158,87.168233
167.0,167,87.27914
156.0,156,87.377433
165.0,165,87.489932
153.0,153,87.591527
154.0,154,87.697198
159.0,159,87.801869
151.0,151,87.896214
165.0,165,88.009365
194.0,194,88.133871
196.0,196,88.258428
177.0,177,88.380023
171.0,171,88.485506
178.0,178,88.600274
186.0,186,88.721542
200.0,200,88.862686
185.0,185,88.987867
193.0,193,89.109511
185.0,185,89.231565
174.0,174,89.346467
174.0,174,89.456336
202.0,202,89.583077
176.0,176,89.696615
191.0,191,89.821291
204.0,204,89.955162
205.0,205,90.095086
199.0,199,90.220124
197.0,197,90.355092
211.0,211,90.495141
206.0,206,90.629039
273.0,273,90.81067
245.0,245,90.965983
272.0,272,91.138782
416.0,416,91.409881
500.0,500,91.733927
500.0,500,92.06917
500.0,500,92.396011
500.0,500,92.719261
500.0,500,93.050467
500.0,500,93.366109
500.0,500,93.694883
500.0,500,94.022276
500.0,500,94.358456
500.0,500,94.676684
500.0,500,95.000818
500.0,500,95.324024
500.0,500,95.653111
500.0,500,95.977767
500.0,500,96.301425
500.0,500,96.638851
500.0,500,96.95918
500.0,500,97.28731
500.0,500,97.626379
500.0,500,97.960529
500.0,500,98.290588
500.0,500,98.619694
500.0,500,98.954503
500.0,500,99.293148
500.0,500,99.615153
500.0,500,99.93561
461.0,461,100.242525
500.0,500,100.567097
500.0,500,100.888156
500.0,500,101.202178
500.0,500,104.630929
500.0,500,104.962428
500.0,500,105.281607
500.0,500,105.609219
500.0,500,105.930548
500.0,500,106.253839
500.0,500,106.580292
500.0,500,106.896786
500.0,500,107.220103
500.0,500,107.555399
500.0,500,107.880785
500.0,500,108.20109
500.0,500,108.534155
500.0,500,108.854458
500.0,500,109.167892
500.0,500,109.489164
500.0,500,109.813381
274.0,274,109.985373
360.0,360,110.21343
11.0,11,110.22048
13.0,13,110.228192
305.0,305,110.415577
217.0,217,110.558984
128.0,128,110.640058
59.0,59,110.676372
129.0,129,110.759822
65.0,65,110.803766
57.0,57,110.837717
58.0,58,110.874804
201.0,201,111.004823
187.0,187,111.126984
469.0,469,111.424266
216.0,216,111.569278
84.0,84,111.620398
80.0,80,111.672348
79.0,79,111.722675
80.0,80,111.774234
82.0,82,111.825756
81.0,81,111.876263
107.0,107,111.946214
104.0,104,112.014851
121.0,121,112.093908
132.0,132,112.180204
131.0,131,112.265757
126.0,126,112.349851
136.0,136,112.437548
138.0,138,112.520573
159.0,159,112.632631
153.0,153,112.733578
161.0,161,112.836
119.0,119,112.91744
125.0,125,113.000032
116.0,116,113.075778
130.0,130,113.1611
126.0,126,113.240606
114.0,114,113.313634
107.0,107,113.382007
111.0,111,113.451331
128.0,128,113.534681
116.0,116,113.607071
108.0,108,113.67506
122.0,122,113.754746
116.0,116,113.828519
118.0,118,113.904607
121.0,121,113.982798
130.0,130,114.067427
132.0,132,114.163795
122.0,122,114.242169
122.0,122,114.325005
123.0,123,114.406386
115.0,115,114.478016
115.0,115,114.554251
129.0,129,114.640014
133.0,133,114.730888
120.0,120,114.80477
116.0,116,114.877398
108.0,108,114.946711
114.0,114,115.019284
120.0,120,115.102184
108.0,108,115.171387
127.0,127,115.254937
119.0,119,115.338852
108.0,108,115.413445
131.0,131,115.495095
118.0,118,115.571055
117.0,117,115.645168
116.0,116,115.71724
111.0,111,115.787188
106.0,106,115.854647
111.0,111,115.928451
112.0,112,115.996963
121.0,121,116.074058
118.0,118,116.153287
114.0,114,116.227283
117.0,117,116.300621
105.0,105,116.368712
105.0,105,116.433289
106.0,106,116.504589
122.0,122,116.581185
102.0,102,116.65018
101.0,101,116.715109
105.0,105,116.782756
114.0,114,116.857126
101.0,101,116.91849
101.0,101,116.97971
116.0,116,117.05344
118.0,118,117.130389
124.0,124,117.211811
113.0,113,117.286929
120.0,120,117.366468
102.0,102,117.436233
117.0,117,117.510236
127.0,127,117.597124
119.0,119,117.671778
120.0,120,117.751163
118.0,118,117.828329
127.0,127,117.922676
109.0,109,117.994052
119.0,119,118.071852
113.0,113,118.144052
128.0,128,118.226771
116.0,116,118.306073
120.0,120,118.38772
110.0,110,118.454937
116.0,116,118.531177
117.0,117,118.611962
106.0,106,118.67663
105.0,105,118.743291
105.0,105,118.8108
119.0,119,118.882266
116.0,116,118.960749
102.0,102,119.027202
113.0,113,119.100737
104.0,104,119.165852
106.0,106,119.237477
98.0,98,119.296144
103.0,103,119.364116
103.0,103,119.430669
106.0,106,119.503754
104.0,104,119.571148
11.0,11,119.579722
