#{"t_start": 1759322566.9617226, "env_id": "CartPole-v1"}
r,l,t
95.0,95,119.640408
13.0,13,119.649183
101.0,101,119.711275
99.0,99,119.774374
95.0,95,119.836683
12.0,12,119.843788
108.0,108,119.912269
105.0,105,119.979877
104.0,104,120.048868
103.0,103,120.116745
12.0,12,120.125344
104.0,104,120.19601
102.0,102,120.261516
105.0,105,120.326835
104.0,104,120.400369
103.0,103,120.463383
110.0,110,120.536494
107.0,107,120.605935
103.0,103,120.670719
115.0,115,120.743776
107.0,107,120.811798
110.0,110,120.88014
112.0,112,120.951739
111.0,111,121.029054
117.0,117,121.099654
115.0,115,121.173711
117.0,117,121.250579
115.0,115,121.330792
124.0,124,121.407185
120.0,120,121.482452
127.0,127,121.567775
134.0,134,121.656331
136.0,136,121.741944
143.0,143,121.83386
137.0,137,121.918532
135.0,135,122.012853
116.0,116,122.087398
127.0,127,122.170803
122.0,122,122.250636
129.0,129,122.342149
119.0,119,122.416538
132.0,132,122.50395
113.0,113,122.580047
110.0,110,122.651316
106.0,106,122.715793
103.0,103,122.786887
105.0,105,122.853393
110.0,110,122.925768
104.0,104,122.993612
105.0,105,123.058621
10.0,10,123.065824
100.0,100,123.133509
98.0,98,123.198127
107.0,107,123.27531
109.0,109,123.347665
105.0,105,123.418007
100.0,100,123.483987
106.0,106,123.554489
110.0,110,123.624946
106.0,106,123.697155
106.0,106,123.764159
109.0,109,123.837427
108.0,108,123.905332
122.0,122,123.985544
125.0,125,124.06977
154.0,154,124.167754
136.0,136,124.252209
126.0,126,124.336437
152.0,152,124.430753
111.0,111,124.50656
129.0,129,124.590345
156.0,156,124.692982
118.0,118,124.766814
121.0,121,124.839756
126.0,126,124.922036
138.0,138,125.014596
135.0,135,125.099214
149.0,149,125.193754
138.0,138,125.288072
133.0,133,125.377116
124.0,124,125.455745
135.0,135,125.53742
121.0,121,125.616016
112.0,112,125.688813
114.0,114,125.762578
109.0,109,125.833288
114.0,114,125.910795
113.0,113,125.983925
116.0,116,126.058518
116.0,116,126.131893
116.0,116,126.209585
107.0,107,126.296624
107.0,107,126.389293
108.0,108,126.474797
100.0,100,126.55422
110.0,110,126.63719
114.0,114,126.715282
114.0,114,126.796177
117.0,117,126.896483
110.0,110,126.97691
117.0,117,127.057165
139.0,139,127.149727
140.0,140,127.236934
139.0,139,127.339375
217.0,217,127.480211
313.0,313,127.683409
243.0,243,127.849973
113.0,113,127.925882
141.0,141,128.023119
93.0,93,128.084048
135.0,135,128.169618
124.0,124,128.249789
128.0,128,128.329683
181.0,181,128.444146
116.0,116,128.517096
116.0,116,128.589646
123.0,123,128.669986
112.0,112,128.743931
110.0,110,128.815131
102.0,102,128.879477
159.0,159,128.992164
176.0,176,129.101676
122.0,122,129.184808
119.0,119,129.258921
125.0,125,129.341231
141.0,141,129.43524
122.0,122,129.513087
106.0,106,129.579107
120.0,120,129.661624
106.0,106,129.738086
117.0,117,129.81009
108.0,108,129.876933
107.0,107,129.950485
108.0,108,130.023173
71.0,71,130.071918
110.0,110,130.144794
107.0,107,130.21526
126.0,126,130.292791
110.0,110,130.363838
114.0,114,130.433263
124.0,124,130.511903
107.0,107,130.583542
172.0,172,130.70049
117.0,117,130.781159
410.0,410,131.045429
500.0,500,131.367119
500.0,500,131.688108
500.0,500,132.026056
500.0,500,132.352034
117.0,117,132.430866
500.0,500,132.764527
500.0,500,133.340047
500.0,500,133.683785
500.0,500,134.021762
500.0,500,134.341044
500.0,500,134.668816
500.0,500,134.996217
474.0,474,135.310223
500.0,500,135.629304
500.0,500,135.966642
500.0,500,136.286204
500.0,500,136.605445
314.0,314,136.805946
109.0,109,136.874207
105.0,105,136.940335
205.0,205,137.072257
336.0,336,137.295488
500.0,500,140.70995
148.0,148,140.805379
173.0,173,140.915169
351.0,351,141.14352
249.0,249,141.301368
211.0,211,141.434674
485.0,485,141.760139
386.0,386,142.017714
161.0,161,142.12342
231.0,231,142.269083
452.0,452,142.561627
158.0,158,142.663804
76.0,76,142.713412
340.0,340,142.93753
462.0,462,143.244114
225.0,225,143.391854
205.0,205,143.518823
500.0,500,143.839309
500.0,500,144.15768
408.0,408,144.42405
335.0,335,144.638774
364.0,364,144.86573
381.0,381,145.105584
441.0,441,145.390271
500.0,500,145.708218
420.0,420,145.983163
428.0,428,146.258303
189.0,189,146.376184
500.0,500,146.701903
500.0,500,147.030294
381.0,381,147.283298
445.0,445,147.573046
500.0,500,147.906011
466.0,466,148.214377
235.0,235,148.3725
500.0,500,148.69733
227.0,227,148.850968
500.0,500,149.171231
500.0,500,149.496414
500.0,500,149.835159
500.0,500,150.176252
500.0,500,150.501757
500.0,500,150.8236
500.0,500,151.149441
500.0,500,151.471976
500.0,500,151.791432
500.0,500,152.116059
500.0,500,152.441602
500.0,500,152.76534
500.0,500,153.088051
500.0,500,153.402794
500.0,500,153.736276
500.0,500,154.076596
500.0,500,154.405824
500.0,500,154.724656
500.0,500,155.049373
449.0,449,155.340026
237.0,237,155.495803
204.0,204,155.629775
176.0,176,155.74328
126.0,126,155.823816
17.0,17,155.835116
169.0,169,155.945341
13.0,13,155.954533
249.0,249,156.105571
18.0,18,156.117176
12.0,12,156.124871
15.0,15,156.136199
133.0,133,156.219465
15.0,15,156.228217
20.0,20,156.242193
18.0,18,156.254251
20.0,20,156.267553
16.0,16,156.279306
13.0,13,156.288075
15.0,15,156.298861
19.0,19,156.309888
17.0,17,156.323278
14.0,14,156.333115
15.0,15,156.344374
15.0,15,156.354669
110.0,110,156.424705
16.0,16,156.435417
10.0,10,156.442649
16.0,16,156.454989
12.0,12,156.463772
15.0,15,156.473986
18.0,18,156.486231
15.0,15,156.498663
17.0,17,156.508845
16.0,16,156.518942
13.0,13,156.530514
13.0,13,156.538686
12.0,12,156.546356
12.0,12,156.554124
12.0,12,156.561221
14.0,14,156.570841
15.0,15,156.581985
13.0,13,156.59119
12.0,12,156.598957
13.0,13,156.607553
14.0,14,156.617147
12.0,12,156.62485
15.0,15,156.633649
14.0,14,156.642701
15.0,15,156.652484
12.0,12,156.660226
14.0,14,156.667906
14.0,14,156.677646
17.0,17,156.689756
14.0,14,156.696956
20.0,20,156.709836
12.0,12,156.717386
17.0,17,156.728591
16.0,16,156.739695
20.0,20,156.751522
14.0,14,156.758745
13.0,13,156.766492
15.0,15,156.77674
12.0,12,156.782889
18.0,18,156.795626
14.0,14,156.803685
12.0,12,156.810821
13.0,13,156.819586
13.0,13,156.828137
14.0,14,156.83692
12.0,12,156.846145
20.0,20,156.857845
14.0,14,156.867519
15.0,15,156.875202
15.0,15,156.885532
12.0,12,156.893841
13.0,13,156.902495
16.0,16,156.912072
14.0,14,156.921715
12.0,12,156.928448
20.0,20,156.940161
19.0,19,156.953561
16.0,16,156.963882
17.0,17,156.975565
16.0,16,156.984762
15.0,15,156.994982
18.0,18,157.005686
20.0,20,157.018046
15.0,15,157.028443
17.0,17,157.038013
362.0,362,157.27275
168.0,168,157.380915
196.0,196,157.505383
26.0,26,157.521719
174.0,174,157.635912
98.0,98,157.703469
202.0,202,157.831995
115.0,115,157.90521
113.0,113,157.982653
500.0,500,158.320568
500.0,500,158.648343
222.0,222,158.787708
109.0,109,158.854867
105.0,105,158.923792
103.0,103,158.98715
122.0,122,159.068411
112.0,112,159.142913
183.0,183,159.265419
168.0,168,159.377009
240.0,240,159.537459
500.0,500,159.865818
500.0,500,160.197479
500.0,500,160.521305
500.0,500,160.848378
500.0,500,161.162916
500.0,500,161.510189
500.0,500,161.83237
500.0,500,162.154979
500.0,500,162.473051
316.0,316,162.679884
117.0,117,162.752031
107.0,107,162.820553
117.0,117,162.901276
117.0,117,162.97853
113.0,113,163.050321
108.0,108,163.120542
118.0,118,163.200156
111.0,111,163.269298
117.0,117,163.345308
105.0,105,163.415618
126.0,126,163.501682
115.0,115,163.573436
124.0,124,163.656344
121.0,121,163.733698
500.0,500,164.053779
500.0,500,164.375217
500.0,500,164.694362
500.0,500,165.016825
500.0,500,165.346867
146.0,146,165.437381
173.0,173,165.556311
178.0,178,165.676242
151.0,151,165.772027
178.0,178,165.882241
144.0,144,165.974036
166.0,166,166.082571
194.0,194,166.209102
187.0,187,166.331109
391.0,391,166.58197
500.0,500,166.901881
417.0,417,167.168188
264.0,264,167.341041
469.0,469,167.649007
500.0,500,167.966913
500.0,500,168.298294
370.0,370,168.528275
193.0,193,168.654598
222.0,222,168.798493
182.0,182,168.917924
296.0,296,169.108759
172.0,172,169.217019
171.0,171,169.328466
156.0,156,169.429036
168.0,168,169.536222
147.0,147,169.633808
141.0,141,169.730889
128.0,128,169.814529
134.0,134,169.899506
407.0,407,170.169039
122.0,122,170.242835
143.0,143,170.334386
230.0,230,170.482424
194.0,194,170.604586
200.0,200,170.729431
500.0,500,171.048139
500.0,500,171.371958
500.0,500,171.699358
500.0,500,172.025057
500.0,500,172.351296
500.0,500,172.67815
500.0,500,173.015086
500.0,500,176.411532
500.0,500,176.738441
500.0,500,177.060048
500.0,500,177.379928
500.0,500,177.70474
500.0,500,178.031041
500.0,500,178.371473
500.0,500,178.70628
500.0,500,179.031106
500.0,500,179.387966
500.0,500,179.75387
500.0,500,180.154495
500.0,500,180.490641
500.0,500,180.822472
500.0,500,181.155093
500.0,500,181.483169
500.0,500,181.809598
500.0,500,182.135392
500.0,500,182.470433
500.0,500,182.794109
500.0,500,183.117341
500.0,500,183.432008
500.0,500,183.76007
500.0,500,184.08179
500.0,500,184.39843
500.0,500,184.717963
500.0,500,185.041797
500.0,500,185.374926
500.0,500,185.696799
500.0,500,186.015295
500.0,500,186.389689
500.0,500,186.737882
500.0,500,187.059405
500.0,500,187.39817
271.0,271,187.576145
215.0,215,187.723617
139.0,139,187.813502
181.0,181,187.936411
368.0,368,188.178545
500.0,500,188.514781
500.0,500,188.844447
500.0,500,189.167647
500.0,500,189.488607
500.0,500,189.808146
500.0,500,190.145078
500.0,500,190.456931
73.0,73,190.502782
500.0,500,190.825553
82.0,82,190.880683
500.0,500,191.215518
500.0,500,191.531675
500.0,500,191.865034
500.0,500,192.194892
500.0,500,192.518507
340.0,340,192.752977
500.0,500,193.076485
500.0,500,193.402791
500.0,500,193.728215
181.0,181,193.847795
141.0,141,193.944476
146.0,146,194.035828
135.0,135,194.127074
139.0,139,194.218227
121.0,121,194.299812
126.0,126,194.38387
120.0,120,194.45811
122.0,122,194.534297
109.0,109,194.602476
103.0,103,194.66875
128.0,128,194.751888
109.0,109,194.818249
119.0,119,194.901245
105.0,105,194.971415
105.0,105,195.038742
114.0,114,195.111147
111.0,111,195.185204
106.0,106,195.251716
107.0,107,195.32118
151.0,151,195.421467
108.0,108,195.488671
127.0,127,195.573086
176.0,176,195.689894
115.0,115,195.760968
124.0,124,195.840166
128.0,128,195.920711
109.0,109,195.99328
144.0,144,196.096083
112.0,112,196.164485
107.0,107,196.232029
106.0,106,196.304304
105.0,105,196.375024
107.0,107,196.442864
126.0,126,196.525109
110.0,110,196.593164
137.0,137,196.683676
146.0,146,196.779732
134.0,134,196.86674
500.0,500,197.194846
500.0,500,197.527657
348.0,348,197.76373
247.0,247,197.925969
187.0,187,198.048058
460.0,460,198.345026
105.0,105,198.418575
113.0,113,198.49982
92.0,92,198.558165
101.0,101,198.623013
90.0,90,198.683661
96.0,96,198.744047
99.0,99,198.805578
97.0,97,198.866739
99.0,99,198.931457
98.0,98,199.006686
100.0,100,199.088655
101.0,101,199.165979
107.0,107,199.248094
129.0,129,199.343782
169.0,169,199.460731
112.0,112,199.538508
108.0,108,199.614476
93.0,93,199.671204
124.0,124,199.760712
165.0,165,199.870235
88.0,88,199.935252
103.0,103,200.017612
138.0,138,200.102577
139.0,139,200.195285
127.0,127,200.283402
95.0,95,200.345634
149.0,149,200.445859
285.0,285,200.633438
149.0,149,200.733488
213.0,213,200.874623
128.0,128,200.959393
219.0,219,201.098207
209.0,209,201.236352
402.0,402,201.50181
127.0,127,201.586426
488.0,488,201.901695
433.0,433,202.176167
237.0,237,202.329939
189.0,189,202.450056
159.0,159,202.557832
169.0,169,202.668212
156.0,156,202.773484
182.0,182,202.886619
500.0,500,203.222269
220.0,220,203.363491
192.0,192,203.480337
322.0,322,203.691429
500.0,500,204.020892
401.0,401,204.276224
177.0,177,204.388441
500.0,500,204.724695
386.0,386,204.978174
120.0,120,205.056919
500.0,500,205.385218
500.0,500,205.710413
500.0,500,206.038959
145.0,145,206.135408
500.0,500,206.467572
500.0,500,206.800166
500.0,500,207.130653
500.0,500,207.472183
500.0,500,207.801342
500.0,500,208.129613
500.0,500,208.471812
500.0,500,208.804225
500.0,500,209.131876
500.0,500,212.120456
500.0,500,212.458434
500.0,500,212.800283
500.0,500,213.133004
500.0,500,213.46078
500.0,500,213.784913
500.0,500,214.103657
500.0,500,214.437603
500.0,500,214.761994
500.0,500,215.093723
500.0,500,215.432251
500.0,500,215.759952
500.0,500,216.082465
500.0,500,216.421643
500.0,500,216.739215
500.0,500,217.066153
500.0,500,217.393904
184.0,184,217.509799
500.0,500,217.834117
425.0,425,218.107168
215.0,215,218.255006
240.0,240,218.41462
208.0,208,218.559177
225.0,225,218.708868
210.0,210,218.843378
228.0,228,218.996069
246.0,246,219.148024
180.0,180,219.265623
331.0,331,219.480403
209.0,209,219.619087
190.0,190,219.739638
189.0,189,219.858559
235.0,235,220.009297
208.0,208,220.145199
192.0,192,220.268515
273.0,273,220.443763
237.0,237,220.599932
328.0,328,220.809397
218.0,218,220.950194
430.0,430,221.228063
180.0,180,221.359504
337.0,337,221.585983
55.0,55,221.620837
218.0,218,221.763426
414.0,414,222.038636
14.0,14,222.048754
213.0,213,222.197569
183.0,183,222.317571
10.0,10,222.322735
13.0,13,222.332022
29.0,29,222.352379
201.0,201,222.481981
34.0,34,222.502549
10.0,10,222.511167
12.0,12,222.519934
34.0,34,222.542415
38.0,38,222.566338
10.0,10,222.57259
12.0,12,222.58014
155.0,155,222.681514
13.0,13,222.689647
32.0,32,222.710765
11.0,11,222.720043
10.0,10,222.727866
12.0,12,222.736493
12.0,12,222.743594
153.0,153,222.845122
9.0,9,222.849651
32.0,32,222.871428
10.0,10,222.878548
10.0,10,222.884087
11.0,11,222.891144
159.0,159,222.99614
11.0,11,223.001764
9.0,9,223.008854
10.0,10,223.013458
9.0,9,223.020688
11.0,11,223.028925
11.0,11,223.037033
11.0,11,223.043569
10.0,10,223.049739
11.0,11,223.058968
500.0,500,223.380609
500.0,500,223.72614
500.0,500,224.051955
500.0,500,224.38911
500.0,500,224.72712
500.0,500,225.087991
500.0,500,225.431365
500.0,500,225.793821
500.0,500,226.136961
500.0,500,226.465333
334.0,334,226.683162
27.0,27,226.701836
70.0,70,226.748902
96.0,96,226.809615
45.0,45,226.837644
46.0,46,226.86798
25.0,25,226.882887
26.0,26,226.899296
36.0,36,226.921862
9.0,9,226.926912
76.0,76,226.978117
40.0,40,227.004292
38.0,38,227.029349
11.0,11,227.035524
62.0,62,227.0751
9.0,9,227.081231
9.0,9,227.088097
36.0,36,227.11277
35.0,35,227.134774
40.0,40,227.162096
23.0,23,227.17855
21.0,21,227.190491
37.0,37,227.215684
22.0,22,227.228484
20.0,20,227.240585
10.0,10,227.24847
15.0,15,227.257603
10.0,10,227.263248
26.0,26,227.27916
26.0,26,227.295486
27.0,27,227.313522
25.0,25,227.329962
24.0,24,227.347186
23.0,23,227.360388
25.0,25,227.377216
27.0,27,227.394116
25.0,25,227.409045
26.0,26,227.423928
27.0,27,227.441962
23.0,23,227.456285
10.0,10,227.463509
24.0,24,227.477967
10.0,10,227.487243
12.0,12,227.495951
24.0,24,227.513001
29.0,29,227.531865
25.0,25,227.548419
10.0,10,227.557
22.0,22,227.570298
25.0,25,227.589992
25.0,25,227.607352
22.0,22,227.621624
28.0,28,227.638155
13.0,13,227.648484
24.0,24,227.666373
25.0,25,227.684735
10.0,10,227.68926
11.0,11,227.697371
11.0,11,227.704417
11.0,11,227.711771
26.0,26,227.726922
10.0,10,227.734616
11.0,11,227.74032
26.0,26,227.760078
27.0,27,227.779276
9.0,9,227.785402
10.0,10,227.791137
10.0,10,227.800335
10.0,10,227.806478
10.0,10,227.8153
10.0,10,227.82134
25.0,25,227.839305
12.0,12,227.84552
10.0,10,227.852609
9.0,9,227.858754
9.0,9,227.865993
10.0,10,227.872139
10.0,10,227.881425
10.0,10,227.887009
9.0,9,227.891594
10.0,10,227.898744
9.0,9,227.904281
10.0,10,227.911437
9.0,9,227.91713
10.0,10,227.923278
10.0,10,227.930474
10.0,10,227.935095
10.0,10,227.943392
10.0,10,227.949838
10.0,10,227.956995
10.0,10,227.963679
10.0,10,227.970212
10.0,10,227.976329
9.0,9,227.983895
10.0,10,227.98993
10.0,10,227.997107
9.0,9,228.003253
10.0,10,228.009552
10.0,10,228.017612
10.0,10,228.022138
9.0,9,228.030025
10.0,10,228.034628
10.0,10,228.042681
10.0,10,228.048005
8.0,8,228.053547
10.0,10,228.059701
10.0,10,228.065796
9.0,9,228.071911
9.0,9,228.079662
10.0,10,228.086959
10.0,10,228.094676
9.0,9,228.10036
10.0,10,228.106488
9.0,9,228.113724
8.0,8,228.117867
10.0,10,228.124007
10.0,10,228.131211
9.0,9,228.137362
10.0,10,228.144592
9.0,9,228.15076
12.0,12,228.158448
9.0,9,228.162615
10.0,10,228.16873
9.0,9,228.177953
9.0,9,228.182479
10.0,10,228.188005
9.0,9,228.194075
10.0,10,228.200224
10.0,10,228.207971
10.0,10,228.215081
10.0,10,228.222203
10.0,10,228.228988
9.0,9,228.234161
10.0,10,228.241917
8.0,8,228.24595
9.0,9,228.252136
10.0,10,228.262534
10.0,10,228.271859
9.0,9,228.27744
10.0,10,228.283597
9.0,9,228.289777
10.0,10,228.297318
9.0,9,228.303447
10.0,10,228.31015
11.0,11,228.317347
9.0,9,228.323532
9.0,9,228.332653
10.0,10,228.338905
8.0,8,228.344502
10.0,10,228.35283
8.0,8,228.358929
10.0,10,228.364621
10.0,10,228.372969
10.0,10,228.379023
8.0,8,228.384607
11.0,11,228.393695
10.0,10,228.400705
8.0,8,228.40654
12.0,12,228.414715
9.0,9,228.421926
9.0,9,228.42762
10.0,10,228.433711
9.0,9,228.44077
10.0,10,228.446462
10.0,10,228.452624
9.0,9,228.458345
10.0,10,228.464465
9.0,9,228.471803
11.0,11,228.47742
10.0,10,228.486643
9.0,9,228.492849
12.0,12,228.50117
8.0,8,228.506907
9.0,9,228.513953
10.0,10,228.52268
9.0,9,228.528821
8.0,8,228.535494
9.0,9,228.541072
10.0,10,228.55021
9.0,9,228.555824
9.0,9,228.561853
10.0,10,228.570466
10.0,10,228.575569
10.0,10,228.583143
10.0,10,228.589296
9.0,9,228.598043
9.0,9,228.603249
10.0,10,228.608839
10.0,10,228.616097
12.0,12,228.625312
9.0,9,228.631018
10.0,10,228.638802
9.0,9,228.645973
10.0,10,228.652787
10.0,10,228.660974
11.0,11,228.66935
9.0,9,228.675918
10.0,10,228.68199
9.0,9,228.689715
10.0,10,228.696991
10.0,10,228.704476
10.0,10,228.710621
9.0,9,228.716154
10.0,10,228.722687
10.0,10,228.728324
10.0,10,228.736155
11.0,11,228.742522
10.0,10,228.749627
9.0,9,228.755279
10.0,10,228.76143
9.0,9,228.766637
9.0,9,228.772674
10.0,10,228.779217
10.0,10,228.784828
10.0,10,228.792394
8.0,8,228.79794
10.0,10,228.804065
10.0,10,228.811164
10.0,10,228.818423
10.0,10,228.826067
10.0,10,228.832748
11.0,11,228.839577
8.0,8,228.844187
9.0,9,228.849875
10.0,10,228.859078
9.0,9,228.864769
9.0,9,228.871459
9.0,9,228.877584
9.0,9,228.883774
9.0,9,228.889903
9.0,9,228.897051
10.0,10,228.904631
10.0,10,228.910688
9.0,9,228.917869
10.0,10,228.925589
9.0,9,228.929746
9.0,9,228.937465
8.0,8,228.943517
10.0,10,228.949163
9.0,9,228.953771
11.0,11,228.96146
10.0,10,228.969193
9.0,9,228.976243
10.0,10,228.980783
9.0,9,228.987904
10.0,10,228.992489
10.0,10,229.000266
9.0,9,229.004412
10.0,10,229.010574
9.0,9,229.016716
10.0,10,229.022395
9.0,9,229.028518
8.0,8,229.033683
10.0,10,229.040791
11.0,11,229.047839
9.0,9,229.05298
9.0,9,229.059023
8.0,8,229.065203
9.0,9,229.071295
9.0,9,229.079359
10.0,10,229.085959
11.0,11,229.092552
11.0,11,229.101204
9.0,9,229.105728
8.0,8,229.111254
9.0,9,229.115402
10.0,10,229.123123
10.0,10,229.127715
11.0,11,229.136451
9.0,9,229.141485
11.0,11,229.147559
11.0,11,229.155217
9.0,9,229.161423
8.0,8,229.166965
11.0,11,229.174025
11.0,11,229.180166
10.0,10,229.186299
9.0,9,229.191978
9.0,9,229.199697
12.0,12,229.208478
10.0,10,229.214597
9.0,9,229.219167
11.0,11,229.228536
10.0,10,229.233613
9.0,9,229.240684
11.0,11,229.245291
10.0,10,229.252533
9.0,9,229.257151
11.0,11,229.265416
11.0,11,229.27148
9.0,9,229.27608
8.0,8,229.282224
11.0,11,229.289456
11.0,11,229.295179
9.0,9,229.300762
10.0,10,229.306916
10.0,10,229.315665
11.0,11,229.321807
9.0,9,229.328574
9.0,9,229.334104
10.0,10,229.33914
10.0,10,229.34622
9.0,9,229.351341
9.0,9,229.359511
11.0,11,229.366235
11.0,11,229.372361
11.0,11,229.381151
10.0,10,229.385781
11.0,11,229.394661
11.0,11,229.402375
9.0,9,229.408007
8.0,8,229.413043
10.0,10,229.418577
9.0,9,229.424642
11.0,11,229.430859
10.0,10,229.437903
9.0,9,229.443778
13.0,13,229.452975
10.0,10,229.461783
9.0,9,229.467332
8.0,8,229.471352
10.0,10,229.479028
10.0,10,229.484758
10.0,10,229.490928
11.0,11,229.497227
10.0,10,229.504466
9.0,9,229.510614
10.0,10,229.517689
11.0,11,229.523809
10.0,10,229.532456
10.0,10,229.537985
11.0,11,229.544522
12.0,12,229.552645
12.0,12,229.559727
10.0,10,229.566816
10.0,10,229.571432
10.0,10,229.579597
11.0,11,229.585653
9.0,9,229.59322
10.0,10,229.598829
10.0,10,229.608034
11.0,11,229.613738
10.0,10,229.623007
10.0,10,229.628653
10.0,10,229.635222
11.0,11,229.643472
11.0,11,229.649646
11.0,11,229.657564
9.0,9,229.663181
12.0,12,229.670892
12.0,12,229.678122
10.0,10,229.685779
12.0,12,229.694645
12.0,12,229.70172
12.0,12,229.710345
12.0,12,229.716453
10.0,10,229.722146
12.0,12,229.730882
12.0,12,229.738129
11.0,11,229.744304
13.0,13,229.753107
12.0,12,229.760391
11.0,11,229.76762
10.0,10,229.775357
12.0,12,229.78254
11.0,11,229.788678
13.0,13,229.798252
12.0,12,229.805432
11.0,11,229.811586
12.0,12,229.819954
11.0,11,229.829708
11.0,11,229.83735
13.0,13,229.844966
12.0,12,229.855193
12.0,12,229.862506
12.0,12,229.870175
14.0,14,229.879401
13.0,13,229.887089
11.0,11,229.895709
13.0,13,229.903388
13.0,13,229.910779
13.0,13,229.918469
13.0,13,229.929242
15.0,15,229.937306
11.0,11,229.945438
14.0,14,229.954994
13.0,13,229.96311
14.0,14,229.971279
15.0,15,229.980869
11.0,11,229.988091
14.0,14,229.996173
13.0,13,230.005267
14.0,14,230.012975
12.0,12,230.021858
12.0,12,230.029469
13.0,13,230.036551
15.0,15,230.046815
16.0,16,230.05728
12.0,12,230.064372
15.0,15,230.07342
13.0,13,230.082005
15.0,15,230.092802
14.0,14,230.100079
14.0,14,230.111953
16.0,16,230.122776
14.0,14,230.132497
14.0,14,230.142286
11.0,11,230.14936
15.0,15,230.157947
15.0,15,230.166612
16.0,16,230.176912
16.0,16,230.188277
15.0,15,230.19648
13.0,13,230.205229
14.0,14,230.216025
13.0,13,230.223782
13.0,13,230.231473
14.0,14,230.241756
14.0,14,230.251247
14.0,14,230.261985
15.0,15,230.27161
14.0,14,230.280171
17.0,17,230.292819
16.0,16,230.303416
14.0,14,230.312649
16.0,16,230.321943
12.0,12,230.330497
14.0,14,230.338083
17.0,17,230.349254
13.0,13,230.358376
13.0,13,230.365623
18.0,18,230.376745
18.0,18,230.389046
14.0,14,230.395483
16.0,16,230.405736
17.0,17,230.419019
14.0,14,230.426658
16.0,16,230.436726
17.0,17,230.446096
14.0,14,230.457449
18.0,18,230.468009
16.0,16,230.478375
17.0,17,230.491366
18.0,18,230.502675
15.0,15,230.51326
15.0,15,230.524905
14.0,14,230.533183
18.0,18,230.544966
16.0,16,230.554764
15.0,15,230.56284
16.0,16,230.573057
16.0,16,230.583909
16.0,16,230.593488
15.0,15,230.602129
14.0,14,230.612466
16.0,16,230.623919
16.0,16,230.634106
19.0,19,230.644439
18.0,18,230.656698
17.0,17,230.669934
16.0,16,230.680235
18.0,18,230.69217
19.0,19,230.70608
14.0,14,230.716069
19.0,19,230.72896
17.0,17,230.740232
16.0,16,230.753424
17.0,17,230.763704
19.0,19,230.778725
17.0,17,230.789423
16.0,16,230.80152
21.0,21,230.816963
16.0,16,230.826028
17.0,17,230.838421
15.0,15,230.84666
16.0,16,230.858748
16.0,16,230.870541
21.0,21,230.885938
17.0,17,230.896546
23.0,23,230.91133
17.0,17,230.921954
16.0,16,230.933685
15.0,15,230.94466
20.0,20,230.956533
20.0,20,230.969454
16.0,16,230.981554
16.0,16,230.991702
17.0,17,231.002774
18.0,18,231.015975
18.0,18,231.027814
21.0,21,231.039646
22.0,22,231.055063
18.0,18,231.064996
18.0,18,231.077414
15.0,15,231.084477
16.0,16,231.095206
16.0,16,231.104153
20.0,20,231.117994
17.0,17,231.12906
23.0,23,231.143507
17.0,17,231.155081
18.0,18,231.165764
17.0,17,231.176048
14.0,14,231.185872
18.0,18,231.196199
18.0,18,231.208478
16.0,16,231.218654
16.0,16,231.230472
14.0,14,231.238891
13.0,13,231.248638
16.0,16,231.258765
15.0,15,231.269421
17.0,17,231.284006
16.0,16,231.293161
15.0,15,231.301908
18.0,18,231.313763
13.0,13,231.320965
17.0,17,231.332863
15.0,15,231.342174
15.0,15,231.352319
15.0,15,231.36447
17.0,17,231.374031
13.0,13,231.382157
12.0,12,231.389776
16.0,16,231.39857
15.0,15,231.40934
17.0,17,231.41939
15.0,15,231.428583
12.0,12,231.436123
13.0,13,231.443832
12.0,12,231.45244
16.0,16,231.46269
16.0,16,231.472939
14.0,14,231.481646
17.0,17,231.493854
14.0,14,231.50194
14.0,14,231.510514
13.0,13,231.518599
14.0,14,231.528159
16.0,16,231.536898
14.0,14,231.545636
16.0,16,231.554915
11.0,11,231.563167
11.0,11,231.570823
15.0,15,231.579144
17.0,17,231.592251
12.0,12,231.600918
14.0,14,231.608998
16.0,16,231.621428
12.0,12,231.628562
14.0,14,231.638686
12.0,12,231.646815
12.0,12,231.655368
12.0,12,231.661546
12.0,12,231.67038
15.0,15,231.678114
16.0,16,231.688443
13.0,13,231.699214
13.0,13,231.707006
17.0,17,231.71708
15.0,15,231.725772
12.0,12,231.733448
14.0,14,231.742156
14.0,14,231.751853
17.0,17,231.762491
12.0,12,231.771803
15.0,15,231.781012
12.0,12,231.7897
15.0,15,231.799081
11.0,11,231.804582
11.0,11,231.811274
13.0,13,231.82199
12.0,12,231.830648
11.0,11,231.839235
15.0,15,231.849524
14.0,14,231.857739
11.0,11,231.864277
15.0,15,231.87441
15.0,15,231.883688
13.0,13,231.892493
14.0,14,231.902317
12.0,12,231.910371
15.0,15,231.92005
14.0,14,231.929258
17.0,17,231.94109
15.0,15,231.951947
13.0,13,231.95952
14.0,14,231.967382
14.0,14,231.978467
11.0,11,231.986048
15.0,15,231.99373
14.0,14,232.003643
12.0,12,232.011209
13.0,13,232.018793
12.0,12,232.026468
13.0,13,232.033677
11.0,11,232.040899
12.0,12,232.04846
12.0,12,232.057677
12.0,12,232.067047
14.0,14,232.077749
11.0,11,232.083888
12.0,12,232.093139
12.0,12,232.100696
