attack,mode,epsilon,mean,std,episodes,label
fgsm,untargeted,0.0,500.0,0.0,30,seed2
fgsm,untargeted,0.01,500.0,0.0,30,seed2
fgsm,untargeted,0.02,500.0,0.0,30,seed2
fgsm,untargeted,0.05,260.5,58.019967827177105,30,seed2
fgsm,untargeted,0.1,153.23333333333332,25.256924243110486,30,seed2
fgsm,untargeted,0.2,35.63333333333333,43.48216748149624,30,seed2
