epsilon,mean,std,k,stride,label
0.01,500.0,0.0,80,1,defense_s0_mid_k80
0.02,500.0,0.0,80,1,defense_s0_mid_k80
0.05,490.25,39.194227891361756,80,1,defense_s0_mid_k80
0.1,452.6,122.59094583206381,80,1,defense_s0_mid_k80
