epsilon,mean,std,n,label
0.01,500.0,0.0,30,def_s2
0.02,228.63333333333333,7.595978468169119,30,def_s2
0.05,153.76666666666668,46.518586488508966,30,def_s2
0.1,16.5,5.572252686302013,30,def_s2
