epsilon,mean,std,label,steps,alpha,restarts
0.01,500.0,0.0,defense_pgd_s0_best,20,0.001,1
0.02,500.0,0.0,defense_pgd_s0_best,20,0.002,1
0.05,500.0,0.0,defense_pgd_s0_best,20,0.005000000000000001,1
0.1,86.06666666666666,81.53769407798798,defense_pgd_s0_best,20,0.010000000000000002,1
