epsilon,mean,std,k,stride,label
0.01,500.0,0.0,20,3,defense
0.02,500.0,0.0,20,3,defense
0.05,500.0,0.0,20,3,defense
0.1,500.0,0.0,20,3,defense
0.15,500.0,0.0,20,3,defense
0.2,500.0,0.0,20,3,defense
