attack,mode,epsilon,mean,std,episodes,label
fgsm,untargeted,0.0,500.0,0.0,30,seed0
fgsm,untargeted,0.01,500.0,0.0,30,seed0
fgsm,untargeted,0.02,500.0,0.0,30,seed0
fgsm,untargeted,0.05,315.6333333333333,225.88780154955,30,seed0
fgsm,untargeted,0.1,24.966666666666665,6.242239626572786,30,seed0
fgsm,untargeted,0.2,18.133333333333333,7.223726339101047,30,seed0
