epsilon,mean,std,k,stride,label
0.01,500.0,0.0,10,1,def_s2_k10
0.02,500.0,0.0,10,1,def_s2_k10
0.05,500.0,0.0,10,1,def_s2_k10
0.1,500.0,0.0,10,1,def_s2_k10
0.15,500.0,0.0,10,1,def_s2_k10
0.2,484.06666666666666,79.38174993172059,10,1,def_s2_k10
