epsilon,mean,std,k,stride,label
0.01,500.0,0.0,80,1,def_s1_k80_core
0.02,500.0,0.0,80,1,def_s1_k80_core
0.05,500.0,0.0,80,1,def_s1_k80_core
0.1,500.0,0.0,80,1,def_s1_k80_core
