epsilon,mean,std,k,stride,label
0.05,472.1333333333333,104.2675191781005,200,1,defense_s0_mid_k200
0.08,465.8,77.68500498809279,200,1,defense_s0_mid_k200
0.1,372.93333333333334,164.40862372623755,200,1,defense_s0_mid_k200
0.12,418.6,132.29401598963827,200,1,defense_s0_mid_k200
0.15,500.0,0.0,200,1,defense_s0_mid_k200
