epsilon,mean,std,n,label
0.01,500.0,0.0,30,base_s1
0.02,318.1,208.0176835431706,30,base_s1
0.05,47.63333333333333,31.078913894936694,30,base_s1
0.1,258.9,229.46522612369833,30,base_s1
