epsilon,mean,std,k,alpha_scale,episodes,label,model
0.01,500.0,0.0,10,1.0,30,def_fd_s0,dqn_cartpole_seed0_advpgd_best.zip
0.02,500.0,0.0,10,1.0,30,def_fd_s0,dqn_cartpole_seed0_advpgd_best.zip
0.05,110.53333333333333,124.25477410904135,10,1.0,30,def_fd_s0,dqn_cartpole_seed0_advpgd_best.zip
0.1,68.3,51.07520598751087,10,1.0,30,def_fd_s0,dqn_cartpole_seed0_advpgd_best.zip
