epsilon,mean,std,label,attack,steps
0.01,123.16666666666667,3.6339449026582056,defense_s1,pgd,20
0.02,123.63333333333334,4.277720057330644,defense_s1,pgd,20
0.05,116.2,6.171979693204875,defense_s1,pgd,20
0.1,170.03333333333333,133.7466468946252,defense_s1,pgd,20
