epsilon,mean,std,k,stride,label
0.01,500.0,0.0,10,1,def_s0_k10
0.02,500.0,0.0,10,1,def_s0_k10
0.05,492.56666666666666,40.029725066366474,10,1,def_s0_k10
0.1,430.7,144.87354255809902,10,1,def_s0_k10
0.15,500.0,0.0,10,1,def_s0_k10
0.2,102.86666666666666,72.72813913625332,10,1,def_s0_k10
