attack,mode,epsilon,mean,std,episodes,label
fgsm,untargeted,0.0,500.0,0.0,30,seed1
fgsm,untargeted,0.01,500.0,0.0,30,seed1
fgsm,untargeted,0.02,500.0,0.0,30,seed1
fgsm,untargeted,0.05,369.8666666666667,215.80187415518176,30,seed1
fgsm,untargeted,0.1,20.866666666666667,26.237039128343394,30,seed1
fgsm,untargeted,0.2,15.466666666666667,17.459922362052154,30,seed1
