epsilon,mean,std,n,label
0.01,500.0,0.0,30,def_s0
0.02,500.0,0.0,30,def_s0
0.05,381.3333333333333,89.82439658701986,30,def_s0
0.1,159.8,7.45385806143369,30,def_s0
