epsilon,mean,std,label,attack,steps
0.01,168.66666666666666,5.430367288580846,defense_s2,pgd,20
0.02,164.36666666666667,7.364252998249192,defense_s2,pgd,20
0.05,163.56666666666666,30.894102277871024,defense_s2,pgd,20
0.1,107.13333333333334,82.45957932358266,defense_s2,pgd,20
