epsilon,mean,std,k,stride,label
0.01,500.0,0.0,10,1,base_s0_k10
0.02,500.0,0.0,10,1,base_s0_k10
0.05,469.1666666666667,95.0379164100074,10,1,base_s0_k10
0.1,500.0,0.0,10,1,base_s0_k10
