epsilon,mean_baseline,std_baseline,mean_defense,std_defense,delta,delta_pct
0.0,500.0,0.0,500.0,0.0,0.0,0.0
0.01,500.0,0.0,500.0,0.0,0.0,0.0
0.02,500.0,0.0,500.0,0.0,0.0,0.0
0.05,315.6333333333333,225.88780154955,365.5,151.27298723389669,49.866666666666674,15.798922800718136
0.1,24.966666666666665,6.242239626572786,500.0,0.0,475.03333333333336,1902.6702269692926
0.2,18.133333333333333,7.223726339101047,263.7333333333333,185.97883989553455,245.59999999999997,1354.4117647058822
