#{"t_start": 1759324883.863047, "env_id": "CartPole-v1"}
r,l,t
9.0,9,262.860015
9.0,9,262.867241
10.0,10,262.876502
8.0,8,262.882683
9.0,9,262.89044
9.0,9,262.89721
9.0,9,262.907326
8.0,8,262.914443
9.0,9,262.921809
10.0,10,262.929114
8.0,8,262.935894
9.0,9,262.945489
10.0,10,262.954221
9.0,9,262.961333
10.0,10,262.972104
11.0,11,262.980785
10.0,10,262.988831
9.0,9,262.995672
10.0,10,263.005264
10.0,10,263.013558
10.0,10,263.021986
10.0,10,263.030618
10.0,10,263.039873
9.0,9,263.046442
10.0,10,263.056883
10.0,10,263.06296
10.0,10,263.072812
9.0,9,263.081582
9.0,9,263.088644
9.0,9,263.095724
10.0,10,263.105713
9.0,9,263.113461
10.0,10,263.124192
10.0,10,263.132262
10.0,10,263.143033
10.0,10,263.150205
10.0,10,263.159348
10.0,10,263.166735
11.0,11,263.177009
10.0,10,263.184857
10.0,10,263.193592
12.0,12,263.203678
11.0,11,263.21364
10.0,10,263.220795
9.0,9,263.2291
9.0,9,263.238822
8.0,8,263.244964
10.0,10,263.252551
10.0,10,263.262465
10.0,10,263.270258
10.0,10,263.279381
10.0,10,263.287549
8.0,8,263.294159
9.0,9,263.300822
10.0,10,263.310538
10.0,10,263.317773
11.0,11,263.327946
9.0,9,263.334637
10.0,10,263.343352
9.0,9,263.352578
8.0,8,263.359121
10.0,10,263.369312
9.0,9,263.377126
11.0,11,263.386741
9.0,9,263.393921
9.0,9,263.400636
9.0,9,263.409238
10.0,10,263.419202
10.0,10,263.427055
10.0,10,263.435839
9.0,9,263.444995
8.0,8,263.452175
10.0,10,263.463413
10.0,10,263.47066
9.0,9,263.477863
9.0,9,263.487849
9.0,9,263.49541
9.0,9,263.502818
10.0,10,263.512592
10.0,10,263.520448
10.0,10,263.530545
10.0,10,263.53687
9.0,9,263.5446
10.0,10,263.555042
8.0,8,263.562196
9.0,9,263.569458
9.0,9,263.575586
10.0,10,263.586161
8.0,8,263.593837
10.0,10,263.60053
9.0,9,263.610382
10.0,10,263.616575
8.0,8,263.62375
10.0,10,263.634162
9.0,9,263.641274
9.0,9,263.648409
10.0,10,263.658583
10.0,10,263.666686
10.0,10,263.676508
9.0,9,263.683098
9.0,9,263.689143
9.0,9,263.697782
11.0,11,263.708175
9.0,9,263.716275
10.0,10,263.725438
8.0,8,263.732011
10.0,10,263.739656
10.0,10,263.750324
9.0,9,263.757591
9.0,9,263.766442
11.0,11,263.776061
10.0,10,263.785238
10.0,10,263.791965
9.0,9,263.80077
8.0,8,263.80746
9.0,9,263.816844
9.0,9,263.823555
10.0,10,263.830815
10.0,10,263.841674
9.0,9,263.848996
8.0,8,263.856406
10.0,10,263.864653
9.0,9,263.87178
8.0,8,263.879336
9.0,9,263.888442
8.0,8,263.895854
9.0,9,263.903508
8.0,8,263.910363
8.0,8,263.918293
12.0,12,263.928162
9.0,9,263.936505
8.0,8,263.944628
9.0,9,263.951708
10.0,10,263.959316
9.0,9,263.970586
10.0,10,263.978091
9.0,9,263.986249
9.0,9,263.995908
12.0,12,264.005102
9.0,9,264.012708
10.0,10,264.020332
10.0,10,264.029934
8.0,8,264.037483
9.0,9,264.044666
9.0,9,264.051823
10.0,10,264.060064
8.0,8,264.067695
9.0,9,264.075369
10.0,10,264.084988
10.0,10,264.092629
9.0,9,264.100732
10.0,10,264.112906
9.0,9,264.119775
8.0,8,264.125966
9.0,9,264.134162
9.0,9,264.142979
10.0,10,264.151093
10.0,10,264.161044
9.0,9,264.168309
9.0,9,264.175347
8.0,8,264.182932
9.0,9,264.189606
10.0,10,264.199352
10.0,10,264.208032
12.0,12,264.217677
9.0,9,264.227855
9.0,9,264.23523
12.0,12,264.245797
10.0,10,264.252892
9.0,9,264.26307
10.0,10,264.270245
9.0,9,264.276474
10.0,10,264.287202
10.0,10,264.295467
10.0,10,264.306576
9.0,9,264.312225
9.0,9,264.319885
10.0,10,264.331137
9.0,9,264.338779
10.0,10,264.348022
10.0,10,264.354947
10.0,10,264.364098
9.0,9,264.373253
9.0,9,264.378876
8.0,8,264.386396
9.0,9,264.393603
9.0,9,264.403173
10.0,10,264.410367
12.0,12,264.422043
8.0,8,264.428232
10.0,10,264.438442
9.0,9,264.444618
10.0,10,264.452271
10.0,10,264.461993
10.0,10,264.469809
10.0,10,264.4791
10.0,10,264.487392
10.0,10,264.496552
9.0,9,264.504696
9.0,9,264.510748
9.0,9,264.519941
10.0,10,264.529945
10.0,10,264.540161
9.0,9,264.548838
10.0,10,264.554933
10.0,10,264.565595
10.0,10,264.572908
9.0,9,264.582629
11.0,11,264.590578
9.0,9,264.600273
11.0,11,264.608505
10.0,10,264.617868
9.0,9,264.625085
10.0,10,264.634325
11.0,11,264.642443
10.0,10,264.652609
12.0,12,264.66448
11.0,11,264.673789
9.0,9,264.683164
11.0,11,264.693415
10.0,10,264.700588
8.0,8,264.707206
9.0,9,264.715621
9.0,9,264.724554
10.0,10,264.733217
10.0,10,264.743482
9.0,9,264.750876
11.0,11,264.760531
11.0,11,264.768012
9.0,9,264.778467
8.0,8,264.784581
10.0,10,264.79294
10.0,10,264.802876
9.0,9,264.81006
10.0,10,264.816159
12.0,12,264.828101
9.0,9,264.835917
8.0,8,264.84353
9.0,9,264.850697
9.0,9,264.85837
10.0,10,264.868018
8.0,8,264.874198
10.0,10,264.882398
8.0,8,264.888561
11.0,11,264.898339
12.0,12,264.907499
9.0,9,264.91461
9.0,9,264.921778
10.0,10,264.931116
9.0,9,264.938936
8.0,8,264.945128
9.0,9,264.952782
10.0,10,264.962535
9.0,9,264.969815
10.0,10,264.979287
9.0,9,264.987033
10.0,10,264.994775
11.0,11,265.003045
8.0,8,265.009197
10.0,10,265.019581
8.0,8,265.027287
10.0,10,265.034524
9.0,9,265.041658
8.0,8,265.048352
10.0,10,265.057261
8.0,8,265.064041
10.0,10,265.072312
10.0,10,265.081681
9.0,9,265.08881
8.0,8,265.095351
8.0,8,265.102473
10.0,10,265.112657
10.0,10,265.120387
10.0,10,265.130145
11.0,11,265.138259
9.0,9,265.148875
9.0,9,265.155531
9.0,9,265.16205
10.0,10,265.172418
10.0,10,265.180385
8.0,8,265.188132
10.0,10,265.200372
10.0,10,265.209345
10.0,10,265.218431
8.0,8,265.225716
11.0,11,265.233443
9.0,9,265.243212
10.0,10,265.251486
10.0,10,265.260627
9.0,9,265.268473
9.0,9,265.275723
10.0,10,265.285602
8.0,8,265.292774
9.0,9,265.299145
10.0,10,265.306883
10.0,10,265.318808
10.0,10,265.325907
10.0,10,265.335617
9.0,9,265.343204
8.0,8,265.349511
8.0,8,265.35592
10.0,10,265.367595
8.0,8,265.375453
10.0,10,265.384708
10.0,10,265.396599
9.0,9,265.402727
10.0,10,265.410348
10.0,10,265.422019
9.0,9,265.430741
11.0,11,265.441635
11.0,11,265.45307
10.0,10,265.462407
9.0,9,265.470039
8.0,8,265.477543
8.0,8,265.485874
9.0,9,265.496629
8.0,8,265.503989
8.0,8,265.513184
10.0,10,265.520455
9.0,9,265.52975
10.0,10,265.539357
8.0,8,265.547076
10.0,10,265.554296
9.0,9,265.562671
9.0,9,265.570258
10.0,10,265.577951
9.0,9,265.586797
11.0,11,265.594743
10.0,10,265.604536
10.0,10,265.612308
9.0,9,265.621928
9.0,9,265.629038
10.0,10,265.63669
10.0,10,265.647067
9.0,9,265.65587
10.0,10,265.666647
10.0,10,265.675198
9.0,9,265.682374
9.0,9,265.693707
10.0,10,265.700876
10.0,10,265.711555
10.0,10,265.71883
10.0,10,265.729351
8.0,8,265.736107
9.0,9,265.742661
10.0,10,265.75023
10.0,10,265.760428
10.0,10,265.767497
10.0,10,265.776246
8.0,8,265.784408
10.0,10,265.792401
8.0,8,265.799541
10.0,10,265.809354
10.0,10,265.816046
10.0,10,265.825864
9.0,9,265.833062
9.0,9,265.841247
9.0,9,265.849957
9.0,9,265.857297
10.0,10,265.864484
9.0,9,265.873544
10.0,10,265.882228
8.0,8,265.888867
8.0,8,265.896225
9.0,9,265.905333
13.0,13,265.919156
8.0,8,265.925487
10.0,10,265.933763
8.0,8,265.940469
10.0,10,265.949253
9.0,9,265.956661
8.0,8,265.96226
9.0,9,265.96884
10.0,10,265.978951
9.0,9,265.986816
10.0,10,265.994965
11.0,11,266.004271
8.0,8,266.009821
10.0,10,266.021258
9.0,9,266.027853
10.0,10,266.034978
10.0,10,266.044945
11.0,11,266.053834
9.0,9,266.061018
10.0,10,266.069896
10.0,10,266.078691
10.0,10,266.087174
9.0,9,266.097354
9.0,9,266.105445
12.0,12,266.115229
8.0,8,266.123464
9.0,9,266.130363
9.0,9,266.137407
9.0,9,266.14878
10.0,10,266.156113
10.0,10,266.166669
12.0,12,266.176341
10.0,10,266.185488
9.0,9,266.192197
10.0,10,266.201462
8.0,8,266.209688
9.0,9,266.215873
10.0,10,266.226079
10.0,10,266.233918
9.0,9,266.24075
9.0,9,266.25118
10.0,10,266.258807
12.0,12,266.268924
10.0,10,266.27694
9.0,9,266.285202
9.0,9,266.292982
10.0,10,266.302177
9.0,9,266.311002
10.0,10,266.318979
8.0,8,266.324154
9.0,9,266.333307
9.0,9,266.339437
9.0,9,266.347687
9.0,9,266.355432
8.0,8,266.362254
9.0,9,266.373029
10.0,10,266.380358
10.0,10,266.390394
9.0,9,266.396529
8.0,8,266.403668
10.0,10,266.411389
8.0,8,266.418004
11.0,11,266.428414
8.0,8,266.436182
9.0,9,266.444911
9.0,9,266.45429
10.0,10,266.46207
9.0,9,266.469862
10.0,10,266.478054
10.0,10,266.487427
10.0,10,266.497214
10.0,10,266.504442
10.0,10,266.514712
10.0,10,266.523388
10.0,10,266.533038
9.0,9,266.541609
9.0,9,266.549401
9.0,9,266.559076
8.0,8,266.566685
9.0,9,266.57328
9.0,9,266.57935
8.0,8,266.586556
9.0,9,266.593191
9.0,9,266.6029
9.0,9,266.611345
9.0,9,266.619204
9.0,9,266.626586
11.0,11,266.636422
9.0,9,266.643077
9.0,9,266.653526
10.0,10,266.661272
10.0,10,266.671154
9.0,9,266.678229
10.0,10,266.686984
9.0,9,266.695567
10.0,10,266.703188
11.0,11,266.714519
9.0,9,266.722175
10.0,10,266.731862
11.0,11,266.741219
8.0,8,266.74808
10.0,10,266.756193
10.0,10,266.763937
10.0,10,266.774119
11.0,11,266.785369
10.0,10,266.791917
10.0,10,266.803097
10.0,10,266.809746
10.0,10,266.817068
8.0,8,266.825491
9.0,9,266.831453
9.0,9,266.840218
9.0,9,266.847577
9.0,9,266.857565
8.0,8,266.864124
9.0,9,266.871244
9.0,9,266.87972
11.0,11,266.889363
10.0,10,266.89726
9.0,9,266.905536
9.0,9,266.914293
10.0,10,266.921998
10.0,10,266.932409
10.0,10,266.939311
10.0,10,266.949886
9.0,9,266.956712
9.0,9,266.963356
10.0,10,266.972634
10.0,10,266.980219
8.0,8,266.987317
9.0,9,266.995128
9.0,9,267.003265
9.0,9,267.010384
10.0,10,267.020598
10.0,10,267.028186
9.0,9,267.035282
8.0,8,267.042848
10.0,10,267.052218
10.0,10,267.061167
8.0,8,267.067849
10.0,10,267.076151
9.0,9,267.085105
9.0,9,267.090818
8.0,8,267.098506
8.0,8,267.104077
10.0,10,267.113752
9.0,9,267.120454
10.0,10,267.131603
10.0,10,267.139179
10.0,10,267.148791
10.0,10,267.157359
11.0,11,267.167652
10.0,10,267.174957
9.0,9,267.183335
9.0,9,267.191005
9.0,9,267.19881
12.0,12,267.210362
9.0,9,267.217645
9.0,9,267.226429
9.0,9,267.234638
10.0,10,267.242577
9.0,9,267.253267
9.0,9,267.261423
9.0,9,267.269014
10.0,10,267.278675
10.0,10,267.286273
9.0,9,267.293881
10.0,10,267.304155
10.0,10,267.312536
10.0,10,267.322703
9.0,9,267.328857
10.0,10,267.339768
10.0,10,267.347777
9.0,9,267.35504
9.0,9,267.3654
9.0,9,267.372442
8.0,8,267.379057
9.0,9,267.386175
9.0,9,267.393748
12.0,12,267.404254
10.0,10,267.414821
9.0,9,267.423396
9.0,9,267.430555
8.0,8,267.436719
9.0,9,267.445474
9.0,9,267.453731
10.0,10,267.462389
10.0,10,267.472122
10.0,10,267.480896
10.0,10,267.489665
9.0,9,267.498431
10.0,10,267.507609
9.0,9,267.514777
9.0,9,267.521522
10.0,10,267.532286
9.0,9,267.540019
9.0,9,267.54752
8.0,8,267.555763
11.0,11,267.564883
9.0,9,267.571931
9.0,9,267.579061
9.0,9,267.588996
10.0,10,267.596508
9.0,9,267.603796
9.0,9,267.613183
9.0,9,267.620589
10.0,10,267.628234
9.0,9,267.639673
8.0,8,267.646771
10.0,10,267.655491
9.0,9,267.662562
10.0,10,267.67133
10.0,10,267.679156
9.0,9,267.68901
9.0,9,267.69684
10.0,10,267.704166
9.0,9,267.713917
9.0,9,267.720137
10.0,10,267.729273
10.0,10,267.738088
10.0,10,267.746655
10.0,10,267.755672
9.0,9,267.763871
10.0,10,267.773882
9.0,9,267.780673
10.0,10,267.788888
10.0,10,267.798086
10.0,10,267.806935
8.0,8,267.813646
9.0,9,267.823565
9.0,9,267.830747
9.0,9,267.83876
10.0,10,267.847627
8.0,8,267.853339
9.0,9,267.8622
10.0,10,267.870969
9.0,9,267.880585
8.0,8,267.888208
10.0,10,267.894371
10.0,10,267.904884
9.0,9,267.912561
10.0,10,267.919697
10.0,10,267.92889
10.0,10,267.935693
9.0,9,267.944856
10.0,10,267.954082
10.0,10,267.963813
10.0,10,267.972281
9.0,9,267.979085
9.0,9,267.989854
9.0,9,267.997106
9.0,9,268.00376
10.0,10,268.014053
11.0,11,268.022305
10.0,10,268.032231
10.0,10,268.038797
11.0,11,268.050209
10.0,10,268.058995
9.0,9,268.066654
9.0,9,268.074465
9.0,9,268.081292
9.0,9,268.093494
9.0,9,268.101143
11.0,11,268.112541
9.0,9,268.119806
10.0,10,268.126906
11.0,11,268.138623
8.0,8,268.147314
9.0,9,268.154519
10.0,10,268.164971
9.0,9,268.173677
10.0,10,268.183996
12.0,12,268.193642
8.0,8,268.200949
10.0,10,268.208035
8.0,8,268.214198
10.0,10,268.224918
10.0,10,268.232418
9.0,9,268.239476
9.0,9,268.250425
8.0,8,268.256572
9.0,9,268.265361
10.0,10,268.273675
10.0,10,268.282463
10.0,10,268.290292
9.0,9,268.300161
8.0,8,268.307235
9.0,9,268.314867
9.0,9,268.322085
10.0,10,268.331436
10.0,10,268.339816
9.0,9,268.346462
10.0,10,268.357071
9.0,9,268.365711
10.0,10,268.376151
10.0,10,268.384017
10.0,10,268.392658
8.0,8,268.402115
10.0,10,268.409245
9.0,9,268.414962
10.0,10,268.425573
10.0,10,268.431232
11.0,11,268.441933
10.0,10,268.453084
9.0,9,268.459662
9.0,9,268.466099
10.0,10,268.476991
8.0,8,268.48309
10.0,10,268.4897
9.0,9,268.498684
10.0,10,268.508526
10.0,10,268.516115
8.0,8,268.522736
9.0,9,268.532273
9.0,9,268.540989
9.0,9,268.548181
9.0,9,268.555513
9.0,9,268.56538
9.0,9,268.572213
10.0,10,268.578884
11.0,11,268.590436
10.0,10,268.598766
10.0,10,268.606949
9.0,9,268.61458
9.0,9,268.624702
8.0,8,268.632404
9.0,9,268.639988
12.0,12,268.649702
9.0,9,268.657999
10.0,10,268.667777
8.0,8,268.673841
9.0,9,268.682687
10.0,10,268.688873
9.0,9,268.699195
9.0,9,268.707306
10.0,10,268.713958
10.0,10,268.724251
9.0,9,268.731052
9.0,9,268.738927
9.0,9,268.749028
10.0,10,268.756739
10.0,10,268.767449
9.0,9,268.77509
9.0,9,268.783279
10.0,10,268.792882
10.0,10,268.801142
8.0,8,268.809326
9.0,9,268.816036
9.0,9,268.826766
9.0,9,268.83298
11.0,11,268.843753
9.0,9,268.852128
10.0,10,268.858819
10.0,10,268.869427
9.0,9,268.876609
10.0,10,268.885818
12.0,12,268.894367
10.0,10,268.902498
9.0,9,268.909308
10.0,10,268.919661
10.0,10,268.926912
9.0,9,268.936116
10.0,10,268.943735
9.0,9,268.950874
10.0,10,268.960772
10.0,10,268.969031
9.0,9,268.978865
9.0,9,268.98604
9.0,9,268.99269
8.0,8,269.000892
8.0,8,269.007682
8.0,8,269.015428
10.0,10,269.025209
11.0,11,269.032532
9.0,9,269.042769
11.0,11,269.048838
9.0,9,269.059644
11.0,11,269.066768
9.0,9,269.075794
9.0,9,269.083883
10.0,10,269.092213
10.0,10,269.101505
11.0,11,269.112193
11.0,11,269.118759
10.0,10,269.130252
10.0,10,269.137307
10.0,10,269.147414
11.0,11,269.156015
10.0,10,269.164287
10.0,10,269.174109
10.0,10,269.183326
10.0,10,269.191996
10.0,10,269.202305
10.0,10,269.211005
10.0,10,269.220022
8.0,8,269.226569
10.0,10,269.237817
10.0,10,269.245993
10.0,10,269.255305
9.0,9,269.263257
8.0,8,269.268981
8.0,8,269.276642
9.0,9,269.284419
10.0,10,269.29456
9.0,9,269.301173
8.0,8,269.308286
10.0,10,269.315021
8.0,8,269.322333
9.0,9,269.332051
8.0,8,269.339195
10.0,10,269.347291
11.0,11,269.371456
9.0,9,269.386997
8.0,8,269.399699
9.0,9,269.413977
8.0,8,269.42592
9.0,9,269.44273
10.0,10,269.457163
9.0,9,269.470541
13.0,13,269.492459
8.0,8,269.503411
10.0,10,269.515481
12.0,12,269.53253
9.0,9,269.544385
9.0,9,269.560395
10.0,10,269.573381
10.0,10,269.589607
9.0,9,269.60032
10.0,10,269.614292
9.0,9,269.629423
9.0,9,269.642062
10.0,10,269.654828
10.0,10,269.677901
10.0,10,269.694346
8.0,8,269.707026
10.0,10,269.725992
10.0,10,269.734576
10.0,10,269.748262
10.0,10,269.758641
10.0,10,269.772442
10.0,10,269.783236
8.0,8,269.792867
9.0,9,269.805062
9.0,9,269.814348
9.0,9,269.823037
10.0,10,269.833979
8.0,8,269.842969
9.0,9,269.851732
9.0,9,269.862245
9.0,9,269.871771
10.0,10,269.883796
9.0,9,269.891959
9.0,9,269.899581
13.0,13,269.915057
9.0,9,269.924324
10.0,10,269.932909
9.0,9,269.943876
10.0,10,269.954044
10.0,10,269.963771
10.0,10,269.972772
9.0,9,269.979577
9.0,9,269.989913
9.0,9,269.997476
8.0,8,270.006161
8.0,8,270.014428
9.0,9,270.022156
9.0,9,270.029323
10.0,10,270.041082
10.0,10,270.050265
9.0,9,270.060624
9.0,9,270.067703
10.0,10,270.076013
9.0,9,270.087701
9.0,9,270.094787
10.0,10,270.10508
10.0,10,270.116955
9.0,9,270.126717
9.0,9,270.140426
8.0,8,270.1507
10.0,10,270.16844
11.0,11,270.184123
8.0,8,270.191688
9.0,9,270.199307
10.0,10,270.209109
9.0,9,270.220785
10.0,10,270.228499
10.0,10,270.241246
9.0,9,270.250664
10.0,10,270.259675
10.0,10,270.270953
9.0,9,270.281447
9.0,9,270.290422
10.0,10,270.300763
11.0,11,270.313081
11.0,11,270.31919
10.0,10,270.329055
12.0,12,270.338927
9.0,9,270.34672
10.0,10,270.35902
9.0,9,270.36713
10.0,10,270.376345
10.0,10,270.388922
10.0,10,270.397223
10.0,10,270.409296
10.0,10,270.418083
9.0,9,270.428834
10.0,10,270.436891
11.0,11,270.449149
11.0,11,270.459489
9.0,9,270.468857
8.0,8,270.47677
8.0,8,270.483387
10.0,10,270.490579
10.0,10,270.500734
11.0,11,270.51155
10.0,10,270.518113
10.0,10,270.529064
9.0,9,270.536139
9.0,9,270.54263
9.0,9,270.5497
10.0,10,270.559318
10.0,10,270.566471
10.0,10,270.576221
10.0,10,270.586105
11.0,11,270.595897
9.0,9,270.604154
10.0,10,270.614969
10.0,10,270.622667
10.0,10,270.63276
9.0,9,270.641255
8.0,8,270.647426
10.0,10,270.658074
10.0,10,270.666229
12.0,12,270.675996
9.0,9,270.684171
9.0,9,270.693835
9.0,9,270.700434
10.0,10,270.708349
10.0,10,270.717458
10.0,10,270.724628
10.0,10,270.734837
9.0,9,270.741223
9.0,9,270.748837
9.0,9,270.759004
10.0,10,270.767626
10.0,10,270.779567
9.0,9,270.78838
12.0,12,270.797969
9.0,9,270.806561
8.0,8,270.81423
10.0,10,270.824377
12.0,12,270.834494
9.0,9,270.842193
8.0,8,270.849569
12.0,12,270.861366
10.0,10,270.86904
9.0,9,270.877728
9.0,9,270.884803
10.0,10,270.893405
10.0,10,270.902174
10.0,10,270.910961
8.0,8,270.918071
8.0,8,270.924313
8.0,8,270.929996
10.0,10,270.940921
10.0,10,270.948116
8.0,8,270.955508
10.0,10,270.967342
9.0,9,270.974572
9.0,9,270.981826
8.0,8,270.98953
10.0,10,270.998663
10.0,10,271.007548
9.0,9,271.01657
8.0,8,271.024673
9.0,9,271.032346
10.0,10,271.039259
10.0,10,271.050033
11.0,11,271.058987
9.0,9,271.064612
9.0,9,271.073843
8.0,8,271.082101
10.0,10,271.090801
10.0,10,271.100628
9.0,9,271.109733
10.0,10,271.121439
9.0,9,271.130738
10.0,10,271.143448
10.0,10,271.155736
10.0,10,271.168371
9.0,9,271.176606
10.0,10,271.185151
9.0,9,271.194704
8.0,8,271.202042
8.0,8,271.209736
10.0,10,271.216794
8.0,8,271.225002
9.0,9,271.231556
10.0,10,271.241153
10.0,10,271.247785
9.0,9,271.258308
9.0,9,271.266873
10.0,10,271.272692
9.0,9,271.284563
10.0,10,271.292121
9.0,9,271.299935
9.0,9,271.308728
8.0,8,271.316924
10.0,10,271.324629
9.0,9,271.331876
13.0,13,271.344547
10.0,10,271.35317
9.0,9,271.358994
10.0,10,271.369745
10.0,10,271.377857
10.0,10,271.387537
9.0,9,271.394774
10.0,10,271.405648
10.0,10,271.41328
9.0,9,271.41939
9.0,9,271.42876
8.0,8,271.435012
10.0,10,271.443277
10.0,10,271.452564
10.0,10,271.461155
8.0,8,271.468205
10.0,10,271.479001
10.0,10,271.486051
10.0,10,271.495146
9.0,9,271.503784
10.0,10,271.512845
8.0,8,271.519611
10.0,10,271.528215
9.0,9,271.53442
11.0,11,271.545819
9.0,9,271.553017
9.0,9,271.559079
11.0,11,271.568949
9.0,9,271.576019
9.0,9,271.586338
8.0,8,271.593001
11.0,11,271.6009
8.0,8,271.60814
11.0,11,271.617979
9.0,9,271.625133
10.0,10,271.634994
10.0,10,271.644337
10.0,10,271.652937
10.0,10,271.660217
11.0,11,271.67136
10.0,10,271.681952
11.0,11,271.690262
14.0,14,271.702211
9.0,9,271.709272
11.0,11,271.721618
9.0,9,271.729091
9.0,9,271.736648
10.0,10,271.746843
9.0,9,271.753573
9.0,9,271.759696
10.0,10,271.771739
10.0,10,271.778883
9.0,9,271.788273
9.0,9,271.795518
9.0,9,271.802891
9.0,9,271.809459
10.0,10,271.819981
9.0,9,271.827218
9.0,9,271.833086
10.0,10,271.842963
9.0,9,271.850227
8.0,8,271.856583
9.0,9,271.86395
9.0,9,271.871633
8.0,8,271.880494
10.0,10,271.886644
10.0,10,271.898005
11.0,11,271.905608
9.0,9,271.914405
10.0,10,271.92355
9.0,9,271.931031
9.0,9,271.942293
10.0,10,271.95056
8.0,8,271.956276
10.0,10,271.967155
10.0,10,271.973759
9.0,9,271.980906
9.0,9,271.990697
10.0,10,271.997892
11.0,11,272.008193
10.0,10,272.015341
10.0,10,272.025053
11.0,11,272.035229
9.0,9,272.041791
10.0,10,272.048898
11.0,11,272.058247
10.0,10,272.068951
10.0,10,272.07721
10.0,10,272.08713
10.0,10,272.094756
10.0,10,272.105
8.0,8,272.112081
10.0,10,272.119249
10.0,10,272.130424
9.0,9,272.137513
9.0,9,272.145334
10.0,10,272.15544
9.0,9,272.163264
10.0,10,272.170493
9.0,9,272.1797
10.0,10,272.188439
10.0,10,272.198107
10.0,10,272.208914
10.0,10,272.221375
10.0,10,272.228755
11.0,11,272.241112
8.0,8,272.248739
8.0,8,272.258115
10.0,10,272.265231
9.0,9,272.27487
9.0,9,272.282537
9.0,9,272.290251
12.0,12,272.300545
10.0,10,272.310956
9.0,9,272.318511
10.0,10,272.325345
9.0,9,272.335033
9.0,9,272.341171
10.0,10,272.35044
10.0,10,272.360547
10.0,10,272.367717
10.0,10,272.376943
10.0,10,272.385791
10.0,10,272.397083
10.0,10,272.404521
11.0,11,272.415276
10.0,10,272.426054
10.0,10,272.432164
8.0,8,272.438848
10.0,10,272.448793
9.0,9,272.456251
10.0,10,272.463572
10.0,10,272.473386
9.0,9,272.481054
9.0,9,272.487759
8.0,8,272.494975
9.0,9,272.503832
8.0,8,272.510463
10.0,10,272.518044
9.0,9,272.5258
9.0,9,272.534787
11.0,11,272.541436
10.0,10,272.551692
10.0,10,272.560946
10.0,10,272.571622
10.0,10,272.578689
11.0,11,272.588811
10.0,10,272.599003
8.0,8,272.606772
9.0,9,272.615565
10.0,10,272.623215
9.0,9,272.631974
9.0,9,272.639116
8.0,8,272.645311
10.0,10,272.653835
9.0,9,272.664622
9.0,9,272.670664
9.0,9,272.678279
9.0,9,272.686021
10.0,10,272.695822
10.0,10,272.702479
10.0,10,272.712346
10.0,10,272.720793
10.0,10,272.731044
9.0,9,272.738173
8.0,8,272.744234
9.0,9,272.751317
10.0,10,272.760636
9.0,9,272.766856
9.0,9,272.774965
9.0,9,272.7846
8.0,8,272.79125
9.0,9,272.798886
10.0,10,272.806801
8.0,8,272.814091
8.0,8,272.821528
9.0,9,272.832056
9.0,9,272.839163
9.0,9,272.845331
9.0,9,272.853118
9.0,9,272.862816
9.0,9,272.87046
10.0,10,272.877582
8.0,8,272.885336
9.0,9,272.894527
9.0,9,272.901149
10.0,10,272.908331
10.0,10,272.919082
10.0,10,272.927401
10.0,10,272.938038
9.0,9,272.946764
10.0,10,272.956486
9.0,9,272.962111
9.0,9,272.970767
9.0,9,272.977823
10.0,10,272.987604
9.0,9,272.995232
9.0,9,273.00303
10.0,10,273.013043
9.0,9,273.020278
9.0,9,273.027483
9.0,9,273.036418
9.0,9,273.045266
8.0,8,273.052569
8.0,8,273.058635
9.0,9,273.065776
10.0,10,273.076534
9.0,9,273.083819
9.0,9,273.091653
9.0,9,273.098914
10.0,10,273.108936
9.0,9,273.117803
8.0,8,273.124391
10.0,10,273.133679
10.0,10,273.141366
9.0,9,273.149149
9.0,9,273.159351
10.0,10,273.166677
9.0,9,273.173409
10.0,10,273.182723
9.0,9,273.19036
10.0,10,273.199533
9.0,9,273.20778
9.0,9,273.213932
10.0,10,273.224178
11.0,11,273.2324
10.0,10,273.24265
11.0,11,273.252488
10.0,10,273.259576
9.0,9,273.266824
9.0,9,273.276655
10.0,10,273.285178
9.0,9,273.292275
9.0,9,273.300512
9.0,9,273.307653
10.0,10,273.315815
8.0,8,273.322949
9.0,9,273.330509
12.0,12,273.341696
9.0,9,273.348865
9.0,9,273.354414
10.0,10,273.36622
10.0,10,273.373415
10.0,10,273.383436
10.0,10,273.391772
9.0,9,273.398382
10.0,10,273.407169
9.0,9,273.415441
9.0,9,273.422009
9.0,9,273.43061
10.0,10,273.439295
10.0,10,273.449535
9.0,9,273.457249
8.0,8,273.463814
10.0,10,273.471372
8.0,8,273.477764
8.0,8,273.487439
10.0,10,273.497673
9.0,9,273.504856
9.0,9,273.512679
8.0,8,273.518857
9.0,9,273.52861
9.0,9,273.535265
10.0,10,273.541994
9.0,9,273.552028
10.0,10,273.559664
10.0,10,273.56829
8.0,8,273.574915
9.0,9,273.582868
9.0,9,273.589022
10.0,10,273.597244
10.0,10,273.605222
10.0,10,273.61604
11.0,11,273.624605
10.0,10,273.633825
10.0,10,273.641009
9.0,9,273.649368
10.0,10,273.656562
9.0,9,273.66416
9.0,9,273.674298
9.0,9,273.68297
10.0,10,273.690256
10.0,10,273.700175
10.0,10,273.707743
9.0,9,273.71808
10.0,10,273.725259
8.0,8,273.731722
10.0,10,273.74249
9.0,9,273.749577
10.0,10,273.756165
9.0,9,273.765902
9.0,9,273.77402
11.0,11,273.784316
10.0,10,273.79218
