epsilon,mean_base,std_base,mean_def,std_def,delta,delta_pct
0.01,494.9111111111111,7.19677568407641,500.0,0.0,5.088888888888903,1.0282430066005148
0.02,326.5777777777778,138.26762651904411,409.5444444444444,127.92347345865963,82.96666666666664,25.404872074033744
0.05,103.82222222222224,79.9349565831534,266.05555555555554,92.92773908450599,162.2333333333333,156.26070205479445
0.1,131.75555555555556,99.09720754496504,157.64444444444445,114.37411107392536,25.888888888888886,19.649181986844322
