#{"t_start": 1760168200.6809075, "env_id": "None"}
r,l,t
8.0,8,139.944698
8.0,8,139.95366
9.0,9,139.961549
10.0,10,139.973355
10.0,10,139.98257
10.0,10,139.992477
9.0,9,140.000174
8.0,8,140.00752
11.0,11,140.01522
10.0,10,140.022985
8.0,8,140.028789
8.0,8,140.036523
9.0,9,140.043149
10.0,10,140.051864
10.0,10,140.058124
9.0,9,140.065186
9.0,9,140.071401
9.0,9,140.075967
8.0,8,140.083565
9.0,9,140.091494
10.0,10,140.099658
10.0,10,140.107412
11.0,11,140.11834
10.0,10,140.126458
10.0,10,140.133594
11.0,11,140.141621
12.0,12,140.150464
11.0,11,140.160394
8.0,8,140.168253
8.0,8,140.174454
9.0,9,140.183312
10.0,10,140.190644
8.0,8,140.19681
8.0,8,140.202532
8.0,8,140.20872
11.0,11,140.217566
9.0,9,140.224926
9.0,9,140.234153
9.0,9,140.241728
9.0,9,140.24966
11.0,11,140.258198
8.0,8,140.264909
10.0,10,140.272472
9.0,9,140.282154
9.0,9,140.289303
9.0,9,140.294846
10.0,10,140.302578
10.0,10,140.309857
13.0,12,140.319144
9.0,9,140.327445
9.0,9,140.335505
10.0,10,140.342575
8.0,8,140.34831
12.0,12,140.358122
10.0,10,140.364263
10.0,10,140.371569
10.0,10,140.382438
9.0,9,140.389816
9.0,9,140.396043
9.0,9,140.403733
9.0,9,140.41281
10.0,10,140.418883
9.0,9,140.425692
10.0,10,140.434001
12.0,12,140.443991
10.0,10,140.451221
9.0,9,140.459184
10.0,10,140.466352
10.0,10,140.474414
8.0,8,140.481052
10.0,10,140.487598
11.0,11,140.497888
9.0,9,140.504061
10.0,10,140.512862
9.0,9,140.519063
9.0,9,140.524867
9.0,9,140.532588
10.0,10,140.54094
8.0,8,140.545552
8.0,8,140.552364
9.0,9,140.55916
10.0,10,140.568469
9.0,9,140.576218
9.0,9,140.583359
10.0,10,140.593226
9.0,9,140.600286
10.0,10,140.606442
12.0,12,140.615513
10.0,10,140.623167
10.0,10,140.629827
10.0,10,140.638649
9.0,9,140.645333
9.0,9,140.653512
9.0,9,140.663657
10.0,10,140.670962
9.0,9,140.677111
10.0,10,140.687427
10.0,10,140.695036
9.0,9,140.705195
11.0,11,140.712752
10.0,10,140.722679
9.0,9,140.730512
10.0,10,140.740045
10.0,10,140.74777
10.0,10,140.758622
9.0,9,140.764748
10.0,10,140.77249
9.0,9,140.783585
8.0,8,140.790299
9.0,9,140.797354
10.0,10,140.803909
9.0,9,140.813698
10.0,10,140.822408
10.0,10,140.832779
10.0,10,140.840085
8.0,8,140.846276
11.0,11,140.854116
10.0,10,140.861846
10.0,10,140.872534
9.0,9,140.880614
9.0,9,140.887222
9.0,9,140.895297
9.0,9,140.901925
8.0,8,140.906968
9.0,9,140.915761
9.0,9,140.922465
10.0,10,140.931623
10.0,10,140.939179
9.0,9,140.948155
11.0,10,140.955806
10.0,10,140.966115
9.0,9,140.97232
10.0,10,140.981683
8.0,8,140.989453
9.0,9,140.99913
9.0,9,141.00669
9.0,9,141.015799
10.0,10,141.0279
9.0,9,141.035624
10.0,10,141.044037
12.0,12,141.053927
10.0,10,141.063226
9.0,9,141.071041
10.0,10,141.080196
10.0,10,141.087161
10.0,10,141.09639
9.0,9,141.102443
9.0,9,141.110756
8.0,8,141.117661
8.0,8,141.124719
12.0,11,141.133806
9.0,9,141.139976
10.0,10,141.149459
8.0,8,141.156787
10.0,10,141.165653
9.0,9,141.174971
10.0,10,141.183681
9.0,9,141.192847
9.0,9,141.199984
11.0,10,141.21072
10.0,10,141.218583
8.0,8,141.226364
8.0,8,141.232079
10.0,10,141.241274
8.0,8,141.247555
11.0,11,141.256139
10.0,10,141.262774
9.0,9,141.268818
10.0,10,141.276015
9.0,9,141.283305
9.0,9,141.291032
9.0,9,141.301596
9.0,9,141.307859
9.0,9,141.314471
10.0,10,141.322019
8.0,8,141.328194
10.0,10,141.335415
8.0,8,141.34146
10.0,10,141.350083
9.0,9,141.356211
10.0,10,141.362769
9.0,9,141.37141
8.0,8,141.377325
9.0,9,141.384642
9.0,9,141.391191
10.0,10,141.39876
10.0,10,141.406497
9.0,9,141.413262
9.0,9,141.421842
10.0,10,141.429403
10.0,10,141.437115
9.0,9,141.445571
11.0,11,141.454639
10.0,10,141.460181
9.0,9,141.466328
9.0,9,141.474051
10.0,10,141.481643
10.0,10,141.489291
9.0,9,141.494906
9.0,9,141.502627
10.0,10,141.51031
9.0,9,141.516899
9.0,9,141.52295
10.0,10,141.531748
9.0,9,141.537439
10.0,10,141.546345
8.0,8,141.553119
9.0,9,141.561701
8.0,8,141.568825
9.0,9,141.575903
9.0,9,141.581472
10.0,10,141.590155
10.0,10,141.597723
10.0,10,141.606371
8.0,8,141.614834
10.0,10,141.622654
10.0,10,141.631349
8.0,8,141.637533
10.0,10,141.646612
10.0,10,141.655384
9.0,9,141.662206
8.0,8,141.669942
10.0,10,141.676273
10.0,10,141.686443
10.0,10,141.694009
10.0,10,141.704312
9.0,9,141.713059
10.0,10,141.723183
10.0,10,141.732034
10.0,10,141.739276
10.0,10,141.747081
8.0,8,141.753252
10.0,10,141.761642
9.0,9,141.767326
9.0,9,141.774721
10.0,10,141.78254
9.0,9,141.78875
8.0,8,141.794801
9.0,9,141.802376
9.0,9,141.809225
10.0,10,141.81888
9.0,9,141.824498
10.0,10,141.833356
9.0,9,141.841167
8.0,8,141.847301
10.0,10,141.854053
8.0,8,141.860213
9.0,9,141.867944
9.0,9,141.87348
10.0,10,141.881138
11.0,11,141.889931
10.0,10,141.899229
10.0,10,141.906527
10.0,10,141.91619
9.0,9,141.92237
9.0,9,141.929655
9.0,9,141.937389
10.0,10,141.945073
11.0,11,141.953737
10.0,10,141.960794
9.0,9,141.966983
10.0,10,141.976201
9.0,9,141.982247
8.0,8,141.989303
10.0,10,141.997005
9.0,9,142.003185
11.0,11,142.012256
10.0,10,142.017967
8.0,8,142.02528
10.0,10,142.034051
10.0,10,142.040646
9.0,9,142.048248
9.0,9,142.057019
10.0,10,142.063225
9.0,9,142.071146
12.0,12,142.081156
12.0,12,142.091103
10.0,10,142.100457
9.0,9,142.106914
12.0,12,142.115572
10.0,10,142.124447
10.0,10,142.132315
8.0,8,142.138143
9.0,9,142.145225
11.0,11,142.157079
11.0,11,142.166683
10.0,10,142.173876
9.0,9,142.182064
10.0,10,142.19073
9.0,9,142.197094
10.0,10,142.205542
9.0,9,142.21318
9.0,9,142.219223
9.0,9,142.22915
8.0,8,142.235195
11.0,11,142.242441
10.0,10,142.252674
10.0,10,142.25887
10.0,10,142.267431
10.0,10,142.274637
9.0,9,142.283899
10.0,10,142.291177
10.0,10,142.301096
9.0,9,142.307143
10.0,10,142.314702
9.0,9,142.322447
9.0,9,142.330155
9.0,9,142.337528
10.0,10,142.346221
10.0,10,142.351938
9.0,9,142.358116
9.0,9,142.366899
9.0,9,142.373155
9.0,9,142.380752
12.0,11,142.390373
9.0,9,142.396506
10.0,10,142.405102
10.0,10,142.4255
9.0,9,142.438376
9.0,9,142.456819
9.0,9,142.466526
8.0,8,142.475801
8.0,8,142.486499
9.0,9,142.496291
10.0,10,142.51351
10.0,10,142.522408
10.0,10,142.533
9.0,9,142.544208
10.0,10,142.551262
9.0,9,142.561788
9.0,9,142.569682
9.0,9,142.577246
8.0,8,142.583804
9.0,9,142.590936
8.0,8,142.595562
11.0,11,142.605855
10.0,10,142.614425
8.0,8,142.620114
10.0,10,142.626294
9.0,9,142.634046
9.0,9,142.643095
10.0,10,142.649148
9.0,9,142.65533
10.0,10,142.665811
9.0,9,142.67187
10.0,10,142.68007
11.0,11,142.687805
10.0,10,142.696616
9.0,9,142.702838
8.0,8,142.709453
10.0,10,142.718087
10.0,10,142.724637
9.0,9,142.731967
10.0,10,142.740663
10.0,10,142.746867
8.0,8,142.755154
10.0,10,142.761857
10.0,10,142.770658
11.0,11,142.782522
9.0,9,142.795754
9.0,9,142.808469
10.0,10,142.816029
8.0,8,142.823725
10.0,10,142.834172
11.0,11,142.841736
8.0,8,142.849814
9.0,9,142.857883
10.0,10,142.863899
9.0,9,142.870908
8.0,8,142.877085
10.0,10,142.88607
10.0,10,142.891713
10.0,10,142.901748
8.0,8,142.907861
10.0,10,142.913602
10.0,10,142.922838
9.0,9,142.929224
9.0,9,142.936299
9.0,9,142.945082
10.0,10,142.951259
9.0,9,142.958716
8.0,8,142.964564
10.0,10,142.973135
11.0,11,142.98256
10.0,10,142.989342
9.0,9,142.997106
10.0,10,143.005911
12.0,11,143.013645
10.0,10,143.020807
9.0,9,143.027925
9.0,9,143.037192
9.0,9,143.043304
9.0,9,143.050297
9.0,9,143.056438
9.0,9,143.064853
9.0,9,143.071033
10.0,10,143.077073
10.0,10,143.087299
9.0,9,143.093878
9.0,9,143.100128
9.0,9,143.107816
9.0,9,143.115106
10.0,10,143.121262
8.0,8,143.128097
9.0,9,143.136283
9.0,9,143.150304
10.0,10,143.16084
10.0,10,143.175933
9.0,9,143.187745
10.0,10,143.206198
10.0,10,143.215047
10.0,10,143.226511
10.0,10,143.238466
12.0,11,143.246176
11.0,11,143.255458
9.0,9,143.262195
9.0,9,143.268844
9.0,9,143.275408
8.0,8,143.281451
10.0,10,143.28913
10.0,10,143.295341
10.0,10,143.304138
10.0,10,143.31031
9.0,9,143.320199
12.0,11,143.326471
10.0,10,143.333607
9.0,9,143.341289
10.0,10,143.350144
10.0,10,143.357475
8.0,8,143.3647
10.0,10,143.375278
10.0,10,143.383078
10.0,10,143.395856
9.0,9,143.40298
9.0,9,143.41231
9.0,9,143.419402
9.0,9,143.428361
10.0,10,143.437193
9.0,9,143.447592
10.0,10,143.460094
11.0,11,143.470491
10.0,10,143.477799
10.0,10,143.487679
10.0,10,143.494986
10.0,10,143.504074
9.0,9,143.512102
10.0,10,143.520176
11.0,11,143.529787
10.0,10,143.539584
10.0,10,143.548665
9.0,9,143.557376
9.0,9,143.568125
10.0,10,143.574317
9.0,9,143.581121
10.0,10,143.589193
10.0,10,143.596689
10.0,10,143.605746
9.0,9,143.611888
8.0,8,143.617613
10.0,10,143.6279
10.0,10,143.635071
9.0,9,143.641238
9.0,9,143.650027
10.0,10,143.656783
10.0,10,143.666466
9.0,9,143.674021
9.0,9,143.681095
9.0,9,143.686646
10.0,10,143.696048
9.0,9,143.701682
9.0,9,143.707381
10.0,10,143.717896
9.0,9,143.72414
11.0,11,143.732719
10.0,10,143.739806
10.0,10,143.748507
10.0,10,143.755114
9.0,9,143.76532
9.0,9,143.773005
10.0,10,143.779556
9.0,9,143.787466
10.0,10,143.795054
9.0,9,143.802526
10.0,10,143.810209
9.0,9,143.817482
9.0,9,143.826286
10.0,10,143.837022
9.0,9,143.843219
8.0,8,143.85049
10.0,10,143.858303
10.0,10,143.86559
10.0,10,143.874858
12.0,11,143.882157
9.0,9,143.891484
10.0,10,143.898591
9.0,9,143.904743
9.0,9,143.912852
9.0,9,143.920627
9.0,9,143.926678
9.0,9,143.933811
10.0,10,143.942776
9.0,9,143.949857
10.0,10,143.958008
10.0,10,143.96541
10.0,10,143.974266
10.0,10,143.980468
8.0,8,143.987513
10.0,10,143.995171
9.0,9,144.00276
9.0,9,144.008423
9.0,9,144.015475
9.0,9,144.023214
9.0,9,144.030939
12.0,12,144.039809
10.0,10,144.047523
10.0,10,144.057321
10.0,10,144.063478
9.0,9,144.072854
12.0,11,144.080541
8.0,8,144.087662
9.0,9,144.095371
9.0,9,144.101749
9.0,9,144.108167
10.0,10,144.118555
8.0,8,144.125633
9.0,9,144.131396
10.0,10,144.139099
8.0,8,144.145362
9.0,9,144.15546
8.0,8,144.162737
8.0,8,144.167349
8.0,8,144.173513
9.0,9,144.180779
9.0,9,144.186558
8.0,8,144.19276
10.0,10,144.19989
10.0,10,144.208723
9.0,9,144.215549
13.0,12,144.223267
10.0,10,144.232536
9.0,9,144.240683
11.0,11,144.249071
10.0,10,144.255968
10.0,10,144.266059
13.0,12,144.274708
10.0,10,144.280249
10.0,10,144.289409
10.0,10,144.296956
9.0,9,144.305588
10.0,10,144.314226
8.0,8,144.320477
10.0,10,144.329546
10.0,10,144.336654
10.0,10,144.34556
10.0,10,144.352264
10.0,10,144.359624
9.0,9,144.366853
10.0,10,144.373
8.0,8,144.379782
10.0,10,144.387539
10.0,10,144.393639
10.0,10,144.401356
10.0,10,144.409106
9.0,9,144.419524
9.0,9,144.425697
8.0,8,144.432534
9.0,9,144.440323
10.0,10,144.449104
10.0,10,144.456791
10.0,10,144.466747
9.0,9,144.474465
10.0,10,144.482525
9.0,9,144.491613
10.0,10,144.498951
9.0,9,144.505122
9.0,9,144.514016
9.0,9,144.519614
11.0,11,144.528248
9.0,9,144.534422
10.0,10,144.541679
10.0,10,144.549477
8.0,8,144.555182
9.0,9,144.561299
10.0,10,144.570145
9.0,9,144.576303
10.0,10,144.584587
10.0,10,144.592226
9.0,9,144.598406
8.0,8,144.605656
9.0,9,144.612495
11.0,11,144.621839
9.0,9,144.628017
10.0,10,144.63836
10.0,10,144.645211
10.0,10,144.653334
10.0,10,144.661035
10.0,10,144.669861
9.0,9,144.676049
10.0,10,144.68414
8.0,8,144.691242
10.0,10,144.697469
9.0,9,144.704515
10.0,10,144.714692
10.0,10,144.720505
9.0,9,144.729293
10.0,10,144.737023
8.0,8,144.74351
8.0,8,144.750126
8.0,8,144.75617
8.0,8,144.761708
9.0,9,144.76948
10.0,10,144.778894
9.0,9,144.784967
10.0,10,144.79459
10.0,10,144.802179
10.0,10,144.811126
11.0,11,144.818357
8.0,8,144.82418
10.0,10,144.83319
9.0,9,144.840486
8.0,8,144.846669
8.0,8,144.852813
10.0,10,144.86007
9.0,9,144.866242
9.0,9,144.871951
10.0,10,144.882281
8.0,8,144.887928
9.0,9,144.894478
10.0,10,144.900629
10.0,10,144.909986
10.0,10,144.916179
12.0,11,144.925594
8.0,8,144.932826
10.0,10,144.94266
10.0,10,144.950918
10.0,10,144.960179
9.0,9,144.96637
10.0,10,144.974101
10.0,10,144.982823
9.0,9,144.989373
8.0,8,144.995426
14.0,14,145.006248
9.0,9,145.013984
9.0,9,145.020528
9.0,9,145.024724
10.0,10,145.034012
9.0,9,145.041506
11.0,11,145.050061
9.0,9,145.056177
9.0,9,145.061805
10.0,10,145.0711
10.0,10,145.077873
9.0,9,145.085946
10.0,10,145.09253
9.0,9,145.099073
11.0,11,145.109437
10.0,10,145.117567
9.0,9,145.123613
10.0,10,145.129657
10.0,10,145.138752
10.0,10,145.145299
10.0,10,145.153934
9.0,9,145.160483
9.0,9,145.167672
10.0,10,145.175947
9.0,9,145.183223
9.0,9,145.189387
10.0,10,145.198185
10.0,10,145.204944
9.0,9,145.212639
8.0,8,145.218331
9.0,9,145.225541
9.0,9,145.231598
9.0,9,145.237792
8.0,8,145.244182
10.0,10,145.25332
9.0,9,145.26084
8.0,8,145.266887
10.0,10,145.276075
10.0,10,145.283679
9.0,9,145.290298
10.0,10,145.297972
9.0,9,145.304738
8.0,8,145.311509
10.0,10,145.319562
10.0,10,145.326735
9.0,9,145.333997
10.0,10,145.34331
9.0,9,145.350564
9.0,9,145.356737
9.0,9,145.364015
10.0,10,145.371904
8.0,8,145.37858
10.0,10,145.386201
9.0,9,145.392382
9.0,9,145.39916
10.0,10,145.407228
9.0,9,145.413862
10.0,10,145.421557
9.0,9,145.429774
9.0,9,145.436613
10.0,10,145.443659
8.0,8,145.449683
10.0,10,145.458263
9.0,9,145.465348
11.0,11,145.473466
10.0,10,145.480729
9.0,9,145.489489
10.0,10,145.495202
10.0,10,145.504822
9.0,9,145.510898
9.0,9,145.517459
9.0,9,145.523
10.0,10,145.530925
9.0,9,145.538287
9.0,9,145.543901
9.0,9,145.553162
9.0,9,145.558905
9.0,9,145.566608
9.0,9,145.573893
8.0,8,145.580046
11.0,11,145.589292
11.0,10,145.597964
9.0,9,145.604656
9.0,9,145.61081
9.0,9,145.617519
8.0,8,145.622927
11.0,11,145.631701
9.0,9,145.637932
10.0,10,145.64652
10.0,10,145.653247
9.0,9,145.660946
9.0,9,145.667814
11.0,11,145.67538
10.0,10,145.683133
9.0,9,145.689337
11.0,11,145.699679
10.0,10,145.708383
9.0,9,145.713946
8.0,8,145.720137
9.0,9,145.725853
8.0,8,145.732024
9.0,9,145.739314
9.0,9,145.747979
10.0,10,145.754139
10.0,10,145.762934
9.0,9,145.770227
9.0,9,145.776299
11.0,11,145.784664
10.0,10,145.79039
10.0,10,145.799629
10.0,10,145.806284
10.0,10,145.815363
10.0,10,145.822191
8.0,8,145.828236
9.0,9,145.836994
9.0,9,145.843142
12.0,11,145.851993
10.0,10,145.859704
9.0,9,145.866296
10.0,10,145.873447
10.0,10,145.88226
8.0,8,145.888313
10.0,10,145.896875
10.0,10,145.903032
8.0,8,145.908673
9.0,9,145.91744
8.0,8,145.923065
11.0,11,145.930625
10.0,10,145.938445
10.0,10,145.945671
10.0,10,145.953349
10.0,10,145.960609
10.0,10,145.969923
8.0,8,145.976069
9.0,9,145.981604
10.0,10,145.990198
10.0,10,145.996952
9.0,9,146.003574
10.0,10,146.01222
10.0,10,146.018391
9.0,9,146.026092
10.0,10,146.034383
10.0,10,146.042555
9.0,9,146.048717
10.0,10,146.05444
8.0,8,146.060601
9.0,9,146.071553
10.0,10,146.078608
10.0,10,146.085669
10.0,10,146.093278
10.0,10,146.101468
8.0,8,146.107607
9.0,9,146.113782
9.0,9,146.121037
10.0,10,146.132101
9.0,9,146.138655
9.0,9,146.144741
9.0,9,146.150467
10.0,10,146.159707
9.0,9,146.165842
10.0,10,146.173885
9.0,9,146.180926
8.0,8,146.186642
10.0,10,146.195489
9.0,9,146.203919
9.0,9,146.209601
8.0,8,146.215778
9.0,9,146.221916
10.0,10,146.230372
9.0,9,146.237078
10.0,10,146.242797
8.0,8,146.248953
9.0,9,146.257818
9.0,9,146.26412
12.0,11,146.272699
9.0,9,146.278325
9.0,9,146.28448
10.0,10,146.29327
10.0,10,146.299517
8.0,8,146.305565
10.0,10,146.313801
9.0,9,146.320593
10.0,10,146.326738
9.0,9,146.334011
9.0,9,146.34129
10.0,10,146.347463
9.0,9,146.356291
8.0,8,146.361523
10.0,10,146.368037
8.0,8,146.374113
11.0,11,146.382684
9.0,9,146.388317
10.0,10,146.397549
10.0,10,146.403114
9.0,9,146.409306
9.0,9,146.417949
10.0,10,146.42556
8.0,8,146.432819
9.0,9,146.438867
8.0,8,146.444996
10.0,10,146.453072
9.0,9,146.458612
10.0,10,146.467147
10.0,10,146.473189
9.0,9,146.478838
10.0,10,146.487155
10.0,10,146.494369
9.0,9,146.502934
10.0,10,146.510157
8.0,8,146.51477
10.0,10,146.523573
9.0,9,146.530944
9.0,9,146.537021
8.0,8,146.542583
10.0,10,146.55185
9.0,9,146.558214
10.0,10,146.563797
10.0,10,146.574485
10.0,10,146.580057
10.0,10,146.587297
10.0,10,146.59561
10.0,10,146.603406
9.0,9,146.6096
10.0,10,146.618362
10.0,10,146.626173
10.0,10,146.634347
9.0,9,146.640524
9.0,9,146.647733
9.0,9,146.653905
10.0,10,146.662661
9.0,9,146.668808
9.0,9,146.674607
9.0,9,146.683339
9.0,9,146.689883
8.0,8,146.695601
9.0,9,146.701639
10.0,10,146.710886
11.0,11,146.717467
9.0,9,146.725594
9.0,9,146.731731
9.0,9,146.737901
8.0,8,146.743582
8.0,8,146.749764
10.0,10,146.757513
9.0,9,146.763623
10.0,10,146.770675
10.0,10,146.77834
10.0,10,146.784885
10.0,10,146.795261
8.0,8,146.802825
9.0,9,146.808434
10.0,10,146.818
9.0,9,146.824729
10.0,10,146.830902
15.0,15,146.843148
8.0,8,146.849211
10.0,10,146.85706
8.0,8,146.862843
10.0,10,146.869023
12.0,11,146.876698
9.0,9,146.882978
10.0,10,146.890609
10.0,10,146.897681
11.0,11,146.906749
9.0,9,146.912803
9.0,9,146.918951
9.0,9,146.927871
10.0,10,146.934947
8.0,8,146.940575
11.0,11,146.949644
9.0,9,146.956722
10.0,10,146.96429
10.0,10,146.970987
10.0,10,146.980061
10.0,10,146.987728
11.0,11,146.996326
9.0,9,147.001885
10.0,10,147.010545
8.0,8,147.016695
10.0,10,147.023538
10.0,10,147.031094
10.0,10,147.038162
8.0,8,147.044343
9.0,9,147.050068
10.0,10,147.057874
10.0,10,147.065686
9.0,9,147.073839
10.0,10,147.079981
9.0,9,147.087769
9.0,9,147.095354
9.0,9,147.102489
9.0,9,147.109538
9.0,9,147.116238
9.0,9,147.123857
10.0,10,147.131091
10.0,10,147.139148
9.0,9,147.145199
10.0,10,147.151997
9.0,9,147.160358
10.0,10,147.168054
8.0,8,147.174047
9.0,9,147.179744
9.0,9,147.188539
9.0,9,147.194579
10.0,10,147.200758
9.0,9,147.209168
11.0,11,147.215356
9.0,9,147.222686
9.0,9,147.228851
10.0,10,147.236569
8.0,8,147.242277
10.0,10,147.251525
9.0,9,147.25775
10.0,10,147.266555
10.0,10,147.272385
8.0,8,147.27869
8.0,8,147.285412
8.0,8,147.291477
10.0,10,147.299171
10.0,10,147.30691
10.0,10,147.317014
9.0,9,147.322692
9.0,9,147.328852
8.0,8,147.334543
9.0,9,147.342218
10.0,10,147.351687
9.0,9,147.35775
9.0,9,147.364311
9.0,9,147.373042
8.0,8,147.379292
10.0,10,147.386401
10.0,10,147.394924
11.0,11,147.401961
10.0,10,147.411104
8.0,8,147.417153
9.0,9,147.422857
10.0,10,147.430138
9.0,9,147.436329
9.0,9,147.443568
10.0,10,147.45348
10.0,10,147.459558
10.0,10,147.468829
10.0,10,147.476125
9.0,9,147.483922
10.0,10,147.491307
9.0,9,147.498105
8.0,8,147.505339
10.0,10,147.513053
9.0,9,147.520268
9.0,9,147.525884
9.0,9,147.532085
10.0,10,147.539346
10.0,10,147.547035
10.0,10,147.554584
10.0,10,147.561862
10.0,10,147.570673
9.0,9,147.576803
9.0,9,147.583051
9.0,9,147.590507
10.0,10,147.597783
10.0,10,147.605849
10.0,10,147.614048
9.0,9,147.620549
10.0,10,147.628607
9.0,9,147.635889
9.0,9,147.641928
9.0,9,147.650842
8.0,8,147.656399
10.0,10,147.663487
9.0,9,147.669644
11.0,11,147.678249
9.0,9,147.685461
11.0,11,147.695104
10.0,10,147.702803
8.0,8,147.708895
9.0,9,147.71551
10.0,10,147.723069
9.0,9,147.730804
8.0,8,147.738073
8.0,8,147.742686
10.0,10,147.750569
9.0,9,147.756174
9.0,9,147.765226
9.0,9,147.770786
9.0,9,147.777889
10.0,10,147.785524
10.0,10,147.792697
11.0,11,147.800645
10.0,10,147.808326
10.0,10,147.81642
10.0,10,147.824254
9.0,9,147.831517
11.0,11,147.839239
10.0,10,147.847548
10.0,10,147.854204
8.0,8,147.860079
9.0,9,147.868874
11.0,11,147.876594
11.0,11,147.885871
10.0,10,147.893667
9.0,9,147.899262
9.0,9,147.905301
9.0,9,147.912436
10.0,10,147.921097
10.0,10,147.928266
10.0,10,147.935845
9.0,9,147.941552
10.0,10,147.950367
8.0,8,147.955507
11.0,11,147.963176
11.0,11,147.97232
11.0,11,147.980145
9.0,9,147.987219
9.0,9,147.99337
8.0,8,147.999533
8.0,8,148.00522
10.0,10,148.014069
9.0,9,148.019629
9.0,9,148.027343
9.0,9,148.03614
8.0,8,148.042339
10.0,10,148.048881
9.0,9,148.055434
9.0,9,148.063997
9.0,9,148.07018
10.0,10,148.077432
9.0,9,148.084534
10.0,10,148.091585
10.0,10,148.099243
10.0,10,148.105378
8.0,8,148.113059
10.0,10,148.120643
9.0,9,148.126365
12.0,12,148.135633
9.0,9,148.143108
8.0,8,148.149154
8.0,8,148.155191
8.0,8,148.160764
10.0,10,148.169981
10.0,10,148.177259
10.0,10,148.185922
9.0,9,148.193067
9.0,9,148.199109
8.0,8,148.204147
10.0,10,148.213017
10.0,10,148.220642
9.0,9,148.225796
10.0,10,148.234615
9.0,9,148.241667
10.0,10,148.249886
10.0,10,148.256559
10.0,10,148.264821
10.0,10,148.269947
8.0,8,148.276239
9.0,9,148.282325
10.0,10,148.291392
9.0,9,148.296983
10.0,10,148.305047
9.0,9,148.312122
8.0,8,148.317677
11.0,11,148.326481
10.0,10,148.334164
10.0,10,148.342464
9.0,9,148.349173
9.0,9,148.355305
9.0,9,148.361015
9.0,9,148.368752
9.0,9,148.374565
9.0,9,148.380942
9.0,9,148.387674
8.0,8,148.393231
9.0,9,148.400318
9.0,9,148.407665
10.0,10,148.414063
10.0,10,148.421334
9.0,9,148.427482
10.0,10,148.437852
8.0,8,148.444027
9.0,9,148.449564
10.0,10,148.456747
9.0,9,148.465933
8.0,8,148.471644
9.0,9,148.477907
10.0,9,148.485482
10.0,10,148.493539
9.0,9,148.50016
9.0,9,148.506706
10.0,10,148.514483
9.0,9,148.521145
11.0,11,148.530433
10.0,10,148.537999
12.0,12,148.547171
9.0,9,148.553347
10.0,10,148.560607
9.0,9,148.566792
9.0,9,148.573775
10.0,10,148.582583
9.0,9,148.588279
9.0,9,148.595453
10.0,10,148.604258
9.0,9,148.60923
8.0,8,148.615416
9.0,9,148.622696
9.0,9,148.631946
10.0,10,148.638557
10.0,10,148.647205
9.0,9,148.653244
11.0,11,148.660854
10.0,10,148.665482
9.0,9,148.672799
9.0,9,148.680506
8.0,8,148.68625
9.0,9,148.6924
8.0,8,148.699633
9.0,9,148.705961
9.0,9,148.713732
9.0,9,148.721335
9.0,9,148.727372
9.0,9,148.73465
10.0,10,148.74246
9.0,9,148.750089
9.0,9,148.755712
8.0,8,148.760321
10.0,10,148.769083
8.0,8,148.775333
10.0,10,148.782384
9.0,9,148.788551
10.0,10,148.796804
9.0,9,148.804079
12.0,12,148.814353
10.0,10,148.82355
10.0,10,148.82909
9.0,9,148.83637
10.0,10,148.843581
9.0,9,148.849719
11.0,11,148.858672
10.0,10,148.864716
9.0,9,148.872948
9.0,9,148.880002
9.0,9,148.886147
10.0,10,148.893402
9.0,9,148.89955
10.0,10,148.906874
10.0,10,148.914539
10.0,10,148.922269
11.0,11,148.93232
9.0,9,148.938563
9.0,9,148.946634
10.0,9,148.952261
9.0,9,148.958307
9.0,9,148.965363
10.0,10,148.97313
8.0,8,148.980238
10.0,10,148.986385
9.0,9,148.994947
9.0,9,149.001025
10.0,10,149.007859
9.0,9,149.016658
10.0,10,149.02284
9.0,9,149.02982
8.0,8,149.036088
9.0,9,149.043793
9.0,9,149.051038
9.0,9,149.057169
9.0,9,149.064373
9.0,9,149.073086
9.0,9,149.0799
9.0,9,149.086167
11.0,11,149.095437
9.0,9,149.101217
8.0,8,149.108485
9.0,9,149.114657
9.0,9,149.123465
9.0,9,149.131182
11.0,11,149.138598
10.0,10,149.144645
8.0,8,149.150708
10.0,10,149.159317
8.0,8,149.165479
9.0,9,149.172289
11.0,10,149.178833
10.0,10,149.187383
9.0,9,149.193542
9.0,9,149.201165
10.0,10,149.20925
10.0,10,149.216097
10.0,10,149.222651
8.0,8,149.228693
9.0,9,149.235116
10.0,10,149.24418
10.0,10,149.250239
9.0,9,149.256439
10.0,10,149.266868
9.0,9,149.27149
10.0,10,149.280323
9.0,9,149.287478
9.0,9,149.293518
9.0,9,149.299733
10.0,10,149.308828
9.0,9,149.314868
10.0,10,149.322927
8.0,8,149.328519
8.0,8,149.334809
9.0,9,149.340963
9.0,9,149.346601
8.0,8,149.352983
10.0,10,149.361775
8.0,8,149.369034
9.0,9,149.375156
9.0,9,149.381338
9.0,9,149.388586
10.0,10,149.396968
9.0,9,149.402514
9.0,9,149.408108
9.0,9,149.417251
10.0,10,149.423838
9.0,9,149.431045
10.0,10,149.44024
9.0,9,149.448401
8.0,8,149.454458
10.0,10,149.465188
10.0,10,149.471376
10.0,10,149.483328
10.0,10,149.490886
11.0,11,149.501537
9.0,9,149.508637
9.0,9,149.515923
9.0,9,149.526138
10.0,10,149.530795
