#{"t_start": 1760168200.6778426, "env_id": "None"}
r,l,t
10.0,10,13.124924
9.0,9,13.130961
9.0,9,13.136993
9.0,9,13.145131
9.0,9,13.152184
9.0,9,13.157805
10.0,10,13.167025
8.0,8,13.173191
9.0,9,13.179343
10.0,10,13.187046
9.0,9,13.194798
8.0,8,13.200871
9.0,9,13.207494
9.0,9,13.21396
10.0,10,13.221511
10.0,10,13.22866
9.0,9,13.235921
10.0,10,13.243738
8.0,8,13.249867
10.0,10,13.255725
9.0,9,13.264785
10.0,10,13.27088
9.0,9,13.278688
10.0,10,13.286936
11.0,11,13.296222
8.0,8,13.301945
9.0,9,13.308765
10.0,10,13.315276
9.0,9,13.323482
10.0,10,13.329657
9.0,9,13.335364
9.0,9,13.345187
10.0,10,13.351344
10.0,10,13.360588
9.0,9,13.366322
10.0,10,13.373145
8.0,8,13.379372
12.0,12,13.388633
9.0,9,13.397436
9.0,9,13.403605
9.0,9,13.411237
10.0,10,13.419336
9.0,9,13.426443
10.0,10,13.434004
8.0,8,13.440313
10.0,10,13.448461
9.0,9,13.45462
9.0,9,13.460331
9.0,9,13.469606
9.0,9,13.475433
10.0,10,13.483138
8.0,8,13.488849
8.0,8,13.496617
8.0,8,13.50268
9.0,9,13.510367
10.0,10,13.517966
10.0,10,13.527031
9.0,9,13.533713
8.0,8,13.540501
9.0,9,13.546152
10.0,10,13.554432
9.0,9,13.56167
9.0,9,13.567364
9.0,9,13.57362
10.0,10,13.582674
9.0,9,13.588353
10.0,10,13.598751
9.0,9,13.60553
9.0,9,13.610226
9.0,9,13.615466
8.0,8,13.623192
9.0,9,13.631522
8.0,8,13.638345
9.0,9,13.643489
11.0,11,13.652718
10.0,10,13.659999
9.0,9,13.666051
9.0,9,13.675409
9.0,9,13.680998
9.0,9,13.688126
9.0,9,13.694185
9.0,9,13.701921
10.0,10,13.708137
11.0,11,13.717692
11.0,11,13.726335
10.0,10,13.732884
10.0,10,13.74246
11.0,11,13.749504
10.0,10,13.758315
8.0,8,13.762933
10.0,10,13.769311
8.0,8,13.776406
10.0,10,13.7852
8.0,8,13.791351
9.0,9,13.797506
9.0,9,13.803637
10.0,10,13.812263
10.0,10,13.817833
9.0,9,13.826492
8.0,8,13.832193
9.0,9,13.839268
10.0,10,13.845849
8.0,8,13.851429
10.0,10,13.859147
10.0,10,13.866438
10.0,10,13.876747
10.0,10,13.88234
9.0,9,13.891618
10.0,10,13.89734
10.0,10,13.9061
9.0,9,13.912197
9.0,9,13.917874
10.0,10,13.926674
10.0,10,13.934348
11.0,11,13.944571
9.0,9,13.951629
10.0,10,13.960339
11.0,11,13.968509
9.0,9,13.976206
10.0,10,13.983968
10.0,10,13.992666
9.0,9,14.000458
9.0,9,14.00502
10.0,10,14.014851
10.0,10,14.021548
10.0,10,14.029389
8.0,8,14.035708
9.0,9,14.041275
9.0,9,14.048517
10.0,10,14.056202
9.0,9,14.063053
10.0,10,14.069264
10.0,10,14.076982
9.0,9,14.08271
11.0,11,14.093111
9.0,9,14.100455
10.0,10,14.109555
9.0,9,14.116217
10.0,10,14.122257
9.0,9,14.131055
8.0,8,14.138828
10.0,10,14.146092
10.0,10,14.155359
9.0,9,14.164193
9.0,9,14.171058
11.0,11,14.178685
9.0,9,14.184862
10.0,10,14.193676
9.0,9,14.201563
8.0,8,14.206681
8.0,8,14.212838
9.0,9,14.219016
10.0,10,14.229251
9.0,9,14.236628
11.0,11,14.248414
10.0,10,14.255712
9.0,9,14.263434
10.0,10,14.273846
10.0,10,14.281409
8.0,8,14.287019
9.0,9,14.296195
11.0,11,14.304627
10.0,10,14.313192
10.0,10,14.317719
9.0,9,14.326968
9.0,9,14.333175
9.0,9,14.339323
9.0,9,14.346926
11.0,11,14.354986
10.0,10,14.364175
9.0,9,14.370606
9.0,9,14.376834
9.0,9,14.38305
10.0,10,14.393416
9.0,9,14.399687
9.0,9,14.406354
9.0,9,14.414078
11.0,11,14.421785
10.0,10,14.429614
8.0,8,14.435178
9.0,9,14.441223
9.0,9,14.44685
9.0,9,14.45562
10.0,10,14.46392
9.0,9,14.469554
10.0,10,14.478719
8.0,8,14.48487
11.0,11,14.493705
12.0,12,14.502963
10.0,10,14.509103
10.0,10,14.51947
10.0,10,14.525621
9.0,9,14.531963
10.0,10,14.540675
9.0,9,14.546865
10.0,10,14.556607
10.0,10,14.562872
10.0,10,14.570003
9.0,9,14.577709
10.0,10,14.583386
10.0,10,14.592455
9.0,9,14.599499
10.0,10,14.607056
9.0,9,14.614624
10.0,10,14.620777
10.0,10,14.631191
8.0,8,14.637336
9.0,9,14.643225
9.0,9,14.649386
9.0,9,14.657098
10.0,10,14.663696
9.0,9,14.669748
9.0,9,14.67692
10.0,10,14.684188
10.0,10,14.691463
9.0,9,14.697708
9.0,9,14.703752
9.0,9,14.70936
9.0,9,14.717056
9.0,9,14.724295
10.0,10,14.730562
10.0,10,14.737807
10.0,10,14.743958
10.0,10,14.753042
9.0,9,14.760375
9.0,9,14.766431
10.0,10,14.773636
9.0,9,14.780936
10.0,10,14.788565
10.0,10,14.795821
10.0,10,14.803433
9.0,9,14.809581
8.0,8,14.815268
10.0,10,14.821444
10.0,10,14.829276
10.0,10,14.836326
10.0,10,14.84445
9.0,9,14.850494
9.0,9,14.858063
9.0,9,14.865796
10.0,10,14.871902
9.0,9,14.87921
10.0,10,14.886911
11.0,11,14.896268
10.0,10,14.90281
10.0,10,14.913021
9.0,9,14.91764
11.0,11,14.926497
10.0,10,14.932553
8.0,8,14.93923
9.0,9,14.945383
10.0,10,14.954618
11.0,11,14.96193
9.0,9,14.968575
10.0,10,14.97513
10.0,10,14.982682
9.0,9,14.989357
10.0,10,14.998129
9.0,9,15.004243
11.0,11,15.013864
9.0,9,15.019648
10.0,10,15.026071
10.0,10,15.034704
9.0,9,15.041742
10.0,10,15.048782
11.0,11,15.056464
9.0,9,15.066249
10.0,10,15.071891
9.0,9,15.079077
9.0,9,15.086749
9.0,9,15.091846
9.0,9,15.098526
10.0,10,15.105761
9.0,9,15.111941
8.0,8,15.118102
9.0,9,15.124612
10.0,10,15.132893
8.0,8,15.137099
9.0,9,15.143572
11.0,11,15.15235
10.0,10,15.159216
9.0,9,15.165284
9.0,9,15.172424
9.0,9,15.178601
10.0,10,15.185403
9.0,9,15.192716
10.0,10,15.199761
9.0,9,15.205918
10.0,10,15.215212
10.0,10,15.221246
10.0,10,15.229905
10.0,10,15.237145
9.0,9,15.24595
10.0,10,15.252996
9.0,9,15.258947
10.0,10,15.266535
9.0,9,15.272685
8.0,8,15.27933
9.0,9,15.285438
9.0,9,15.293298
10.0,10,15.299362
9.0,9,15.305404
12.0,12,15.313059
10.0,10,15.322434
10.0,10,15.328058
9.0,9,15.336912
8.0,8,15.342636
9.0,9,15.348797
10.0,10,15.356505
8.0,8,15.361803
9.0,9,15.370348
10.0,10,15.376513
10.0,10,15.385293
10.0,10,15.392592
11.0,11,15.40139
9.0,9,15.407932
9.0,9,15.413492
10.0,10,15.420802
10.0,10,15.428686
9.0,9,15.436368
11.0,11,15.442889
10.0,10,15.45167
11.0,11,15.459445
11.0,11,15.466958
10.0,10,15.473105
9.0,9,15.480859
9.0,9,15.487224
9.0,9,15.495478
10.0,10,15.501046
10.0,10,15.508598
10.0,10,15.514211
10.0,10,15.521499
8.0,8,15.526061
11.0,11,15.531245
10.0,10,15.53995
8.0,8,15.546691
10.0,10,15.551962
10.0,10,15.559068
12.0,12,15.567702
10.0,10,15.574338
10.0,10,15.58272
9.0,9,15.58847
12.0,12,15.597487
9.0,9,15.602117
9.0,9,15.6109
9.0,9,15.61772
11.0,11,15.625445
10.0,10,15.631644
9.0,9,15.637811
8.0,8,15.644953
11.0,11,15.653542
10.0,10,15.661224
10.0,10,15.667395
10.0,10,15.676198
9.0,9,15.683846
10.0,10,15.689882
10.0,10,15.697943
10.0,10,15.705003
9.0,9,15.712223
10.0,10,15.718985
9.0,9,15.725045
10.0,10,15.733633
10.0,10,15.739757
11.0,11,15.749158
9.0,9,15.754718
12.0,12,15.76379
9.0,9,15.77095
8.0,8,15.776792
10.0,10,15.783153
11.0,11,15.793705
9.0,9,15.800331
9.0,9,15.805872
9.0,9,15.814039
9.0,9,15.819402
10.0,10,15.826676
10.0,10,15.835411
9.0,9,15.841597
10.0,10,15.849404
9.0,9,15.856495
9.0,9,15.862124
10.0,10,15.871451
9.0,9,15.876563
9.0,9,15.883441
9.0,9,15.889599
9.0,9,15.897275
10.0,10,15.902961
10.0,10,15.910646
11.0,11,15.917912
10.0,10,15.925985
9.0,9,15.932537
9.0,9,15.938135
9.0,9,15.947938
10.0,10,15.954015
9.0,9,15.960565
10.0,10,15.96764
11.0,11,15.975347
8.0,8,15.981205
9.0,9,15.987248
10.0,10,15.994359
10.0,10,16.001603
9.0,9,16.007747
12.0,12,16.016315
9.0,9,16.023359
10.0,10,16.030942
10.0,10,16.037096
11.0,11,16.047099
10.0,10,16.055192
9.0,9,16.06227
9.0,9,16.068424
10.0,10,16.077747
9.0,9,16.083939
9.0,9,16.091063
9.0,9,16.098614
10.0,10,16.10635
10.0,10,16.11292
11.0,11,16.121732
10.0,10,16.130449
9.0,9,16.136693
8.0,8,16.143095
9.0,9,16.151753
11.0,11,16.160871
9.0,9,16.168135
11.0,11,16.175865
10.0,10,16.182684
9.0,9,16.192057
10.0,10,16.200881
9.0,9,16.20743
11.0,11,16.2157
9.0,9,16.221738
9.0,9,16.228785
8.0,8,16.234958
10.0,10,16.241436
9.0,9,16.250713
10.0,10,16.258784
9.0,9,16.264347
11.0,11,16.273637
9.0,9,16.279925
9.0,9,16.28552
9.0,9,16.29278
8.0,8,16.298931
8.0,8,16.30599
9.0,9,16.313894
10.0,10,16.320441
10.0,10,16.328063
10.0,10,16.334105
9.0,9,16.341203
10.0,10,16.347678
10.0,10,16.356937
9.0,9,16.362983
9.0,9,16.369036
10.0,10,16.376724
9.0,9,16.38351
10.0,10,16.389563
9.0,9,16.398733
10.0,10,16.404433
9.0,9,16.411213
10.0,10,16.419439
10.0,10,16.425561
10.0,10,16.432608
9.0,9,16.438751
9.0,9,16.446059
9.0,9,16.453766
10.0,10,16.460495
10.0,10,16.467625
10.0,10,16.475317
10.0,10,16.482116
9.0,9,16.488257
12.0,12,16.497051
10.0,10,16.503203
9.0,9,16.512074
10.0,10,16.518239
10.0,10,16.526828
9.0,9,16.53235
10.0,10,16.536922
8.0,8,16.544115
8.0,8,16.550904
10.0,10,16.558536
8.0,8,16.564702
12.0,12,16.57409
8.0,8,16.580148
9.0,9,16.586188
11.0,11,16.59384
9.0,9,16.600575
10.0,10,16.607877
9.0,9,16.613977
9.0,9,16.620055
9.0,9,16.626224
12.0,12,16.633486
10.0,10,16.642787
9.0,9,16.648329
11.0,11,16.65601
9.0,9,16.662718
10.0,10,16.66989
8.0,8,16.675661
9.0,9,16.680888
8.0,8,16.686551
9.0,9,16.69271
10.0,10,16.700879
9.0,9,16.706429
11.0,11,16.715596
10.0,10,16.720227
9.0,9,16.727501
10.0,10,16.735199
10.0,10,16.742964
9.0,9,16.750061
10.0,10,16.757315
8.0,8,16.761926
9.0,9,16.769075
9.0,9,16.776682
9.0,9,16.78327
10.0,10,16.789312
8.0,8,16.794901
9.0,9,16.80108
8.0,8,16.807975
10.0,10,16.813537
10.0,10,16.820755
9.0,9,16.826944
10.0,10,16.834066
10.0,10,16.841855
9.0,9,16.849941
9.0,9,16.856074
10.0,10,16.864343
10.0,10,16.869944
8.0,8,16.876221
9.0,9,16.885029
9.0,9,16.891179
8.0,8,16.897246
9.0,9,16.902834
9.0,9,16.909024
8.0,8,16.913577
10.0,10,16.921297
9.0,9,16.927643
9.0,9,16.932769
10.0,10,16.941099
8.0,8,16.946144
10.0,10,16.953298
9.0,9,16.96054
11.0,11,16.968223
9.0,9,16.977437
9.0,9,16.983481
9.0,9,16.98953
10.0,10,16.997465
10.0,10,17.003623
10.0,10,17.011338
10.0,10,17.017893
9.0,9,17.023432
10.0,10,17.031098
11.0,11,17.040449
10.0,10,17.046605
9.0,9,17.052294
9.0,9,17.061045
10.0,10,17.067768
10.0,10,17.076936
9.0,9,17.082979
9.0,9,17.088546
9.0,9,17.094598
9.0,9,17.1023
10.0,10,17.107882
9.0,9,17.114954
9.0,9,17.122617
9.0,9,17.129354
9.0,9,17.136606
8.0,8,17.142809
8.0,8,17.147345
10.0,10,17.156594
9.0,9,17.162311
9.0,9,17.169077
9.0,9,17.175621
10.0,10,17.182717
8.0,8,17.188873
10.0,10,17.197668
8.0,8,17.20338
10.0,10,17.210994
9.0,9,17.217159
11.0,11,17.225894
9.0,9,17.23204
10.0,10,17.240319
10.0,10,17.245461
9.0,9,17.2516
10.0,10,17.260393
8.0,8,17.266558
9.0,9,17.274559
10.0,10,17.28334
8.0,8,17.289037
9.0,9,17.293675
10.0,10,17.300471
10.0,10,17.308629
10.0,10,17.315325
8.0,8,17.320447
9.0,9,17.329007
9.0,9,17.335184
11.0,11,17.342829
9.0,9,17.348512
10.0,10,17.356239
14.0,14,17.366999
10.0,10,17.373593
10.0,10,17.382153
9.0,9,17.38829
10.0,10,17.395598
9.0,9,17.40186
9.0,9,17.408018
10.0,10,17.416816
9.0,9,17.424167
10.0,10,17.429847
9.0,9,17.43868
9.0,9,17.44437
9.0,9,17.450504
11.0,11,17.460318
10.0,10,17.466063
9.0,9,17.474203
9.0,9,17.48028
10.0,10,17.487978
9.0,9,17.495646
10.0,10,17.502398
10.0,10,17.509085
10.0,10,17.516763
10.0,10,17.523996
10.0,10,17.53018
10.0,10,17.539474
11.0,11,17.545096
8.0,8,17.550476
8.0,8,17.556166
9.0,9,17.564495
10.0,10,17.572223
11.0,11,17.580411
8.0,8,17.586558
8.0,8,17.59225
10.0,10,17.599013
10.0,10,17.606986
8.0,8,17.613166
9.0,9,17.619331
10.0,10,17.62658
10.0,10,17.633919
9.0,9,17.639619
14.0,14,17.650385
8.0,8,17.656082
10.0,10,17.662243
9.0,9,17.669997
9.0,9,17.676581
8.0,8,17.682613
9.0,9,17.688267
10.0,10,17.696838
9.0,9,17.702881
8.0,8,17.708458
8.0,8,17.715575
9.0,9,17.72173
9.0,9,17.727788
9.0,9,17.735973
12.0,12,17.745203
9.0,9,17.750837
10.0,10,17.756872
9.0,9,17.765629
9.0,9,17.770256
10.0,10,17.776396
9.0,9,17.783531
10.0,10,17.789694
9.0,9,17.793845
10.0,10,17.802098
10.0,10,17.808658
9.0,9,17.815802
10.0,10,17.823498
9.0,9,17.829312
8.0,8,17.835484
10.0,10,17.844253
9.0,9,17.850422
9.0,9,17.856579
9.0,9,17.865467
10.0,10,17.872656
9.0,9,17.878409
10.0,10,17.88765
8.0,8,17.893379
10.0,10,17.899702
9.0,9,17.907926
9.0,9,17.914035
10.0,10,17.920193
10.0,10,17.929113
9.0,9,17.935283
9.0,9,17.940986
10.0,10,17.950202
9.0,9,17.95594
10.0,10,17.964563
10.0,10,17.969702
9.0,9,17.976911
11.0,11,17.985219
9.0,9,17.991349
10.0,10,17.999375
8.0,8,18.003969
10.0,10,18.012394
10.0,10,18.019632
10.0,10,18.026407
11.0,11,18.035096
9.0,9,18.041167
9.0,9,18.049784
10.0,10,18.055809
9.0,9,18.062409
10.0,10,18.070963
10.0,10,18.076996
9.0,9,18.084129
9.0,9,18.090284
8.0,8,18.097961
10.0,10,18.105094
9.0,9,18.11234
10.0,10,18.118485
8.0,8,18.123115
9.0,9,18.130857
11.0,11,18.139401
10.0,10,18.148067
10.0,10,18.154629
10.0,10,18.163907
9.0,9,18.17005
9.0,9,18.177271
10.0,10,18.184346
8.0,8,18.190043
10.0,10,18.196274
8.0,8,18.202001
10.0,10,18.209726
10.0,10,18.216809
9.0,9,18.223239
12.0,12,18.232766
9.0,9,18.239729
9.0,9,18.247002
8.0,8,18.25425
9.0,9,18.260522
9.0,9,18.266611
8.0,8,18.272277
10.0,10,18.280972
10.0,10,18.288021
8.0,8,18.294106
8.0,8,18.301219
10.0,10,18.311032
10.0,10,18.316173
11.0,11,18.326589
10.0,10,18.334261
9.0,9,18.340433
10.0,10,18.34665
10.0,10,18.35535
9.0,9,18.362621
9.0,9,18.368773
9.0,9,18.37739
10.0,10,18.385126
9.0,9,18.391414
10.0,10,18.399748
10.0,10,18.406638
9.0,9,18.414383
9.0,9,18.421617
9.0,9,18.428158
10.0,10,18.435419
9.0,9,18.442633
9.0,9,18.448815
10.0,10,18.456635
10.0,10,18.464181
10.0,10,18.471763
9.0,9,18.477973
9.0,9,18.484692
9.0,9,18.490815
10.0,10,18.499371
9.0,9,18.505518
8.0,8,18.510147
9.0,9,18.515851
10.0,10,18.523602
10.0,10,18.530671
10.0,10,18.538318
10.0,10,18.545529
10.0,10,18.553211
9.0,9,18.560466
9.0,9,18.56501
9.0,9,18.574235
10.0,10,18.579946
10.0,10,18.588251
9.0,9,18.594876
10.0,10,18.601049
10.0,10,18.609804
10.0,10,18.615959
9.0,9,18.625038
10.0,10,18.63113
10.0,10,18.639677
11.0,11,18.645542
8.0,8,18.651232
10.0,10,18.658979
10.0,10,18.664546
9.0,9,18.673371
8.0,8,18.681087
9.0,9,18.687072
10.0,10,18.694376
8.0,8,18.70051
10.0,10,18.707766
9.0,9,18.712376
8.0,8,18.717922
12.0,12,18.726278
10.0,10,18.735047
9.0,9,18.741223
10.0,10,18.747378
9.0,9,18.757888
9.0,9,18.764663
9.0,9,18.771348
10.0,10,18.780828
9.0,9,18.787884
8.0,8,18.793926
10.0,10,18.800617
9.0,9,18.80991
10.0,10,18.817177
10.0,10,18.825969
10.0,10,18.832055
10.0,10,18.839808
10.0,10,18.850334
9.0,9,18.85789
10.0,10,18.869591
8.0,8,18.877912
9.0,9,18.884747
10.0,10,18.892929
10.0,10,18.900116
9.0,9,18.907387
10.0,10,18.918378
9.0,9,18.925434
10.0,10,18.93462
9.0,9,18.941297
10.0,10,18.94886
10.0,10,18.958168
9.0,9,18.965901
9.0,9,18.971639
10.0,10,18.98044
8.0,8,18.987727
10.0,10,18.993886
8.0,8,19.000771
8.0,8,19.006945
8.0,8,19.013107
10.0,10,19.021764
8.0,8,19.028872
10.0,10,19.035
10.0,10,19.042343
10.0,10,19.050227
10.0,10,19.058316
9.0,9,19.064354
9.0,9,19.07025
10.0,10,19.078563
9.0,9,19.085494
10.0,10,19.094593
10.0,10,19.101137
9.0,9,19.107181
10.0,10,19.115692
9.0,9,19.12074
10.0,10,19.130662
10.0,10,19.136809
9.0,9,19.143596
10.0,10,19.152194
8.0,8,19.15975
9.0,9,19.165949
10.0,10,19.175901
8.0,8,19.1822
8.0,8,19.188293
9.0,9,19.195565
8.0,8,19.202738
9.0,9,19.210808
9.0,9,19.216116
10.0,10,19.224926
10.0,10,19.232656
10.0,10,19.241496
10.0,10,19.24933
9.0,9,19.256451
9.0,9,19.265542
10.0,10,19.272837
10.0,10,19.28232
10.0,10,19.290227
9.0,9,19.299357
10.0,10,19.306675
9.0,9,19.315574
10.0,10,19.324819
10.0,10,19.332131
9.0,9,19.342993
9.0,9,19.35238
10.0,10,19.359684
9.0,9,19.367397
10.0,10,19.374884
10.0,10,19.383107
10.0,10,19.391053
9.0,9,19.396588
10.0,10,19.405686
10.0,10,19.413133
10.0,10,19.422744
10.0,10,19.429928
10.0,10,19.437715
9.0,9,19.4471
10.0,10,19.456335
9.0,9,19.464463
9.0,9,19.470514
10.0,10,19.479347
10.0,10,19.486613
9.0,9,19.493916
10.0,10,19.501633
10.0,10,19.508949
10.0,10,19.519886
10.0,10,19.526234
10.0,10,19.535086
10.0,10,19.542977
10.0,10,19.553159
8.0,8,19.559365
9.0,9,19.566125
9.0,9,19.571299
9.0,9,19.581274
9.0,9,19.586859
9.0,9,19.594417
9.0,9,19.601572
9.0,9,19.611149
8.0,8,19.618843
10.0,10,19.626402
10.0,10,19.636111
9.0,9,19.643767
10.0,10,19.650393
9.0,9,19.658964
9.0,9,19.666749
8.0,8,19.67325
10.0,10,19.680651
9.0,9,19.690997
10.0,10,19.697163
10.0,10,19.705946
9.0,9,19.712806
10.0,10,19.718971
9.0,9,19.726701
10.0,10,19.73441
10.0,10,19.74337
9.0,9,19.750926
9.0,9,19.756503
9.0,9,19.764222
10.0,10,19.773069
9.0,9,19.7809
8.0,8,19.78666
10.0,10,19.794356
10.0,10,19.801837
9.0,9,19.806468
9.0,9,19.818446
8.0,8,19.827735
9.0,9,19.835721
9.0,9,19.84619
10.0,10,19.856812
11.0,11,19.864376
11.0,11,19.875407
9.0,9,19.881055
9.0,9,19.889598
12.0,12,19.89835
10.0,10,19.906052
10.0,10,19.915422
10.0,10,19.921974
9.0,9,19.929643
9.0,9,19.937327
10.0,10,19.944148
9.0,9,19.950693
8.0,8,19.956203
9.0,9,19.96414
10.0,10,19.9714
9.0,9,19.977652
9.0,9,19.985248
8.0,8,19.990959
11.0,11,19.997113
11.0,11,20.006501
10.0,10,20.014653
10.0,10,20.019845
9.0,9,20.027519
9.0,9,20.035062
10.0,10,20.041758
10.0,10,20.048857
9.0,9,20.056061
10.0,10,20.062201
9.0,9,20.070927
8.0,8,20.076624
8.0,8,20.082666
10.0,10,20.088298
10.0,10,20.097075
9.0,9,20.103237
12.0,12,20.111972
10.0,10,20.117504
9.0,9,20.124044
9.0,9,20.129615
9.0,9,20.13575
9.0,9,20.142027
10.0,10,20.149137
9.0,9,20.155282
9.0,9,20.160982
10.0,10,20.170154
10.0,10,20.175853
10.0,10,20.183454
10.0,10,20.190695
10.0,10,20.198372
10.0,10,20.20509
9.0,9,20.214163
8.0,8,20.220201
10.0,10,20.226288
9.0,9,20.232431
10.0,10,20.239701
10.0,10,20.245829
8.0,8,20.252504
10.0,10,20.260704
9.0,9,20.267127
9.0,9,20.272874
11.0,11,20.280497
9.0,9,20.2862
9.0,9,20.295407
9.0,9,20.300949
11.0,11,20.309841
9.0,9,20.315552
8.0,8,20.321713
8.0,8,20.327764
10.0,10,20.335017
9.0,9,20.342807
9.0,9,20.348507
9.0,9,20.354676
8.0,8,20.36239
9.0,9,20.3681
9.0,9,20.375837
10.0,10,20.383104
9.0,9,20.390404
9.0,9,20.399265
8.0,8,20.405592
9.0,9,20.411297
9.0,9,20.417469
9.0,9,20.424554
9.0,9,20.431928
8.0,8,20.438158
10.0,10,20.443857
10.0,10,20.452595
10.0,10,20.458314
9.0,9,20.464474
9.0,9,20.473945
10.0,10,20.480496
10.0,10,20.490785
8.0,8,20.496935
10.0,10,20.505893
10.0,10,20.515131
9.0,9,20.522375
9.0,9,20.53014
8.0,8,20.538851
10.0,10,20.547956
10.0,10,20.555224
10.0,10,20.564483
11.0,11,20.572562
10.0,10,20.581786
9.0,9,20.589092
8.0,8,20.593724
11.0,11,20.603698
8.0,8,20.609822
10.0,10,20.617059
9.0,9,20.626343
9.0,9,20.632391
9.0,9,20.63958
8.0,8,20.645617
9.0,9,20.652182
10.0,10,20.66026
9.0,9,20.668051
9.0,9,20.673689
9.0,9,20.682276
10.0,10,20.688446
9.0,9,20.697295
8.0,8,20.704148
10.0,10,20.713394
9.0,9,20.719548
8.0,8,20.725298
10.0,10,20.735216
10.0,10,20.743407
9.0,9,20.750487
10.0,10,20.759569
10.0,10,20.766828
9.0,9,20.77665
10.0,10,20.784976
8.0,8,20.808697
10.0,10,20.819879
10.0,10,20.827552
10.0,10,20.835865
9.0,9,20.841985
8.0,8,20.84767
9.0,9,20.853812
9.0,9,20.859955
10.0,10,20.874052
9.0,9,20.881649
10.0,10,20.889392
9.0,9,20.897109
10.0,10,20.903307
10.0,10,20.914712
10.0,10,20.923748
10.0,10,20.933477
9.0,9,20.939616
9.0,9,20.947397
8.0,8,20.955166
10.0,10,20.968869
10.0,10,20.979194
10.0,10,20.989747
10.0,10,20.998894
10.0,10,21.008739
9.0,9,21.014778
10.0,10,21.023392
9.0,9,21.03044
9.0,9,21.037746
9.0,9,21.047328
10.0,10,21.056023
9.0,9,21.064918
10.0,10,21.077559
8.0,8,21.084708
11.0,11,21.094291
10.0,10,21.107042
9.0,9,21.117149
11.0,11,21.128285
8.0,8,21.133819
9.0,9,21.138847
11.0,11,21.147456
8.0,8,21.152075
8.0,8,21.157782
10.0,10,21.165577
11.0,11,21.17332
9.0,9,21.178951
9.0,9,21.188177
10.0,10,21.19447
8.0,8,21.200024
9.0,9,21.205565
10.0,10,21.214835
9.0,9,21.223161
11.0,11,21.232004
9.0,9,21.239123
10.0,10,21.248171
10.0,10,21.254797
9.0,9,21.260687
9.0,9,21.268886
10.0,10,21.275024
10.0,10,21.283484
9.0,9,21.288581
10.0,10,21.296341
9.0,9,21.303912
9.0,9,21.309949
9.0,9,21.31601
11.0,11,21.323692
8.0,8,21.330015
10.0,10,21.335547
9.0,9,21.342603
10.0,10,21.34968
10.0,10,21.357361
9.0,9,21.363525
9.0,9,21.370666
10.0,10,21.378408
10.0,10,21.384537
8.0,8,21.390659
10.0,10,21.398904
9.0,9,21.405064
10.0,10,21.411229
9.0,9,21.417279
10.0,10,21.423909
10.0,10,21.430512
9.0,9,21.43555
10.0,10,21.441697
11.0,11,21.45077
9.0,9,21.457917
9.0,9,21.465657
9.0,9,21.471298
10.0,10,21.476947
10.0,10,21.485296
9.0,9,21.491443
10.0,10,21.499372
9.0,9,21.50451
9.0,9,21.512223
8.0,8,21.517632
10.0,10,21.525913
10.0,10,21.532633
11.0,11,21.545004
9.0,9,21.551641
9.0,9,21.560559
9.0,9,21.569224
10.0,10,21.575269
11.0,11,21.583543
12.0,12,21.592357
10.0,10,21.599075
9.0,9,21.607136
9.0,9,21.614281
9.0,9,21.62083
9.0,9,21.626884
10.0,10,21.635506
10.0,10,21.64405
11.0,11,21.653177
9.0,9,21.661836
9.0,9,21.672695
9.0,9,21.679389
8.0,8,21.68555
10.0,10,21.695236
10.0,10,21.708102
9.0,9,21.715879
9.0,9,21.72376
8.0,8,21.730484
8.0,8,21.736527
9.0,9,21.74514
9.0,9,21.751737
10.0,10,21.758344
9.0,9,21.7649
9.0,9,21.772547
10.0,10,21.779098
8.0,8,21.785302
12.0,12,21.793565
9.0,9,21.800629
9.0,9,21.806784
10.0,10,21.812485
10.0,10,21.820175
9.0,9,21.826445
8.0,8,21.833533
10.0,10,21.842584
9.0,9,21.849709
10.0,10,21.857754
10.0,10,21.866369
9.0,9,21.873914
8.0,8,21.881066
9.0,9,21.887138
10.0,10,21.895843
10.0,10,21.901889
9.0,9,21.909546
12.0,12,21.91882
9.0,9,21.926557
10.0,10,21.934638
9.0,9,21.943353
9.0,9,21.951096
10.0,10,21.961959
9.0,9,21.968751
10.0,10,21.974885
8.0,8,21.981139
8.0,8,21.988141
11.0,11,21.996705
10.0,10,22.002771
11.0,11,22.011985
10.0,10,22.019816
11.0,11,22.024921
9.0,9,22.031985
9.0,9,22.038122
8.0,8,22.042745
8.0,8,22.048378
9.0,9,22.053071
8.0,8,22.05918
10.0,10,22.067847
10.0,10,22.073884
9.0,9,22.080301
9.0,9,22.089309
12.0,12,22.098115
10.0,10,22.105856
9.0,9,22.112016
9.0,9,22.120118
9.0,9,22.125836
13.0,13,22.135075
9.0,9,22.14228
10.0,10,22.150833
9.0,9,22.157012
10.0,10,22.165744
8.0,8,22.171441
9.0,9,22.177591
9.0,9,22.184361
9.0,9,22.190918
8.0,8,22.196994
10.0,10,22.205753
10.0,10,22.213434
8.0,8,22.218618
9.0,9,22.227849
10.0,10,22.234638
9.0,9,22.240774
10.0,10,22.249046
9.0,9,22.256808
11.0,11,22.267025
11.0,11,22.275087
11.0,11,22.280624
10.0,10,22.28954
9.0,9,22.295717
10.0,10,22.302378
9.0,9,22.308023
8.0,8,22.313695
10.0,10,22.318904
9.0,9,22.326962
9.0,9,22.331548
9.0,9,22.337233
9.0,9,22.344556
9.0,9,22.353894
